phrase,count,sample_file,sample_key,sample_translation,sample_source
basic attack cho,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,bossrush3_1_desc,"<color=#c89a45>Combat Rank Buff: Basic Attack grants Basic Attack Mark. Damage dealt to the immobilized target scales with the number of marks owned.</color>

Tấn công mục tiêu bằng Basic Attack sẽ tăng hiệu suất Tăng Cấp Combat lên <color=#c89a45>20%</color> trong 3 giây, tạo <color=#c89a45>1 stack</color> Đánh Dấu Basic Attack cho tất cả thành viên trong đội và giảm Vibration Strength Động của mục tiêu đi <color=#c89a45>1%</color>.
<size=5> </size>
A: Mỗi điểm Đánh Dấu Basic Attack tăng sát thương của Resonator đang kích hoạt lên mục tiêu bất động thêm <color=#c89a45>2%</color>. Nhận đánh dấu sẽ hồi <color=#c89a45>5</color> Concerto Energy ","<color=#c89a45>Combat Rank Buff: Basic Attack grants Basic Attack Mark. Damage dealt to the immobilized target scales with the number of marks owned.</color>

Hitting a target with Basic Attack increases Combat Rank efficiency by <color=#c89a45>20%</color> for 3s, grants <color=#c89a45>1 stack</color> of Basic Attack Mark to all team members, and r"
blossom mode,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_16030401_DescriptionContent,Tấn công mục tiêu và bước vào <color=Highlight>Blossom Mode</color>.,Attack the target and enter <color=Highlight>Blossom Mode</color>.
arc beyond the,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_14100007_DescriptionTitle,Iuno: <color=#d4bf5f>Resonance Skill - Arc Beyond the Edge</color>,Iuno: <color=#d4bf5f>Resonance Skill - Arc Beyond the Edge</color> Tutorial
heavy attack cho,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,PhantomFetter_213_EffectDescription,"Kích hoạt Kỹ Năng Echoes sẽ tăng {0} Sát Thương Heavy Attack cho người sử dụng trong {1} giây.
Ngoài ra, tất cả Resonators trong đội sẽ nhận được {2} Sát Thương Kỹ Năng Echoes trong {4} giây, có thể tích lũy tối đa {3} lần. Các Echoes cùng tên chỉ có thể kích hoạt hiệu ứng này một lần. Dấu tích kích hoạt Echoes sẽ bị xóa cùng với hiệu ứng này. Khi đạt {3} tầng, kích hoạt lại Kỹ Năng Echoes sẽ làm mới thời gian hiệu ứng.","Casting Echo Skill grants {0} Heavy Attack DMG Bonus to the caster for {1}s.
Additionally, all Resonators in the team gain {2} Echo Skill DMG Bonus for {4}s, stacking up to {3} times. Echoes of the same name can only trigger this effect once. The record of Echo triggering this effect is cleared along with this effect. At {3} stacks, casting Echo Sk"
point bonus,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2101,"Resonators Hỗ Trợ Giấc Mơ Hiện Tại: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Hãy sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mơ để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Hỗ Trợ Giấc Mơ Hiện Tại:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mơ. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a Resonator with Resonance Skill grants another 50 Dreamscape Energy. This effect can be triggered once every 10s. Damaging a tar","Current Dreamscape Aid Resonators: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Hitting a target with Basic Attack grants 2"
enhanced effect,15,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,ItemInfo_83100011_PassiveBuffDescription,"<size=40><color=Title>Equip to use Jinhsi Cube's ability</color></size>
Sử dụng Kỹ Năng Cốt Core để phóng Chùm Light bắn phá khu vực phía trước trong {2} giây, gây <color=Light>Spectro DMG</color> mỗi giây bằng {1} Tấn Công của Resonator kích hoạt. Cooldown chiêu: {6} giây.
<size=10> </size>
<size=40><color=Title>Effective Buffs</color></size>
[Tia Kỹ Năng] [Thời Gian Kỹ Năng]
<size=10> </size>
<size=40><color=Title>Enhanced Effect</color></size>
Cấp Độ Tia Kỹ Năng {4}: Số lượng Chùm Light tăng thêm {5}.
Cấp Độ Thời Gian Kỹ Năng {3}: Thời gian kỹ năng tăng thêm {9} giây.

<size=40><color=Title>Fun Fact</color></size>
Là Resonator của Sentinel","<size=40><color=Title>Equip to use Jinhsi Cube's ability</color></size>
Use Core Skill to cast Light Beam that bombards the front area for {2}s, dealing <color=Light>Spectro DMG</color> equal to {1} of the active Resonator's ATK per second. Skill Cooldown: {6}s.
<size=10> </size>
<size=40><color=Title>Effective Buffs</color></size>
[Skill Projectil"
precious metals and,15,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0004.json,LevelPlay_166700018_ChildQuestTip_166_2,Đến Precious Metals and Artworks Depository Quý Giá,Head to the Precious Metals and Artworks Depository
leave challenge,15,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_939850001_QuestFailedGiveUp_939_1,Leave Challenge,Leave Challenge
the dreamscape mends,15,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_157900015_MissionCompleteMainText_157_7,The Dreamscape mends itself,The Dreamscape mends itself
the three fratellis',15,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_141900006_LevelPlayName_141_2,The Three Fratellis' Challenge,The Three Fratellis' Challenge
area mechanisms,15,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_200900007_LevelPlayInfoViewMainTitle_200_5,Area Mechanisms,Area Mechanisms
search,14,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0001.json,PrefabTextItem_3742243895_Text,Search,Search
basic attack sau,14,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1136_Content,"Khi ở trạng thái <color=#8c7e51>Dòng Chảy Hắc Ám</color>, dùng Basic Attack sau Heavy Attack để tung Chain Attack.","When in <color=#8c7e51>Dark Surge</color>, use Basic Attack after Heavy Attack to cast Chain Attack."
enhanced basic attack,14,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1138_Content,Nhấn Basic Attack sau khi dùng Heavy Attack để thực hiện Enhanced Basic Attack.,Tap Basic Attack after casting Heavy Attack to cast Enhanced Basic Attack.
new solar ceremony,14,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0108.json,Main_LahaiRoi_3_1_18_22,"Ngoài ra, Exostrider còn liên quan đến <te href=700016>New Solar Ceremony</te> sắp tới...","Besides that, the Exostrider is also linked to the upcoming <te href=700016>New Solar Ceremony</te>..."
dmg bonus,14,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,BabelDebuff_10000168_BuffDesc,"Tất cả kẻ địch nhận <color=#b72924ff>5% DMG Bonus</color> và bị <color=#5cc96aff>DEF reduced by 5%</color> mỗi <color=#b72924ff>5s</color>, tối đa <color=#b72924ff>20 lần</color>.","All enemies gain <color=#b72924ff>5% DMG Bonus</color> and have their <color=#5cc96aff>DEF reduced by 5%</color> every <color=#b72924ff>5s</color>, stacking up to <color=#b72924ff>20</color> times."
red light mode,14,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_15040301_DescriptionContent,Tiêu hao STA để vồ lấy và tấn công mục tiêu trước khi bước vào <color=Highlight>Red Light Mode</color>.,Consume STA to pounce on and attack the target before entering <color=Highlight>Red Light Mode</color>.
normal attack sau,14,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,Skill_1004003_SkillDescribe,"Tấn công mục tiêu và gây <color=Fire>Fusion DMG</color>, được tính là <color=Highlight>Echo Skill DMG</color>. Trong trạng thái <color=Highlight><te href=120805>Basic Attack - Seraphic Execution</te></color>, nhận tăng {0} Hệ Số Sát Thương cho <color=Highlight>Heavy Attack - Flamewing Verdict</color>, <color=Highlight>Mid-air Attack - Hellsent Barrage</color>, <color=Highlight>Dodge Counter - Purgatory Scourge</color> và <color=Highlight>Demon Hypostasis</color> trong {1} giây.
{Cus:Ipt,Touch=tap PC=press Gamepad=press} Normal Attack sau khi kích hoạt Resonance Liberation để thực hiện <color=Highlight>Basic Attack Stage 2</color>. Trong trạng","Attack the target and deal <color=Fire>Fusion DMG</color>, considered <color=Highlight>Echo Skill DMG</color>. Gain {0} DMG Multiplier increase for <color=Highlight>Basic Attack - Seraphic Execution</color>, <color=Highlight>Heavy Attack - Flamewing Verdict</color>, <color=Highlight>Mid-air Attack - Hellsent Barrage</color>, and <color=Highlight>Do"
again,14,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0026.json,LevelPlay_170000000_ChallengeConditionSubText_185_3,Take Iuno's hand again,Take Iuno's hand again
take her hand,14,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0026.json,LevelPlay_170000000_InteractContent_170_7,Take her hand,Take her hand
more guards arrived,14,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0027.json,LevelPlay_172700004_GeneralFloatingTipMainText_172_3,More guards arrived,More guards arrived
challenge night,14,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,Fishing_EntrustTitle12016,Challenge Night: Night Sáng Rực,Night Challenge: Luminous Night
the primus,14,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0042.json,FarmGold_reward_8704,"Thu thập 8.000 Xu trong ""The Primus""","Collect 8000 Coins in ""The Primus"""
attack boost,14,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0093.json,SurvivorsTalentItem_13007_Name,Attack Boost,Attack Boost
available,13,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0005.json,PrefabTextItem_1312185291_Text,Available,Available
knights of the,13,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0015.json,Guide_YYQS_1_20,"Hãy nhìn các Knights of the Wild của chúng ta. Hãy đánh bại kẻ địch đang bao vây họ! Một khi họ hồi phục, họ sẽ cầm vũ khí chiến đấu bên cạnh bạn!","Behold, our Knights of the Wild. Defeat the enemies that beset them! Once they are restored, they shall take up arms by your side!"
enhanced sync attack,13,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_1481_Content,Kích hoạt Enhanced Sync Attack để tăng Resonance Rate,Launch Enhanced Sync Attack to increase Resonance Rate
hi hi,13,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0007.json,Role_1203_ShareDesc,Hi hi. Chào cậu! Tớ là Encore đến từ Bờ Biển Đen! Muốn đi phiêu lưu cùng tớ và lũ Woolies của tớ không?,"Hee-hee. Hi, there! I'm Encore from the Black Shores! Wanna go on an adventure with me and my Woolies?"
or,13,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0009.json,Dango_SkillPage_SkillShortDes_Shouanren,Xúc xắc <color=Highlight>only roll a 2 or 3</color>.,The dice will <color=Highlight>only roll a 2 or 3</color>.
left behind,13,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0035.json,Shixifeidu_main_2_8_12008_40,Ta nghi ngờ chúng không còn thực sự sống nữa. Chỉ là... những Dư Âm còn sót lại thôi. Ta gọi chúng là <te href=851065>Left Behind</te>.,I suspect they're no longer truly alive. Just... residual Reverberations. I call them the <te href=851065>Left Behind</te>.
do con,13,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0053.json,Character_Rococo_39_18,"Roccia nhận ra mê cung sương mù giống một cảnh trong ""Pegasus"". 
Cả hai kết luận rằng mê cung này chắc hẳn do con người tạo ra và quyết định khám phá những gì ẩn giấu bên trong.","Roccia realizes the misty maze resembles a scene from ""Pegasus."" 
Together, you conclude that the maze must be man-made and decide to explore what lies within."
first,13,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0186.json,POIWGZSDXX_9_2,First muốn cậu xem cái này.,First wants you to see this.
stack,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,LevelPlay_316750001_LevelPlaySubInfoContent_316_4,"Khi Wind Surge đạt tối đa stack, <color=highlight>Aero DMG</color> tăng 40%.","When Wind Surge reaches the maximum stack, increase <color=highlight>Aero DMG</color> by 40%."
to teach,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,LevelPlay_314800020_QuestScheduleSubTitle_314_3,"Chụp ảnh Qiuyuan đội nón tre

Mẹo nóng từ C-MOSS: Đã ở trạng thái đặc biệt, giữ Normal Attack để tung chiêu Thus Spoke the Blade: To Teach
(Cứ tự do khám phá các cách khác để hoàn thành thử thách nhé)","Photo of Qiuyuan wearing his bamboo hat

C-MOSS's hot tip: Already in special state, hold Normal Attack to cast Thus Spoke the Blade: To Teach
(Feel free to explore other ways to complete the challenge)"
yellow light mode,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_15040201_DescriptionContent,Tiêu hao STA để bật lùi lại và tấn công mục tiêu trước khi chuyển sang <color=Highlight>Yellow Light Mode</color>.,Consume STA to leap backward and attack the target before entering <color=Highlight>Yellow Light Mode</color>.
resonance liberation finisher,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,ComboTeaching_12100303_DescriptionTitle,Aemeath: Hướng dẫn <color=#d4bf5f>Resonance Liberation Finisher</color>,Aemeath: <color=#d4bf5f>Resonance Liberation Finisher</color> Tutorial
soliskin to the,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0019.json,SkillInput_1412_DescList_1,Nhận được <color=Highlight>Rune: Trust</color> khi <color=Highlight>Basic Attack - Elucidated</color> hoặc <color=Highlight>Dodge Counter - Decipher</color> trực tiếp trúng mục tiêu trong thời gian thi triển. Hoặc nhận được <color=Highlight>Rune: Answer</color> khi <color=Highlight>Resonance Skill - BIG BOOMY BOOM!</color> hoặc <color=Highlight>Resonance Skill - Soliskin to the Aid</color> trực tiếp trúng mục tiêu trong thời gian thi triển.,Obtain <color=Highlight>Rune: Trust</color> when <color=Highlight>Basic Attack - Elucidated</color> or <color=Highlight>Dodge Counter - Decipher</color> hits the target directly in the duration of the moves. Or obtain <color=Highlight>Rune: Answer</color> when <color=Highlight>Resonance Skill - BIG BOOMY BOOM!</color> or <color=Highlight>Resonance 
please,13,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0023.json,FavorStory_150404_Content,"""Squeakie, chị chóng mặt quá... 

Lumi lẩm bẩm, dựa vào thành giường khi con tàu dưới chân rung lắc dữ dội. Sóng biển đập vào thân tàu ầm ầm, cơn chấn động mạnh đến mức như muốn kéo cả người xuống vực sâu. Cô ôm chặt chú chuột bông, nhắm mắt lại, chờ đợi chuyến đi khủng khiếp này kết thúc.

Vài ngày sau, cảng cuối cùng cũng hiện ra trước mắt, nơi biển cả giao hòa với bầu trời. Tiếng mòng biển kêu xa xa, Lumi thở phào nhẹ nhõm khi đặt chân lên mặt đất vững chắc. ""Ơn trời,"" cô thì thầm. Hai người đồng hành, Tangtang và Fulei, vẫn lảo đảo theo sau, mặt mày tái nhợt vì say sóng.

""Hai đứa ổn không?"" Lumi xoa xoa mái tóc xoăn, dẫn họ đến chiếc ghế","""Squeakie, I'm feeling dizzy…"" 

Lumi murmured, leaning against the edge of the bed as the ship rocked beneath her. The waves crashed against the hull with a roar, and the violent turbulence made one feel like it might drag them into the depths. She clutched her hamster plushie tightly, closing her eyes, waiting for this torturous journey to end.

"
even when divinity,13,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,QuestChapter_11_ChapterName,Even When Divinity Remains Silent,Even When Divinity Remains Silent
left,12,mistral_translate_work\split_by_prompt\json\ui\lang_menu\lang_menu__ui__part_0001.json,87,Move Sang Move Left,Move Left
failed,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0005.json,PrefabTextItem_971306156_Text,Failed,Failed
me,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0014.json,Guide_RHZMQQ_1_1,{PlayerName}. Can you hear me?,{PlayerName}. Can you hear me?
resonator skill,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0017.json,GuideFocusNew_193_Content,Chạm để vào Hướng dẫn Resonator Skill,Tap to enter Resonator Skill Tutorial
heavy attack trong,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0018.json,GuideFocusNew_1145_Content,"Thực hiện Heavy Attack trong khu vực ""Frostbite"".","Release Heavy Attack in the ""Frostbite"" area."
view,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0019.json,GuideFocusNew_773_Content,{0} View trạng thái chơi Co-op qua Terminal.,{0} View Co-op gaming status via Terminal.
special skill,12,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0021.json,GuideFocusNew_21079_Content,"Một số Echoes có Special Skill bị vô hiệu khi mới triển khai. Tuy nhiên, sau khi Modulation, <color=#8c7e51>Special Skill của chúng sẽ được kế thừa bởi Echoes mới</color> và trở nên hoạt động.","Some Echoes have a Special Skill that is inactive when initially Deployed. However, after Modulation, <color=#8c7e51>their Special Skill will be inherited by a new Echo</color> and become active."
the rover,12,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0233.json,ItemInfo_41300005_AttributesDescription,Dùng để Tiến Hóa The Rover.,Used for Rover's Ascension.
optional,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term750022_Desc,"Loại này bao gồm Tacetite Spikes với Optional Mô-đun II, Glacio Beacon, Hologram Echo: Junrock với Optional Mô-đun I, Frost Spout, Hologram Echo: Puff và Freeze Jet.","This type includes Tacetite Spikes with Optional Module II, Glacio Beacon, Hologram Echo: Junrock with Optional Module I, Frost Spout, Hologram Echo: Puff, and Freeze Jet"
redundant energy,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0002.json,Term850063_Desc,"Zani có thể chứa tối đa 100 Redundant Energy.
Nhận Redundant Energy khi Tấn Công Thường trúng mục tiêu.
Nhận Redundant Energy khi Intro Skill <color=Highlight>Immediate Execution</color> trúng mục tiêu.
Nhận Redundant Energy khi sử dụng Resonance Skill <color=Highlight>Tiêu Chuẩn Defense Protocol</color>.
Nhận Redundant Energy khi sử dụng Resonance Skill <color=Highlight>Pinpoint Strike</color>.
Không thể nhận Redundant Energy khi đang ở <color=Highlight>Inferno Mode</color>.","Zani can hold up to 100 Redundant Energy.
Obtain Redundant Energy when Normal Attacks hit a target.
Obtain Redundant Energy when Intro Skill <color=Highlight>Immediate Execution</color> hits a target.
Obtain Redundant Energy when casting Resonance Skill <color=Highlight>Standard Defense Protocol</color>.
Obtain Redundant Energy when casting Resonan"
when the battle,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730033,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Thẻ này nhận 1 điểm Nạp Năng mỗi khi ngươi Tái Cấu Trúc thẻ.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng chỉ số Sức Mạnh và Thể Trạng của tất cả Resonator của ngươi thêm {1} trong 1 hiệp.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Re"
increase all your,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730033,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Thẻ này nhận 1 điểm Nạp Năng mỗi khi ngươi Tái Cấu Trúc thẻ.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng chỉ số Sức Mạnh và Thể Trạng của tất cả Resonator của ngươi thêm {1} trong 1 hiệp.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Re"
echoes' str and,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,PhantomBattleCardCount_730033,"<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Nạp Năng: Thẻ này nhận 1 điểm Nạp Năng mỗi khi ngươi Tái Cấu Trúc thẻ.
- Quá Tải: Khi Nạp Năng đạt {0} điểm, xóa toàn bộ điểm và tăng chỉ số Sức Mạnh và Thể Trạng của tất cả Resonator của ngươi thêm {1} trong 1 hiệp.","<color=Highlight>- When your opponent Reconstructs a card, they gain no Energy.
- When the Battle Stage starts, increase all your Echoes' STR and CON by {3}.
- Each time you deploy an Echo, increase one of your Echoes' STR and CON by {2}.</color>

- Recharge: This card gains 1 stack of Recharge each time you Reconstruct a card.
- Overburst: When Re"
intro skills,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0006.json,Activity_1001_Description,Resonators thuộc hệ <color=Wind>Aero</color> và <color=Light>Spectro</color> gây thêm sát thương khi sử dụng <color=highlight>Intro Skills</color>.,<color=Wind>Aero</color> and <color=Light>Spectro</color> Resonators deal additional damage when casting <color=highlight>Intro Skills</color>.
taking damage,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0006.json,BlackRaid_1_Chanllenge_3,"<color=Highlight>Successful Dodges</color> gây Sát Thương Khu Vực và <color=Highlight>extend</color> thời gian thử thách. Thực hiện <color=Highlight>Counterattacks</color> sẽ <color=Highlight>greatly extends</color> thời gian thử thách, trong khi <color=ThreatHigh>taking damage</color> sẽ làm giảm thời gian thử thách.","<color=Highlight>Successful Dodges</color> deal AoE DMG and <color=Highlight>extend</color> the challenge time. Launching <color=Highlight>Counterattacks</color> <color=Highlight>greatly extends</color> the challenge time, while <color=ThreatHigh>taking damage</color> reduces the challenge time."
normal attack trong,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0009.json,ComboTeaching_14040301_DescriptionContent,"Thả nút Normal Attack trong <color=#f4d582>Heavy Attack</color> để tung ra Vết Rạch Abyssal sau khi Heavy Attack kết thúc, gây <color=Wind>Aero DMG</color>.","Release the Normal Attack button during the <color=#f4d582>Heavy Attack</color> to cast Abyssal Slash after the Heavy Attack ends, dealing <color=Wind>Aero DMG</color>."
qingloong mode,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0009.json,ComboTeaching_14040501_DescriptionContent,"Kích hoạt <color=#f4d582>Qingloong Mode</color> sau khi thi triển Bão Ngọc: Khúc Dạo Đầu. Trong <color=#f4d582>Qingloong Mode</color>, <color=#f4d582>Basic Attack</color> và <color=#f4d582>Heavy Attack</color> sẽ được thay thế bằng Ngọn Giáo Qingloong, thực hiện tối đa 3 đòn tấn công liên tiếp, gây <color=Wind>Aero DMG</color>, được tính là Sát Thương Heavy Attack.","Enter <color=#f4d582>Qingloong Mode</color> after casting Emerald Storm: Prelude. In <color=#f4d582>Qingloong Mode</color>, <color=#f4d582>Basic Attack</color> and <color=#f4d582>Heavy Attack</color> are replaced with Lance of Qingloong, performing up to 3 consecutive strikes, dealing <color=Wind>Aero DMG</color>, considered as Heavy Attack DMG."
equip to use,12,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,ItemInfo_83100011_PassiveBuffDescription,"<size=40><color=Title>Equip to use Jinhsi Cube's ability</color></size>
Sử dụng Kỹ Năng Cốt Core để phóng Chùm Light bắn phá khu vực phía trước trong {2} giây, gây <color=Light>Spectro DMG</color> mỗi giây bằng {1} Tấn Công của Resonator kích hoạt. Cooldown chiêu: {6} giây.
<size=10> </size>
<size=40><color=Title>Effective Buffs</color></size>
[Tia Kỹ Năng] [Thời Gian Kỹ Năng]
<size=10> </size>
<size=40><color=Title>Enhanced Effect</color></size>
Cấp Độ Tia Kỹ Năng {4}: Số lượng Chùm Light tăng thêm {5}.
Cấp Độ Thời Gian Kỹ Năng {3}: Thời gian kỹ năng tăng thêm {9} giây.

<size=40><color=Title>Fun Fact</color></size>
Là Resonator của Sentinel","<size=40><color=Title>Equip to use Jinhsi Cube's ability</color></size>
Use Core Skill to cast Light Beam that bombards the front area for {2}s, dealing <color=Light>Spectro DMG</color> equal to {1} of the active Resonator's ATK per second. Skill Cooldown: {6}s.
<size=10> </size>
<size=40><color=Title>Effective Buffs</color></size>
[Skill Projectil"
