phrase,count,sample_file,sample_key,sample_translation,sample_source
request slot,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
these stories of,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
humanity uniting against,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
the abyss seem,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
to be the,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
origins of some,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
legends recorded in,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
the order's codex,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect191,"Những câu chuyện thiêng từ kinh thư vỡ nát. Add một <color=#e7a60b>Request slot</color> và giảm chi phí làm mới Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>","Sacred stories from the fragmented scripture. Add an extra <color=#e7a60b>Request slot</color> and reduce the cost of refreshing Requests.

<color=#929292>These stories of humanity uniting against the sea and the abyss seem to be the origins of some legends recorded in the Order's Codex.</color>"
just like humans,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect231,"Huấn luyện đặc biệt dành cho Gondola. Huấn luyện Rachel để giảm Cooldown chiêu <color=#e7a60b>Acceleration</color>.

<color=#929292>Just like humans, Gondolas can grow stronger with regular training.</color>","Special spur training designed for Gondolas. Train Rachel to reduce its <color=#e7a60b>Acceleration</color> cooldown.

<color=#929292>Just like humans, Gondolas can grow stronger with regular training.</color>"
gondolas can grow,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect231,"Huấn luyện đặc biệt dành cho Gondola. Huấn luyện Rachel để giảm Cooldown chiêu <color=#e7a60b>Acceleration</color>.

<color=#929292>Just like humans, Gondolas can grow stronger with regular training.</color>","Special spur training designed for Gondolas. Train Rachel to reduce its <color=#e7a60b>Acceleration</color> cooldown.

<color=#929292>Just like humans, Gondolas can grow stronger with regular training.</color>"
stronger with regular,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Fishing_TechEffect231,"Huấn luyện đặc biệt dành cho Gondola. Huấn luyện Rachel để giảm Cooldown chiêu <color=#e7a60b>Acceleration</color>.

<color=#929292>Just like humans, Gondolas can grow stronger with regular training.</color>","Special spur training designed for Gondolas. Train Rachel to reduce its <color=#e7a60b>Acceleration</color> cooldown.

<color=#929292>Just like humans, Gondolas can grow stronger with regular training.</color>"
and verina,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2101,"Resonators Hỗ Trợ Giấc Mơ Hiện Tại: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Hãy sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mơ để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Hỗ Trợ Giấc Mơ Hiện Tại:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Spectro DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mơ. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Resonance Skill grants 50 Dreamscape Energy, and healing a Resonator with Resonance Skill grants another 50 Dreamscape Energy. This effe","Current Dreamscape Aid Resonators: <color=#ffd12f>Phoebe, Jinhsi, Shorekeeper, and Verina</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Spectro DMG Bonus.</co"
and mortefi,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2104,"Resonators Current Dreamscape Aid: <color=#ffd12f>Brant, Changli, Encore, Chixia, and Mortefi</color>. Sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mộng để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Current Dreamscape Aid:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Fusion DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mộng. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Intro Skill grants 100 Dreamscape Energy. This effect can be triggered once every 10s. Dealing Fusion DMG grants 30 Dreamscape Energy. ","Current Dreamscape Aid Resonators: <color=#ffd12f>Brant, Changli, Encore, Chixia, and Mortefi</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Fusion DMG Bonus.<"
and aalto,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,Werouge_BuffDesc_2106,"Resonators Hỗ Trợ Giấc Mơ Hiện Tại: <color=#ffd12f>Jiyan, Jianxin, Mortefi, Yangyang, and Aalto</color>. Hãy sử dụng ít nhất một Resonators Hỗ Trợ Giấc Mơ để <color=#ffd12f>gain a 150% Point Bonus!</color>

Hiệu ứng Hỗ Trợ Giấc Mơ Hiện Tại:
- Tất cả Resonators trong đội <color=#ffd12f>gain 30% Aero DMG Bonus.</color>
- Đánh trúng mục tiêu bằng Basic Attack sẽ nhận được 20 Năng Lượng Giấc Mơ. Hiệu ứng này có thể kích hoạt mỗi giây một lần. <color=#ffd12f>Casting Resonance Liberation grants 100 Dreamscape Energy. This effect can be triggered once every 10s. Dealing Aero DMG grants 30 Dreamscape ","Current Dreamscape Aid Resonators: <color=#ffd12f>Jiyan, Jianxin, Mortefi, Yangyang, and Aalto</color>. Use at least one Dreamscape Aid Resonator to <color=#ffd12f>gain a 150% Point Bonus!</color>

Current Dreamscape Aid Effects:
- All Resonators in the team <color=#ffd12f>gain 30% Aero DMG Bonus.</"
dying enemies,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10010032_BuffDesc,"Kẻ địch <color=#b72924ff>Dying enemies</color> để lại một bẫy lửa cháy trong <color=#b72924ff>10s</color>. Resonators bị mắc kẹt trong đó sẽ nhận <color=#b72924ff>1 tầng Fusion Burst</color> mỗi <color=#b72924ff>0.5s</color>. (Khi đạt 10 tầng, Fusion Burst sẽ phát nổ, gây sát thương lên Resonators.)","<color=#b72924ff>Dying enemies</color> leave behind a burning trap that lasts for <color=#b72924ff>10s</color>. Resonators caught inside of it will receive <color=#b72924ff>1</color> stack of Fusion Burst every <color=#b72924ff>0.5s</color>. (Upon reaching 10 stacks, Fusion Burst explodes, dealing d"
a burning trap,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10010041_BuffDesc,"Mỗi <color=#b72924ff>Meteorite</color>, <color=#b72924ff>20s</color> sẽ trút xuống Resonators, gây sát thương bằng <color=#b72924ff>5% of their current HP</color> và để lại <color=#b72924ff>a burning trap</color> trong <color=#b72924ff>10s</color>. Resonators đứng trong bẫy sẽ nhận <color=#b72924ff>1</color> tầng Fusion Burst mỗi <color=#b72924ff>1s</color>. (Khi đạt 10 tầng, Fusion Burst sẽ phát nổ, gây sát thương cho Resonators.)","A <color=#b72924ff>Meteorite</color> rains upon Resonators every <color=#b72924ff>20s</color>, dealing damage equal to <color=#b72924ff>5% of their current HP</color>, and leaving behind <color=#b72924ff>a burning trap</color> that lasts for <color=#b72924ff>10s</color>. Resonators caught inside of "
additional damage,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10020041_BuffDesc,"Kẻ địch <color=#b72924ff>max HP is increased by 20%</color>. <color=#5cc96aff>Counterattacks</color>, <color=#5cc96aff>Dodge Counters</color> và <color=#5cc96aff>Intro Skills</color> gây <color=#5cc96aff>additional damage</color> lên kẻ địch.","Enemy <color=#b72924ff>max HP is increased by 20%</color>. <color=#5cc96aff>Counterattacks</color>, <color=#5cc96aff>Dodge Counters</color>, and <color=#5cc96aff>Intro Skills</color> deal <color=#5cc96aff>additional damage</color> to enemies."
reduced to,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10020051_BuffDesc,"<color=#b72924ff>max HP is reduced to 80%</color>. Khi Cấp Giao Hưởng đạt từ <color=#5cc96aff>S</color> trở lên, <color=#5cc96aff>HP will not drop below 1%</color>.","Resonator <color=#b72924ff>max HP is reduced to 80%</color>. While Symphony Rank is at or above <color=#5cc96aff>S</color>, Resonator <color=#5cc96aff>HP will not drop below 1%</color>."
a certain range,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10030041_BuffDesc,"Khi ở trong <color=#b72924ff>a certain range</color> quanh kẻ địch, Resonators sẽ chịu sát thương bằng <color=#b72924ff>1.2% of their max HP</color> mỗi <color=#b72924ff>0.5s</color>.","While within <color=#b72924ff>a certain range</color> around enemies, Resonators take damage equal to <color=#b72924ff>1.2% of their max HP</color> every <color=#b72924ff>0.5s</color>."
less damage,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10030051_BuffDesc,"Kẻ địch chịu <color=#b72924ff>50% less damage</color> khi <color=#b72924ff>0 Vibration Strength</color>. <color=#5cc96aff>Coordinated Attacks</color> khi trúng mục tiêu sẽ tạo sóng xung kích, giảm <color=#5cc96aff>7,5%</color> Vibration Strength của mục tiêu.","Enemies take <color=#b72924ff>50% less damage</color> while above <color=#b72924ff>0 Vibration Strength</color>. <color=#5cc96aff>Coordinated Attacks</color> release a shockwave upon hit, reducing the target's Vibration Strength by <color=#5cc96aff>7.5%</color>."
nearby enemies are,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,BabelDebuff_10040051_BuffDesc,Kẻ địch nhận hiệu ứng sau: <color=#b72924ff>Tất cả nearby enemies are empowered</color>. <color=#b72924ff>ATK is increased by 10%</color>. Hiệu ứng có thể chồng chất.,Enemies gain the following effect: <color=#b72924ff>All nearby enemies are empowered</color>. Their <color=#b72924ff>ATK is increased by 10%</color>. Effect stackable.
trial resonators will,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,AbyssInst_Desc_07,"Kẻ địch Cấp Elite gây sát thương mỗi giây bằng 2% HP tối đa của mục tiêu lên các mục tiêu lân cận. Hiệu ứng này không thể chồng chất.

Cooldown sinh: 10 giây (Chơi đơn & Đồng đội)

Lượt hồi sinh chung: 9
<color=#aa9b6a>Trial Resonators will be available in Solo mode.</color>","Elite Class enemies deal DMG equal to 2% of the target's Max HP to nearby targets every second. This effect is not stackable.

Revival Time: 10s (Solo & Co-op)

Shared Revive Chances: 9
<color=#aa9b6a>Trial Resonators will be available in Solo mode.</color>"
be available in,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,AbyssInst_Desc_07,"Kẻ địch Cấp Elite gây sát thương mỗi giây bằng 2% HP tối đa của mục tiêu lên các mục tiêu lân cận. Hiệu ứng này không thể chồng chất.

Cooldown sinh: 10 giây (Chơi đơn & Đồng đội)

Lượt hồi sinh chung: 9
<color=#aa9b6a>Trial Resonators will be available in Solo mode.</color>","Elite Class enemies deal DMG equal to 2% of the target's Max HP to nearby targets every second. This effect is not stackable.

Revival Time: 10s (Solo & Co-op)

Shared Revive Chances: 9
<color=#aa9b6a>Trial Resonators will be available in Solo mode.</color>"
solo mode,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0027.json,AbyssInst_Desc_07,"Kẻ địch Cấp Elite gây sát thương mỗi giây bằng 2% HP tối đa của mục tiêu lên các mục tiêu lân cận. Hiệu ứng này không thể chồng chất.

Cooldown sinh: 10 giây (Chơi đơn & Đồng đội)

Lượt hồi sinh chung: 9
<color=#aa9b6a>Trial Resonators will be available in Solo mode.</color>","Elite Class enemies deal DMG equal to 2% of the target's Max HP to nearby targets every second. This effect is not stackable.

Revival Time: 10s (Solo & Co-op)

Shared Revive Chances: 9
<color=#aa9b6a>Trial Resonators will be available in Solo mode.</color>"
name ta,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0028.json,RogueBuffPool_120702_BuffDesc,"<color=#c49e55>[Forte Circuit]</color>
Inherent Skill - Nhớ Lấy Name Ta nhận được các tăng cường đặc biệt sau:
- Thời gian cần thiết để vào trạng thái Chạy Nước Rút giảm xuống còn {0} giây.
- Heavy Attack - Cắn Xé Của Sói, Heavy Attack - Vuốt Sói và Đòn Mid-air Attack - Đòn Lửa gây thêm Fusion DMG bằng {1} Attack.
- Basic Attack - Sao Rơi và Dodge Counter gây thêm Fusion DMG bằng {2} Attack và hồi phục thêm <SapTag=3>{3}</SapTag> {Cus:Sap,S=điểm P=điểm} Ngọn Lửa Sói. Sử dụng Basic Attack ngay sau đó sẽ thi triển lại Basic Attack - Sao Rơi.","<color=#c49e55>[Forte Circuit]</color>
Inherent Skill - Remember My Name gains the following special enhancements:
- The time needed to enter Sprint state is lowered to {0}s.
- Heavy Attack - Wolf's Gnawing, Heavy Attack - Wolf's Claw, and Mid-air Attack - Firestrike deal additional Fusion DMG equal"
blade of defiance,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0028.json,RogueBuffPool_140905_BuffDesc,"<color=#c49e55>[Forte Circuit]</color>
Sử dụng Resonance Liberation - Blade of Howling Squall và Resonance Skill - Adjudicator of Evil sẽ nhận được Blade of Defiance. Nếu Cartethyia sở hữu Heart of Virtue, Mandate of Divinity và Power of Discord, sử dụng Mid-air Attack - Cartethyia cũng sẽ nhận được Blade of Defiance.

Blade of Defiance tăng HP tối đa của cô lên {0} và khiến toàn bộ sát thương gây ra bỏ qua {1} Aero RES của mục tiêu, hiệu ứng kéo dài {2}s và có thể chồng chất tối đa {3} lần.","<color=#c49e55>[Forte Circuit]</color>
Casting Resonance Liberation - Blade of Howling Squall and Resonance Skill - Adjudicator of Evil grants Blade of Defiance. If Cartethyia has Heart of Virtue, Mandate of Divinity, and Power of Discord, casting Mid-air Attack - Cartethyia also grants Blade of Def"
xen trong,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0029.json,FavorStory_150904_Content,"Đáng lẽ chỉ là một nhiệm vụ khác. Xám xịt, đen tối, nhợt nhạt như thạch cao. Chỉ là một nhiệm vụ tiêu diệt vài cá nhân mà Liên bang New gắn mác ""mối đe dọa tiềm tàng.""

Tại sao những người chưa hề đe dọa ai vẫn phải biến mất, đó chưa bao giờ là câu hỏi cô được phép hỏi.

Cô nhìn mục tiêu chạy trốn trong hoảng loạn qua con hẻm tối. Cô không phải thợ săn duy nhất trong bóng đêm. Những đường ngắm màu đỏ mảnh mai đan xen trong không khí, hội tụ, khóa chặt, rồi mang đến một cái kết im lặng, tuyệt đối.

Một tiếng thở gấp, nghẹn trong tiếng tĩnh điện vọng vào tai nghe của cô.

""Đừng lo... Ta sẽ đến <","It was meant to be another mission. Gray, black, pale as plaster. Just another task to eliminate several individuals the New Federation had flagged as ""potential threats.""

Why people who had done nothing threatening still needed to disappear was never a question she was allowed to ask.

She watched"
main weapon atk,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0029.json,MotorFightGame_TechTreeDesc_24,Main Weapon ATK +{0},Main Weapon ATK +{0}
rate bonus,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0030.json,MotorFightGame_BuffGateDesc_03,Crit. Rate Bonus +{0},Crit. Rate Bonus +{0}
cha anh,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0030.json,FavorStory_151004_Content,"Mùa đông sắp tàn, nhưng cái lạnh vẫn ngoan cố không chịu rời đi. Khi Luuk cuối cùng cũng gỡ mình ra khỏi đống công việc công ty và những cuộc điều tra bí mật, anh đẩy cửa bước vào phòng chăm sóc đặc biệt, gần như không nhận ra hình bóng gầy guộc trên giường.

Rhein nằm tựa vào gối. Những lọn tóc xoăn từng mềm mại và bồng bềnh giờ đây xơ xác, vàng vọt bám vào trán. Khi nghe tiếng cửa, đôi mắt cậu khẽ chuyển động. Nhưng không một lời nào được thốt ra.

Luuk chợt nhớ lại lời cha mình: ""Con nên cảm thấy may mắn. Dòng Ichor đã chọn con.""

Dù mù màu và những cơn đau thiêu đốt đến bất chợt, Luuk vẫn ","Winter was ending, but the cold refused to leave. When Luuk finally pulled himself away from the mountain of corporate matters and covert investigations, he pushed open the door to the special care ward, barely recognizing the emaciated figure on the bed.
 
Rhein lay against the pillows. The curls t"
bonus trong,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0030.json,RogueBuffPool_130601_BuffDesc_33,"<color=#c49e55>[Heavy Attack]</color>
- Khi Năng Lực đạt {0} điểm, giữ Normal Attack hoặc {Cus:Ipt,Touch=tap PC=press Gamepad=press} giữa không trung để tiêu hao {0} điểm Năng Lực và thực hiện Heavy Attack - Thunderoar: Uppercut.
- Thực hiện Heavy Attack - Thunderoar: Uppercut sẽ hồi phục thêm {1} Ascendancy và tăng {2} Sát Thương Bonus trong {4} giây, có thể cộng dồn tối đa {3} lần.
- Khi Năng Lực đạt {0} điểm, giữ Normal Attack sau khi thực hiện Stage 2 Basic Attack để tiêu hao {0} điểm Năng Lực và thực hiện Heavy Attack - Thunderoar: Backstep.","<color=#c49e55>[Heavy Attack]</color>
- When Prowess reaches {0} points, hold Normal Attack or {Cus:Ipt,Touch=tap PC=press Gamepad=press} it in mid-air to consume {0} points Prowess and perform Heavy Attack - Thunderoar: Uppercut.
- Performing Heavy Attack - Thunderoar: Uppercut additionally restore"
trong kho archive,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0030.json,QuestTree_Summary_230006,"Sâu trong Kho Archive, ngươi tìm lại được mảnh ghép thất lạc, chỉ để phát hiện rằng nó không ca ngợi Sentinel như Lenore mong đợi, mà là những con người cổ xưa của Rinascita. Cô tin điều này đi ngược lại giáo lý của Order, thế nhưng vẫn bị xúc động bởi những cảm xúc mà bản nhạc truyền tải. Trước khi giải tỏa được những nghi hoặc mà nó khơi gợi, cô quyết định chưa báo cáo việc này lên Order.","Deep within the Archive, you recover the missing part, only to find that it does not praise the Sentinel as Lenore expected, but the ancient people of Rinascita. She believes this runs counter to the Order's teachings, yet she is still moved by the emotions carried in the music. Until she can resolv"
khi mang,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0030.json,QuestTree_Summary_241101,"Ngươi cứu một Aria Mummer sắp chết và hứa sẽ hoàn thành nguyện vọng cuối cùng của nó bằng cách trao những Chiếc Melody Box đến tay những người mà chúng thuộc về. Khi mang chúng băng qua thành phố, ngươi chứng kiến từng mảnh đời nhỏ bé ở Septimont. Qua những giai điệu, mọi người chợt nhận ra những khía cạnh chưa từng biết về người thân yêu của mình. Sau khi chiếc Melody Box cuối cùng được trao đi, Aria Mummer trở về với Resonance Nexus, chỉ để lại một khúc nhạc nhạt nhòa vang vọng trong lòng mọi người.","You save a dying Aria Mummer and promise to fulfill its final wish by delivering Melody Boxes to the people they were meant for. As you carry them across the city, you witness one small life after another in Septimont. Through the melodies, people come to glimpse sides of their loved ones they never"
berry,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0031.json,ItemInfo_42601340_BgDescription,"Một quả berry lớn được nuôi dưỡng bởi ánh sáng của Reactor Drive, lấp lánh sắc hổ phách ấm áp như hoàng hôn. Vị ngọt chua, mọng nước và giàu đường tự nhiên, thường được các Shepherd chăm sóc Exoswarm hái về, uống nước từ nó để phục hồi sức lực.

Nhưng khi quả Dusk Honeypot chín quá, nó có thể khiến cả con người lẫn Exoswarm say xỉn. Khi một Shepherd không trở về sau chuyến hái lượm, khả năng cao là họ đã quá chén vài quả chín mọng mà không hay biết.","A large berry nourished by the Reactor Drive's light, gleaming with the warm amber glow of dusk. Sweet-tart, juicy, and rich in natural sugars, it is often gathered by Shepherds tending the Exoswarm, who drink its nectar to recover their strength.

Yet once a Dusk Honeypot overripens, it can leave b"
curse of the,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0031.json,ItemInfo_50000115_AttributesDescription,"Mở để nhận một loại nguyên liệu kỹ năng cao cấp tự chọn:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>","Open to claim a type of advanced skill material of your choice:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Iri"
trong incineranur,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,ItemInfo_70010003_BgDescription,"Thiết Bị Bảo Vệ gồm hai phần, mang theo cả hai sẽ giảm đáng kể tác hại của Incineranur lên người dùng. Tuy nhiên, nếu ở trong Incineranur quá lâu, sát thương sẽ tích lũy theo thời gian. Hãy cẩn thận không giẫm trực tiếp lên những Cánh Hoa.","The Protection Device comes in two parts, carrying both can significantly reduce the Incineranur's harm to the user. However, if you remain in the Incineranur for too long, damage values will accumulate over time. Please also be aware not to step directly onto the Petals."
healing cho,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,ItemInfo_80001051_AttributesDescription,Tăng 8% Hiệu Quả Healing cho tất cả Resonators trong đội và tăng 12% HP Tối Đa trong 15 phút. Chỉ có hiệu lực với Resonators của riêng bạn trong Chế Độ Hợp Tác.,Gives 8% Healing Bonus to all Resonators in the team and increases their Max HP by 12% for 15m. Only effective on your own Resonators in Co-op Mode.
hai linh,3,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0032.json,ItemInfo_83200004_BgDescription,"Sử dụng Kỹ Năng Cốt Core sẽ tăng vĩnh viễn Crit. DMG của tất cả Resonators gần đó trong đội lên {0} trong trận đấu này.

<size=40><color=Title>Fun Fact</color></size>
Shorekeeper rất thích xem phim. Gần đây, cô ấy đặc biệt yêu thích một bộ phim kể về hai linh hồn liên tục gặp gỡ và lỡ nhau qua những chuỗi thời gian hỗn loạn, nhưng cuối cùng vẫn đoàn tụ bất chấp mọi khó khăn.","Casting Core Skill permanently increases the Crit. DMG of all nearby Resonators in the team by {0} in this battle.

<size=40><color=Title>Fun Fact</color></size>
Shorekeeper enjoys watching movies. Lately, she's been particularly fond of a film about two souls who keep meeting and missing each other"
