en_source,vn_translate,loi_du_doan
"It's not your fault, Abby.","Không phải lỗi của em đâu, Abby.",C?n ti?ng Anh nghi v?n: Abby | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The real threat is Leviathan. If we want to end this for good, we kill It and destroy Its Paradise.","Mối đe dọa thực sự là Leviathan. Nếu muốn chấm dứt chuyện này vĩnh viễn, ta phải giết Hắn và phá hủy Thiên Đường của Hắn.",C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Matriarch of Fisalia, you have guarded this truth for over a century. Now... we need your insight.","Mẫu trưởng Fisalia, ngài đã giữ gìn sự thật này hơn một thế kỷ. Giờ đây... chúng ta cần sự sáng suốt của ngài.",C?n ti?ng Anh nghi v?n: Fisalia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
...So how do we fight Leviathan?,...Vậy làm sao để đánh bại Leviathan đây?,C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"{PlayerName}, you... No, there must be another way. We must bring an end to Leviathan.","{PlayerName}, cậu... Không, phải có cách khác. Chúng ta phải chấm dứt Leviathan.",C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(Brief Iuno on Ragunna's situation...),Báo cáo ngắn gọn tình hình Ragunna với Iuno...,C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Aquila, any word?","Aquila, có tin gì không?",C?n ti?ng Anh nghi v?n: Aquila | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"I hate to admit it, but the current Senate's grown a backbone. Cowards wouldn't last long working under Augusta, anyway.","Thú thật, phải thừa nhận là Thượng viện hiện tại đã cứng rắn hơn. Dù sao, những kẻ hèn nhát cũng chẳng trụ được lâu dưới trướng Augusta.",C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Oh, let me introduce you. Augusta, this is...","À, để tôi giới thiệu cho cô. Augusta, đây là...",C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Your Excellency! Another outbreak! Tidespawn heading straight for the camp!,Thưa Ngài! Một đợt bùng phát nữa! Lũ Tidespawn đang lao thẳng về trại!,C?n ti?ng Anh nghi v?n: Tidespawn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You seem confident, Lupa.","Cô có vẻ tự tin đấy, Lupa.",C?n ti?ng Anh nghi v?n: Lupa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You should rest while you can, Abby.","Abby, cậu nên nghỉ ngơi khi còn có thể.",C?n ti?ng Anh nghi v?n: Abby | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Your Excellency! They're targeting the remaining Anchor Obelisks now!,Thưa Ngài! Chúng đang nhắm vào những Anchor Obelisk còn sót lại!,C?n ti?ng Anh nghi v?n: Anchor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
More Tidespawn at the southwest basepoint!,Thêm Tidespawn ở điểm đóng quân phía tây nam!,C?n ti?ng Anh nghi v?n: Tidespawn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Leviathan. It's directing them. It saw we were spread too thin and scattered their assault on purpose.,Leviathan. Nó đang điều khiển bọn chúng. Nó thấy ta dàn quân quá mỏng và cố tình phân tán cuộc tấn công.,C?n ti?ng Anh nghi v?n: Leviathan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
T-the north flank... Hold the Obelisks at all costs!,T-Cánh bắc... Phải giữ vững các Tháp Obelisk bằng mọi giá!,C?n ti?ng Anh nghi v?n: T | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
S-she's absorbing the Tidespawn?! What kind of power is that?!,Cô ấy đang hấp thụ Tidespawn ư?! Sức mạnh gì mà kinh khủng thế?!,C?n ti?ng Anh nghi v?n: Tidespawn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Oh, I'm back to myself now. Let's meet in Ragunna City, {PlayerName}.","À, mình đã bình thường lại rồi. Gặp lại cậu ở Ragunna City nhé, {PlayerName}.",C?n ti?ng Anh nghi v?n: City | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
We made it... Cartethyia...,Chúng ta đã đến... Cartethyia...,C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Imperator once led the displaced to these isles, yet what allowed the Ragunnesi to stand firm upon the sea was not Divine favor, but their own efforts.","Đại Đế từng dẫn dắt những kẻ lưu lạc đến hòn đảo này, nhưng điều giúp người Ragunnesi đứng vững trên biển không phải là ân sủng thần linh, mà là nỗ lực của chính họ.",C?n ti?ng Anh nghi v?n: Ragunnesi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"I want you to have this, Phoebe.","Ta muốn cậu nhận lấy cái này, Phoebe.",C?n ti?ng Anh nghi v?n: Phoebe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"But you're a bit too young for this, Roccia. The crew and I will handle the taste test!","Nhưng cậu còn nhỏ quá, Roccia. Để bọn anh và đội xử lý việc thử đồ ăn này nhé!",C?n ti?ng Anh nghi v?n: Roccia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Disaster recovery in Ragunna City is nearly complete. Thank you so much for your help, {PlayerName}.",Công tác khắc phục thảm họa tại Ragunna City gần như đã hoàn tất. Cảm ơn {PlayerName} rất nhiều vì đã giúp đỡ.,C?n ti?ng Anh nghi v?n: City | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Are you considering running, Cartethyia?","Ngươi đang tính chạy trốn sao, Cartethyia?",C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You heard her, Aalto.","Cậu nghe thấy cô ấy nói rồi đấy, Aalto.",C?n ti?ng Anh nghi v?n: Aalto | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Let's just say it was inspired by the Somnoire. Imagination, after all, remains humanity's sharpest blade.",Thôi thì nói là lấy cảm hứng từ Somnoire đi. Dù sao thì trí tưởng tượng vẫn là vũ khí sắc bén nhất của loài người mà.,C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(That visitor from Huanglong... He must know something about Fenrico.),Vị khách từ Huanglong... hắn chắc chắn biết gì đó về Fenrico.,C?n ti?ng Anh nghi v?n: Fenrico | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I need to see Fenrico.,Ta phải gặp Fenrico.,C?n ti?ng Anh nghi v?n: Fenrico | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"But if you need assistance, simply let someone know you seek the Order's aid. They'll take you to the Cathedral of Mercury.","Nhưng nếu cần trợ giúp, chỉ cần nói với ai đó rằng cậu muốn tìm sự trợ giúp của Hội. Họ sẽ đưa cậu đến Nhà thờ Mercury.",C?n ti?ng Anh nghi v?n: Mercury | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tell Phoebe she must protect everyone inside the Cathedral. No matter what!,Nói với Phoebe là cô ấy phải bảo vệ mọi người trong Nhà thờ. Bằng mọi giá!,C?n ti?ng Anh nghi v?n: Phoebe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Not quite. Just crossed paths earlier on Bank Street.,Không hẳn. Chỉ là tình cờ gặp nhau ở Phố Bank sớm hơn thôi.,C?n ti?ng Anh nghi v?n: Bank | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"An agent from <te href=260009>Mingting</te>? Wait, I know you.","Một đặc vụ từ <te href=260009>Mingting</te> à? Khoan, tôi biết cậu mà.",C?n ti?ng Anh nghi v?n: Mingting | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
This bullet ended Cartethyia... yet I sense no malice from it.,Viên đạn này đã kết thúc Cartethyia... vậy mà ta không cảm nhận được chút ác ý nào từ nó.,C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Chaotic, ever devouring, assimilating... That is Tacet Discord. A power not fully your own.","Hỗn loạn, nuốt chửng, đồng hóa... Đó chính là Tacet Discord. Một sức mạnh không hoàn toàn thuộc về ngươi.",C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
So Mingting had foreseen all this?,Vậy là Mingting đã lường trước tất cả rồi sao?,C?n ti?ng Anh nghi v?n: Mingting | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Fenrico should still be in the experiment site he secretly built.,Fenrico chắc vẫn còn ở khu thí nghiệm bí mật mà hắn dựng lên.,C?n ti?ng Anh nghi v?n: Fenrico | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Speaking of which, Scar should be in Septimont now.","Nhắc mới nhớ, Scar chắc đang ở Septimont rồi.",C?n ti?ng Anh nghi v?n: Scar | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Grandmaster Liang from the Agency spoke in your defense.,Đại sư phụ Liang của Cơ Quan đã lên tiếng bảo vệ cậu.,C?n ti?ng Anh nghi v?n: Liang | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
It's similar to what happened when I helped you see Cartethyia.,Nó giống với lần ta giúp cậu nhìn thấy Cartethyia ấy.,C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Have you seen Qiuyuan? The one from Huanglong.,Cậu có gặp Qiuyuan không? Người đến từ Huanglong ấy.,C?n ti?ng Anh nghi v?n: Qiuyuan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Is this your first visit to Ragunna, Augusta?","Lần đầu đến Ragunna hả, Augusta?",C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Scar and the other Fractsidus operatives got away...,Scar và những đặc vụ Fractsidus khác đã trốn thoát...,C?n ti?ng Anh nghi v?n: Scar | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Come back alive, Sollad.","Trở về an toàn nhé, Sollad.",C?n ti?ng Anh nghi v?n: Sollad | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Come back alive, Sollad.","Trở về an toàn nhé, Sollad.",C?n ti?ng Anh nghi v?n: Sollad | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
A Discord Slayer? Where is she now?,Một Tacet Discord à? Giờ cô ấy ở đâu?,C?n ti?ng Anh nghi v?n: Discord | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You mean the missing frequency, right? We've already cross-checked it against Chimera and Cartethyia's frequency samples left here at the Black Shores…",Ý cậu là tần số bị mất tích đúng không? Bọn tớ đã đối chiếu nó với mẫu tần số của Chimera và Cartethyia lưu lại ở Bờ Biển Đen rồi…,C?n ti?ng Anh nghi v?n: Chimera | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
It's pretty obvious that some of these concepts align with terms from current Tacetite theories.,Rõ ràng là một số khái niệm này trùng khớp với các thuật ngữ trong lý thuyết Tacetite hiện tại.,C?n ti?ng Anh nghi v?n: Tacetite | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Blessed Maiden… where is the Blessed Maiden? And the Primus?,Thánh Nữ… Thánh Nữ đâu rồi? Còn Primus thì sao?,C?n ti?ng Anh nghi v?n: Primus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I should've listened to Wanqin and returned home earlier.,Đáng lẽ tôi nên nghe lời Wanqin mà về nhà sớm hơn.,C?n ti?ng Anh nghi v?n: Wanqin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"I'm Kasper, the troupe's Fireworks Master. I'm experimenting with this Golden Fleece, you see.","Tôi là Kasper, Bậc thầy Pháo Hoa của đoàn kịch. Tôi đang thử nghiệm với bộ lông cừu vàng này, cậu thấy đấy.",C?n ti?ng Anh nghi v?n: Kasper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Haha, and why shouldn't I?","Haha, sao lại không chứ?",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Gavino made it back home safe and sound… what a relief.,Gavino đã trở về nhà an toàn… thật là nhẹ cả người.,C?n ti?ng Anh nghi v?n: Gavino | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sigh... No luck catching an underground troupe performance this time.,Thở dài... Lần này lại không xem được buổi diễn của đoàn underground rồi.,C?n ti?ng Anh nghi v?n: underground | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Several days ago, I met a girl named Iuno.","Mấy hôm trước, ta gặp một cô gái tên Iuno.",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Ephor Augusta's definitely the strongest!,Ephor Augusta chắc chắn là mạnh nhất rồi!,C?n ti?ng Anh nghi v?n: Ephor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"After the catastrophe, Augusta has truly come into her own.","Sau thảm họa, Augusta đã thực sự trưởng thành.",C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"If you have questions about the Agons, I'm happy to help.","Nếu có câu hỏi gì về Agons, ta rất sẵn lòng giúp đỡ.",C?n ti?ng Anh nghi v?n: Agons | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The vending machine jams and fails to dispense a drink, but Chisa seems to know exactly how to deal with the situation...","Máy bán hàng bị kẹt và không nhả đồ uống ra, nhưng Chisa dường như biết cách xử lý tình huống này...",C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Solaris to Chisa.,Solaris gửi tới Chisa.,C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I'll take care of it. Just like back in Neon Tower.,Để tớ lo việc này. Giống như hồi ở Tháp Neon ấy mà.,C?n ti?ng Anh nghi v?n: Neon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The kirigami didn't really look like anything, but when I told them, they'd always smile and pretend they understood.","Mấy bức kirigami chẳng giống gì cả, nhưng mỗi lần tôi khoe, họ đều cười và giả vờ hiểu.",C?n ti?ng Anh nghi v?n: kirigami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I just remembered... Namipon always said the cafe needed more life. Maybe now is the time to try?,Tớ vừa nhớ ra... Namipon lúc nào cũng nói quán cà phê cần thêm sức sống. Có lẽ bây giờ là lúc thử rồi.,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The link between Honami and the real world is stabilizing, and the city's time flow is almost in sync.","Kết nối giữa Honami và thế giới thực đang dần ổn định, dòng chảy thời gian của thành phố cũng gần như đồng bộ.",C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Not when I'm with you. The people at the Black Shores called it a miracle. That someone who was on the verge of Overclocking for so long could recover. But...,"Có anh ở bên, họ gọi đó là phép màu. Một người suýt rơi vào Overclocking quá lâu mà vẫn hồi phục được... Nhưng...",C?n ti?ng Anh nghi v?n: Overclocking | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Ah, yes. It must be something that Chisa would fall in love with immediately.","À, đúng rồi. Chắc chắn đây là thứ Chisa sẽ mê ngay lập tức.",C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You see a glistening piece of amber on the bar counter. It reminds you of someone you once met.,Trên quầy bar có một mảnh hổ phách lấp lánh. Nó khiến cậu nhớ về ai đó mà mình từng gặp.,C?n ti?ng Anh nghi v?n: bar | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Oh, say something, Passenger. This awkward silence is killing me...","Này, nói gì đi chứ, Passenger. Im lặng thế này chết người mất...",C?n ti?ng Anh nghi v?n: Passenger | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You must be Buling?,Chắc anh là Buling?,C?n ti?ng Anh nghi v?n: Buling | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hello, Namipon. You show the way? Been walking until my legs go jelly. Need to sit and rest a while.",Chào Namipon. Cậu chỉ đường cho tớ được không? Tớ đi mãi đến mức chân mềm nhũn rồi. Phải ngồi nghỉ một lát thôi.,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"{PlayerName}, Chisa. I have arrived as scheduled.","{PlayerName}, Chisa đây. Ta đã đến đúng hẹn.",C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"She used to enjoy reading the archives, but in the past few days, I saw her staring off into the distance or performing kirigami.","Cô ấy từng rất thích đọc tài liệu lưu trữ, nhưng mấy ngày gần đây, tôi thấy cô ấy cứ nhìn xa xăm hoặc cắt giấy kirigami.",C?n ti?ng Anh nghi v?n: kirigami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I'll go find Chisa.,Ta sẽ đi tìm Chisa.,C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
There's no safer place in all of Honami.,Không nơi nào ở Honami an toàn hơn chỗ này.,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Camellya, shouldn't you be on a mission?","Camellya, cậu không phải đang làm nhiệm vụ sao?",C?n ti?ng Anh nghi v?n: Camellya | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
That's all in the past now. How's the Rice Dango?,Chuyện đó đã qua rồi mà. Bánh Dango gạo thế nào?,C?n ti?ng Anh nghi v?n: Dango | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Be nice to the mascot, Abby.","Đối xử tử tế với linh vật nhé, Abby.",C?n ti?ng Anh nghi v?n: Abby | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
But you and Chisa gathered everyone's strength and turned that big scary rock… into a sky full of stardust…,Nhưng cậu và Chisa đã tập hợp sức mạnh của mọi người và biến tảng đá đáng sợ ấy... thành cả bầu trời đầy sao...,C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Then you curled up here in the cafe and took a nice, long nap. Chisa woke up first and watched you sleeping for a while.",Rồi cậu cuộn tròn ở quán cà phê này và ngủ một giấc thật say. Chisa tỉnh dậy trước và ngồi ngắm cậu ngủ một lúc.,C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
It feels like we're back to our adventuring days in Honami.,Cảm giác như chúng ta đã trở lại những ngày phiêu lưu ở Honami.,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I already had a cup of coffee this morning. And please stop trying to be Namipon.,Sáng nay tớ đã uống cà phê rồi. Và làm ơn đừng cố bắt chước Namipon nữa.,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"With the right tweak, maybe I can track it. Like I did with Neon Tower's—","Với vài điều chỉnh nhỏ, có lẽ tớ có thể theo dõi được nó. Như tớ đã làm với Tháp Neon ấy—",C?n ti?ng Anh nghi v?n: Neon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Does that mean she's at Startorch? Why is she there? Is she... looking for me?,Vậy nghĩa là cô ấy đang ở Startorch à? Sao cô ấy lại ở đó? Cô ấy... đang tìm tớ à?,C?n ti?ng Anh nghi v?n: Startorch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(Chisa will need some time to process everything.),(Chisa sẽ cần thời gian để xử lý mọi chuyện.),C?n ti?ng Anh nghi v?n: Chisa | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
What do you know about Lahai-Roi?,Cậu biết gì về Lahai-Roi không?,C?n ti?ng Anh nghi v?n: Lahai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I want to go back to Startorch Academy.,Tớ muốn quay lại Học viện Startorch.,C?n ti?ng Anh nghi v?n: Startorch | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
I heard a voice on the radio just now.,Tớ vừa nghe thấy một giọng nói trên radio.,C?n ti?ng Anh nghi v?n: radio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Next up... Ehhh, gotta fix this radio.","Tiếp theo... Ê, phải sửa cái radio này đã.",C?n ti?ng Anh nghi v?n: radio | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"They just... go on, repeating their old lives and memories in this Sonoro city.","Họ cứ thế... tiếp tục, lặp lại những cuộc đời cũ và ký ức xưa trong thành phố Sonoro này.",C?n ti?ng Anh nghi v?n: Sonoro | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The last photo for the Honami City project is finally complete.,Bức ảnh cuối cùng cho dự án Thành phố Honami cuối cùng cũng đã hoàn thành.,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
...I couldn't bear the thought of Honami being forgotten. I refused to let that happen.,...Tôi không thể chấp nhận việc Honami bị lãng quên. Tôi nhất quyết không để điều đó xảy ra.,C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hello again, Passenger! Hm? Where's the other Passenger?","Lại gặp cậu rồi, Hành Khách! Hm? Hành Khách kia đâu rồi nhỉ?",C?n ti?ng Anh nghi v?n: Hm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Seeking out your help couldn't have been more right. Thank you! And of course, I have Namipon to thank for introducing us.","Tìm đến sự giúp đỡ của cậu quả là quyết định đúng đắn. Cảm ơn cậu! Dĩ nhiên, mình cũng phải cảm ơn Namipon đã giới thiệu chúng ta.",C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
How about the Summer Arbor?,Hay là Arbor Mùa Hè?,C?n ti?ng Anh nghi v?n: Arbor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(But Eri notices the Tower's anomalies... She really is different.),Nhưng Eri nhận ra những điểm bất thường của Tòa Tháp... Quả là khác người thật.,C?n ti?ng Anh nghi v?n: Eri | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
(That tennis ball hopper over there... Is that some special frequency on it?),Cái máy ném bóng tennis đằng kia... không biết có tần số đặc biệt gì không nhỉ?,C?n ti?ng Anh nghi v?n: tennis | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Excuse me, {Male=sir;Female=miss}... I think I lost my Namipon plushie.",Xin lỗi {Male=anh;Female=chị}... hình như tớ đánh mất búp bê Namipon rồi.,C?n ti?ng Anh nghi v?n: Namipon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You know, Honami Central Park used to top the ""This Park is Amazing!"" contest.","Cậu biết không, Công viên Trung tâm Honami từng đứng đầu bảng xếp hạng ""Công viên Tuyệt vời Nhất"" đấy.",C?n ti?ng Anh nghi v?n: Honami | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Maybe you should head back to Shashou Cafe first.,Có lẽ cậu nên quay về quán Shashou trước đi.,C?n ti?ng Anh nghi v?n: Shashou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"There are so many of ""us"" here... This has to be enough to count as a kaidan, right?","Có quá nhiều ""chúng ta"" ở đây... Thế này đủ để gọi là một kaidan rồi nhỉ?",C?n ti?ng Anh nghi v?n: kaidan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hehe, I wonder what other treats they might have there.","Hehe, không biết ở đó còn có món ngon nào khác không nhỉ.",C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"…Shashou Cafe, you say? Sounds like a nice spot to take a break.",…Quán Shashou à? Nghe có vẻ là chỗ lý tưởng để nghỉ ngơi đấy.,C?n ti?ng Anh nghi v?n: Shashou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You should head to Shashou Cafe. It's safer there.,Cậu nên đến Quán Shashou. Ở đó an toàn hơn.,C?n ti?ng Anh nghi v?n: Shashou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
