en_source,vn_translate,loi_du_doan
All Quests Completed,Tất cả Quests Completed,C?n ti?ng Anh nghi v?n: Completed; Quests | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cooking completed,Cooking completed,C?n ti?ng Anh nghi v?n: completed; Cooking | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cooking completed,Cooking completed,C?n ti?ng Anh nghi v?n: completed; Cooking | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crafting Completed,Crafting Completed,C?n ti?ng Anh nghi v?n: Completed; Crafting | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cooking failed,Cooking failed,C?n ti?ng Anh nghi v?n: Cooking; failed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Delivery Completed,Delivery Completed,C?n ti?ng Anh nghi v?n: Completed; Delivery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Assistant Chef,Assistant Chef,C?n ti?ng Anh nghi v?n: Assistant; Chef | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sous Chef,Sous Chef,C?n ti?ng Anh nghi v?n: Chef; Sous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head Chef,Head Chef,C?n ti?ng Anh nghi v?n: Chef; Head | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Top Chef,Top Chef,C?n ti?ng Anh nghi v?n: Chef; Top | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Waveplate Consumption,Waveplate Consumption,C?n ti?ng Anh nghi v?n: Consumption; Waveplate | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Random Nation,Random Nation,C?n ti?ng Anh nghi v?n: Nation; Random | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flying Yarn,Flying Yarn,C?n ti?ng Anh nghi v?n: Flying; Yarn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dumbo Mambo,Dumbo Mambo,C?n ti?ng Anh nghi v?n: Dumbo; Mambo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dumbo Mambo,Dumbo Mambo,C?n ti?ng Anh nghi v?n: Dumbo; Mambo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feather in Bloom,Feather Bloom,C?n ti?ng Anh nghi v?n: Bloom; Feather | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Feather in Bloom,Feather Bloom,C?n ti?ng Anh nghi v?n: Bloom; Feather | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rainbow Duet,Rainbow Duet,C?n ti?ng Anh nghi v?n: Duet; Rainbow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crimson Comet,Crimson Comet,C?n ti?ng Anh nghi v?n: Comet; Crimson | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Beohr Waters,Beohr Waters,C?n ti?ng Anh nghi v?n: Beohr; Waters | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Colosseum Olymdos,Colosseum Olymdos,C?n ti?ng Anh nghi v?n: Colosseum; Olymdos | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Capitoline Foothills,Capitoline Foothills,C?n ti?ng Anh nghi v?n: Capitoline; Foothills | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Titanbone Expanse,Titanbone Expanse,C?n ti?ng Anh nghi v?n: Expanse; Titanbone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Border Mountains,Border Mountains,C?n ti?ng Anh nghi v?n: Border; Mountains | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mournfell Canyon,Mournfell Canyon,C?n ti?ng Anh nghi v?n: Canyon; Mournfell | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Remnant Cubes,Remnant Cubes,C?n ti?ng Anh nghi v?n: Cubes; Remnant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
DNS Resolution,DNS Resolution,C?n ti?ng Anh nghi v?n: DNS; Resolution | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ping Results:,Ping Results:,C?n ti?ng Anh nghi v?n: Ping; Results | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Route Detection,Route Detection,C?n ti?ng Anh nghi v?n: Detection; Route | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shadow of Glory,Shadow Glory,C?n ti?ng Anh nghi v?n: Glory; Shadow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reprise Rewards,Reprise Rewards,C?n ti?ng Anh nghi v?n: Reprise; Rewards | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reprise Tasks,Reprise Tasks,C?n ti?ng Anh nghi v?n: Reprise; Tasks | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Movement Speed +16%,Movement Speed +16%,C?n ti?ng Anh nghi v?n: Movement; Speed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pickup Range +50%,Pickup Range +50%,C?n ti?ng Anh nghi v?n: Pickup; Range | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pickup Range +60%,Pickup Range +60%,C?n ti?ng Anh nghi v?n: Pickup; Range | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pickup Range +80%,Pickup Range +80%,C?n ti?ng Anh nghi v?n: Pickup; Range | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Movement Speed +10%,Movement Speed +10%,C?n ti?ng Anh nghi v?n: Movement; Speed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Movement Speed +12%,Movement Speed +12%,C?n ti?ng Anh nghi v?n: Movement; Speed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Movement Speed +16%,Movement Speed +16%,C?n ti?ng Anh nghi v?n: Movement; Speed | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pickup Range +50%,Pickup Range +50%,C?n ti?ng Anh nghi v?n: Pickup; Range | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pickup Range +60%,Pickup Range +60%,C?n ti?ng Anh nghi v?n: Pickup; Range | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pickup Range +80%,Pickup Range +80%,C?n ti?ng Anh nghi v?n: Pickup; Range | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Quantitative Trading,Quantitative Trading,C?n ti?ng Anh nghi v?n: Quantitative; Trading | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Health Insurance,Health Insurance,C?n ti?ng Anh nghi v?n: Health; Insurance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Liquid Market,Liquid Market,C?n ti?ng Anh nghi v?n: Liquid; Market | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Capital Buffer,Capital Buffer,C?n ti?ng Anh nghi v?n: Buffer; Capital | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Asset Restructuring,Asset Restructuring,C?n ti?ng Anh nghi v?n: Asset; Restructuring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Battlefield Rookie,Battlefield Rookie,C?n ti?ng Anh nghi v?n: Battlefield; Rookie | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Surplus Value,Surplus Value,C?n ti?ng Anh nghi v?n: Surplus; Value | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bulk Trading,Bulk Trading,C?n ti?ng Anh nghi v?n: Bulk; Trading | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Project Dividend,Project Dividend,C?n ti?ng Anh nghi v?n: Dividend; Project | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Speculative Harvest,Speculative Harvest,C?n ti?ng Anh nghi v?n: Harvest; Speculative | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fake Statements,Fake Statements,C?n ti?ng Anh nghi v?n: Fake; Statements | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
VAM Agreement,VAM Agreement,C?n ti?ng Anh nghi v?n: Agreement; VAM | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lease Liability,Lease Liability,C?n ti?ng Anh nghi v?n: Lease; Liability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Summon Speed +12%,Summon Speed +12%,C?n ti?ng Anh nghi v?n: Speed; Summon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Summon Speed +15%,Summon Speed +15%,C?n ti?ng Anh nghi v?n: Speed; Summon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Summon Speed +19%,Summon Speed +19%,C?n ti?ng Anh nghi v?n: Speed; Summon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Summon Speed +25%,Summon Speed +25%,C?n ti?ng Anh nghi v?n: Speed; Summon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tune Break,Tune Break,C?n ti?ng Anh nghi v?n: Break; Tune | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Purging Flame,Purging Flame,C?n ti?ng Anh nghi v?n: Flame; Purging | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Demon Hypostasis,Demon Hypostasis,C?n ti?ng Anh nghi v?n: Demon; Hypostasis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Eternal Hypostasis,Eternal Hypostasis,C?n ti?ng Anh nghi v?n: Eternal; Hypostasis | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Burning Drive,Burning Drive,C?n ti?ng Anh nghi v?n: Burning; Drive | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Relative Momentum,Relative Momentum,C?n ti?ng Anh nghi v?n: Momentum; Relative | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Observation Marker,Observation Marker,C?n ti?ng Anh nghi v?n: Marker; Observation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Interfered Marker,Interfered Marker,C?n ti?ng Anh nghi v?n: Interfered; Marker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Syntony Field,Syntony Field,C?n ti?ng Anh nghi v?n: Field; Syntony | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ruler's Realm,Ruler's Realm,C?n ti?ng Anh nghi v?n: Realm; Ruler's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sworn Allegiance,Sworn Allegiance,C?n ti?ng Anh nghi v?n: Allegiance; Sworn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lunar Cycle,Lunar Cycle,C?n ti?ng Anh nghi v?n: Cycle; Lunar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Swordster's Soliloquy,Swordster's Soliloquy,C?n ti?ng Anh nghi v?n: Soliloquy; Swordster's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bamboo's Shade,Bamboo's Shade,C?n ti?ng Anh nghi v?n: Bamboo's; Shade | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unseen Snare,Unseen Snare,C?n ti?ng Anh nghi v?n: Snare; Unseen | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lifethread - Jetstream,Lifethread - Jetstream,C?n ti?ng Anh nghi v?n: Jetstream; Lifethread | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Kaleidoscopic Parade,Kaleidoscopic Parade,C?n ti?ng Anh nghi v?n: Kaleidoscopic; Parade | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Photochromic Flux,Photochromic Flux,C?n ti?ng Anh nghi v?n: Flux; Photochromic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Spray Paint,Spray Paint,C?n ti?ng Anh nghi v?n: Paint; Spray | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Resolving Chord,Resolving Chord,C?n ti?ng Anh nghi v?n: Chord; Resolving | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Boost - Sprint,Boost - Sprint,C?n ti?ng Anh nghi v?n: Boost; Sprint | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Combo - Support Missile,Combo - Hỗ Trợ Missile,C?n ti?ng Anh nghi v?n: Combo; Missile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Boost - Satisfaction,Boost - Satisfaction,C?n ti?ng Anh nghi v?n: Boost; Satisfaction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Daylight Pebble,Daylight Pebble,C?n ti?ng Anh nghi v?n: Daylight; Pebble | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Obscura Lumis,Obscura Lumis,C?n ti?ng Anh nghi v?n: Lumis; Obscura | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Roya Frostlands,Roya Frostlands,C?n ti?ng Anh nghi v?n: Frostlands; Roya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Traces of Tides I,Traces của Thủy Triều I,C?n ti?ng Anh nghi v?n: I; Traces | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Traces of Tides II,Traces của Thủy Triều II,C?n ti?ng Anh nghi v?n: II; Traces | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Traces of Tides III,Traces của Thủy Triều III,C?n ti?ng Anh nghi v?n: III; Traces | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Traces of Tides IV,Traces của Thủy Triều IV,C?n ti?ng Anh nghi v?n: IV; Traces | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Default: Akimbo,Default: Akimbo,C?n ti?ng Anh nghi v?n: Akimbo; Default | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Default: Akimbo,Default: Akimbo,C?n ti?ng Anh nghi v?n: Akimbo; Default | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Default: Akimbo,Default: Akimbo,C?n ti?ng Anh nghi v?n: Akimbo; Default | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Default: Akimbo,Default: Akimbo,C?n ti?ng Anh nghi v?n: Akimbo; Default | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Default: Akimbo,Default: Akimbo,C?n ti?ng Anh nghi v?n: Akimbo; Default | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Default: Akimbo,Default: Akimbo,C?n ti?ng Anh nghi v?n: Akimbo; Default | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Riccioli Islands,Riccioli Islands,C?n ti?ng Anh nghi v?n: Islands; Riccioli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Character Enhancement,Character Enhancement,C?n ti?ng Anh nghi v?n: Character; Enhancement | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frostlands Surface,Frostlands Surface,C?n ti?ng Anh nghi v?n: Frostlands; Surface | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Current route,Current route,C?n ti?ng Anh nghi v?n: Current; route | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Custom Markers,Custom Markers,C?n ti?ng Anh nghi v?n: Custom; Markers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Navigation Unit,Navigation Unit,C?n ti?ng Anh nghi v?n: Navigation; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Surface Layer,Surface Layer,C?n ti?ng Anh nghi v?n: Layer; Surface | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Relay Layer,Relay Layer,C?n ti?ng Anh nghi v?n: Layer; Relay | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Deep Layer,Deep Layer,C?n ti?ng Anh nghi v?n: Deep; Layer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutation Layer,Mutation Layer,C?n ti?ng Anh nghi v?n: Layer; Mutation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Common Class,Common Class,C?n ti?ng Anh nghi v?n: Class; Common | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutant Organism,Mutant Organism,C?n ti?ng Anh nghi v?n: Mutant; Organism | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Illusive Realm,Illusive Realm,C?n ti?ng Anh nghi v?n: Illusive; Realm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
EXP Materials,EXP Materials,C?n ti?ng Anh nghi v?n: EXP; Materials | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calamity Class,Calamity Class,C?n ti?ng Anh nghi v?n: Calamity; Class | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nightmare Purification,Nightmare Purification,C?n ti?ng Anh nghi v?n: Nightmare; Purification | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Available Until:,Available Until:,C?n ti?ng Anh nghi v?n: Available; Until | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Available Until:,Available Until:,C?n ti?ng Anh nghi v?n: Available; Until | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
thermoelectric ensemble,thermoelectric ensemble,C?n ti?ng Anh nghi v?n: ensemble; thermoelectric | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Electrical Ensemble,Electrical Ensemble,C?n ti?ng Anh nghi v?n: Electrical; Ensemble | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sonance Casket,Sonance Casket,C?n ti?ng Anh nghi v?n: Casket; Sonance | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Currently unavailable,Currently unavailable,C?n ti?ng Anh nghi v?n: Currently; unavailable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wall Dash,Wall Dash,C?n ti?ng Anh nghi v?n: Dash; Wall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Casket Sonar,Casket Sonar,C?n ti?ng Anh nghi v?n: Casket; Sonar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hoverdroid: Shooter,Hoverdroid: Shooter,C?n ti?ng Anh nghi v?n: Hoverdroid; Shooter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choral Atlas,Choral Atlas,C?n ti?ng Anh nghi v?n: Atlas; Choral | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choral Atlas,Choral Atlas,C?n ti?ng Anh nghi v?n: Atlas; Choral | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dish Type,Dish Type,C?n ti?ng Anh nghi v?n: Dish; Type | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Decoction Formula,Decoction Formula,C?n ti?ng Anh nghi v?n: Decoction; Formula | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Construction Formula,Construction Formula,C?n ti?ng Anh nghi v?n: Construction; Formula | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Bampuff,Catch Bampuff,C?n ti?ng Anh nghi v?n: Bampuff; Catch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Special: Levioso,Special: Levioso,C?n ti?ng Anh nghi v?n: Levioso; Special | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Special: Sunset,Special: Sunset,C?n ti?ng Anh nghi v?n: Special; Sunset | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Prickly Pugilist,Prickly Pugilist,C?n ti?ng Anh nghi v?n: Prickly; Pugilist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Jelly Party,Jelly Party,C?n ti?ng Anh nghi v?n: Jelly; Party | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lonely Blob,Lonely Blob,C?n ti?ng Anh nghi v?n: Blob; Lonely | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sea Angel,Sea Angel,C?n ti?ng Anh nghi v?n: Angel; Sea | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Snowy Trail,Snowy Trail,C?n ti?ng Anh nghi v?n: Snowy; Trail | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Iron Lady,Iron Lady,C?n ti?ng Anh nghi v?n: Iron; Lady | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Airsailer,Catch Airsailer,C?n ti?ng Anh nghi v?n: Airsailer; Catch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Gooberstar,Catch Gooberstar,C?n ti?ng Anh nghi v?n: Catch; Gooberstar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Pricklecrab,Catch Pricklecrab,C?n ti?ng Anh nghi v?n: Catch; Pricklecrab | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Clione,Catch Clione,C?n ti?ng Anh nghi v?n: Catch; Clione | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Sunfish,Catch Sunfish,C?n ti?ng Anh nghi v?n: Catch; Sunfish | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Lancetfish,Catch Lancetfish,C?n ti?ng Anh nghi v?n: Catch; Lancetfish | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Catch Reinfish,Catch Reinfish,C?n ti?ng Anh nghi v?n: Catch; Reinfish | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Recurring Challenges,Recurring Challenges,C?n ti?ng Anh nghi v?n: Challenges; Recurring | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Materials Spots,Materials Spots,C?n ti?ng Anh nghi v?n: Materials; Spots | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Companion Stories,Companion Stories,C?n ti?ng Anh nghi v?n: Companion; Stories | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pioneer Podcast,Podcast Pioneer,C?n ti?ng Anh nghi v?n: Pioneer; Podcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sonoro Sphere,Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
