en_source,vn_translate,loi_du_doan
Morphable Echo - Trailblazing Star,Morphable Echo - Trailblazing Star,C?n ti?ng Anh nghi v?n: Morphable; Star; Trailblazing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Chromatic Foam,Morphable Echo - Chromatic Foam,C?n ti?ng Anh nghi v?n: Chromatic; Foam; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Havoc Eclipse & Moonlit Clouds,Havoc Eclipse & Moonlit Clouds,C?n ti?ng Anh nghi v?n: Clouds; Eclipse; Moonlit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Windward Pilgrimage,Morphable Echo - Windward Pilgrimage,C?n ti?ng Anh nghi v?n: Morphable; Pilgrimage; Windward | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Flaming Clawprint,Morphable Echo - Flaming Clawprint,C?n ti?ng Anh nghi v?n: Clawprint; Flaming; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Used to learn the crafting of Call of the Abyss,Dùng để học chế tạo Call of the Abyss,C?n ti?ng Anh nghi v?n: Abyss; Call; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Call of the Abyss Crafting Recipe,Công thức chế tạo Call of the Abyss,C?n ti?ng Anh nghi v?n: Abyss; Call; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Used to learn the crafting of Call of the Abyss,Dùng để học chế tạo Call of the Abyss,C?n ti?ng Anh nghi v?n: Abyss; Call; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Midnight Veil,Morphable Echo - Midnight Veil,C?n ti?ng Anh nghi v?n: Midnight; Morphable; Veil | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Empyrean Anthem,Morphable Echo - Empyrean Anthem,C?n ti?ng Anh nghi v?n: Anthem; Empyrean; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Frosty Resolve,Morphable Echo - Frosty Resolve,C?n ti?ng Anh nghi v?n: Frosty; Morphable; Resolve | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Eternal Radiance,Morphable Echo - Eternal Radiance,C?n ti?ng Anh nghi v?n: Eternal; Morphable; Radiance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Midnight Veil,Morphable Echo - Midnight Veil,C?n ti?ng Anh nghi v?n: Midnight; Morphable; Veil | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Empyrean Anthem,Morphable Echo - Empyrean Anthem,C?n ti?ng Anh nghi v?n: Anthem; Empyrean; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Tidebreaking Courage,Morphable Echo - Tidebreaking Courage,C?n ti?ng Anh nghi v?n: Courage; Morphable; Tidebreaking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Frosty Resolve,Morphable Echo - Frosty Resolve,C?n ti?ng Anh nghi v?n: Frosty; Morphable; Resolve | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Eternal Radiance,Morphable Echo - Eternal Radiance,C?n ti?ng Anh nghi v?n: Eternal; Morphable; Radiance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Midnight Veil,Morphable Echo - Midnight Veil,C?n ti?ng Anh nghi v?n: Midnight; Morphable; Veil | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Empyrean Anthem,Morphable Echo - Empyrean Anthem,C?n ti?ng Anh nghi v?n: Anthem; Empyrean; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Tidebreaking Courage,Morphable Echo - Tidebreaking Courage,C?n ti?ng Anh nghi v?n: Courage; Morphable; Tidebreaking | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Lord Echo Blind Box,Lord Echo Blind Box,C?n ti?ng Anh nghi v?n: Blind; Box; Lord | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Freezing Frost,Morphable Echo - Freezing Frost,C?n ti?ng Anh nghi v?n: Freezing; Frost; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Molten Rift,Morphable Echo - Molten Rift,C?n ti?ng Anh nghi v?n: Molten; Morphable; Rift | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Void Thunder,Morphable Echo - Void Thunder,C?n ti?ng Anh nghi v?n: Morphable; Thunder; Void | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Sierra Gale,Morphable Echo - Sierra Gale,C?n ti?ng Anh nghi v?n: Gale; Morphable; Sierra | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Celestial Light,Morphable Echo - Celestial Light,C?n ti?ng Anh nghi v?n: Celestial; Light; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Rejuvenating Glow,Morphable Echo - Rejuvenating Glow,C?n ti?ng Anh nghi v?n: Glow; Morphable; Rejuvenating | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Moonlit Clouds,Morphable Echo - Moonlit Clouds,C?n ti?ng Anh nghi v?n: Clouds; Moonlit; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Lingering Tunes,Morphable Echo - Lingering Tunes,C?n ti?ng Anh nghi v?n: Lingering; Morphable; Tunes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Overlord Class Echo,Morphable Overlord Class Echo,C?n ti?ng Anh nghi v?n: Class; Morphable; Overlord | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Elite Class Echo,Morphable Elite Class Echo,C?n ti?ng Anh nghi v?n: Class; Elite; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Common Class Echo,Morphable Common Class Echo,C?n ti?ng Anh nghi v?n: Class; Common; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Tacet Field Geological Data,Tacet Field Geological Data,C?n ti?ng Anh nghi v?n: Data; Field; Geological | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Torn pages from Gorges of Spirits,Trang giấy rách từ Gorges of Spirits,C?n ti?ng Anh nghi v?n: Gorges; of; Spirits | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Proximity of Tacet Field,Proximity of Tacet Field,C?n ti?ng Anh nghi v?n: Field; of; Proximity | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Spectro Resistance Spray Recipe,Spectro Resistance Spray Recipe,C?n ti?ng Anh nghi v?n: Recipe; Resistance; Spray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Havoc Resistance Spray Recipe,Havoc Resistance Spray Recipe,C?n ti?ng Anh nghi v?n: Recipe; Resistance; Spray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Fusion Resistance Spray Recipe,Fusion Resistance Spray Recipe,C?n ti?ng Anh nghi v?n: Recipe; Resistance; Spray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Glacio Resistance Spray Recipe,Glacio Resistance Spray Recipe,C?n ti?ng Anh nghi v?n: Recipe; Resistance; Spray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Aero Resistance Spray Recipe,Aero Resistance Spray Recipe,C?n ti?ng Anh nghi v?n: Recipe; Resistance; Spray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Electro Resistance Spray Recipe,Electro Resistance Spray Recipe,C?n ti?ng Anh nghi v?n: Recipe; Resistance; Spray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Rendezvous in the Mountains,Rendezvous in the Mountains,C?n ti?ng Anh nghi v?n: in; Mountains; Rendezvous | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Forgotten Blake Bloom,The Forgotten Blake Bloom,C?n ti?ng Anh nghi v?n: Blake; Bloom; Forgotten | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Pioneer's Special Bounty VI,Pioneer's Special Bounty VI,C?n ti?ng Anh nghi v?n: Bounty; Pioneer's; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Threnodian: Leviathan - Early Access,Threnodian: Leviathan - Early Access,C?n ti?ng Anh nghi v?n: Access; Early; Leviathan | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Rock Knight's Shield Ⅳ,The Rock Knight's Shield Ⅳ,C?n ti?ng Anh nghi v?n: Knight's; Rock; Shield | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Rock Knight's Shield Ⅴ,The Rock Knight's Shield Ⅴ,C?n ti?ng Anh nghi v?n: Knight's; Rock; Shield | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
8-Bit Game Cartridge VI,8-Bit Game Cartridge VI,C?n ti?ng Anh nghi v?n: Bit; Cartridge; Game | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Rock Knight's Shield Ⅵ,The Rock Knight's Shield Ⅵ,C?n ti?ng Anh nghi v?n: Knight's; Rock; Shield | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Unlocked when Stranger Things in Honami exploration is started,Đã mở khóa khi bắt đầu khám phá Stranger Things ở Honami,C?n ti?ng Anh nghi v?n: Honami; Stranger; Things | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Prestige Point: Lahai-Roi,Prestige Point: Lahai-Roi,C?n ti?ng Anh nghi v?n: Lahai; Point; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Fest Decor Collection VI,Fest Decor Collection VI,C?n ti?ng Anh nghi v?n: Collection; Decor; Fest | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Photo from Fa the Soliskin I,Ảnh từ Fa the Soliskin I,C?n ti?ng Anh nghi v?n: Fa; I; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Photo from Fa the Soliskin II,Ảnh từ Fa the Soliskin II,C?n ti?ng Anh nghi v?n: Fa; II; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Photo from Fa the Soliskin III,Ảnh từ Fa the Soliskin III,C?n ti?ng Anh nghi v?n: Fa; III; Soliskin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Rabbit's Bow Tie,The Rabbit's Bow Tie,C?n ti?ng Anh nghi v?n: Bow; Rabbit's; Tie | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Flamewing's Shadow,Morphable Echo - Flamewing's Shadow,C?n ti?ng Anh nghi v?n: Flamewing's; Morphable; Shadow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Trailblazing Star,Morphable Echo - Trailblazing Star,C?n ti?ng Anh nghi v?n: Morphable; Star; Trailblazing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Morphable Echo - Chromatic Foam,Morphable Echo - Chromatic Foam,C?n ti?ng Anh nghi v?n: Chromatic; Foam; Morphable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Second Coming of Solaris: Collab Season,Second Coming of Solaris: Mùa Cộng Tác,C?n ti?ng Anh nghi v?n: Coming; of; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Second Coming of Solaris: Collab Season,Second Coming of Solaris: Mùa Cộng Tác,C?n ti?ng Anh nghi v?n: Coming; of; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Second Coming of Solaris: Collab Season,Second Coming of Solaris: Mùa Cộng Tác,C?n ti?ng Anh nghi v?n: Coming; of; Second | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Reminiscence: Threnodian - Voidborne Construct,Reminiscence: Threnodian - Voidborne Construct,C?n ti?ng Anh nghi v?n: Construct; Reminiscence; Voidborne | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Song of Young Rock,Song of Young Rock,C?n ti?ng Anh nghi v?n: of; Rock; Young | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Ever Burning Flame,The Ever Burning Flame,C?n ti?ng Anh nghi v?n: Burning; Ever; Flame | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
The Ever Burning Flame,The Ever Burning Flame,C?n ti?ng Anh nghi v?n: Burning; Ever; Flame | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Scale: through the air,Scale: through the air,C?n ti?ng Anh nghi v?n: air; Scale; through | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Broadblade improved: regularization II,Broadblade improved: regularization II,C?n ti?ng Anh nghi v?n: II; improved; regularization | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Smallblade improved: Spear II,Smallblade improved: Spear II,C?n ti?ng Anh nghi v?n: II; improved; Spear | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Rectifier improved: SEQUENCE II,Rectifier improved: SEQUENCE II,C?n ti?ng Anh nghi v?n: II; improved; SEQUENCE | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Star across the sun,Star across the sun,C?n ti?ng Anh nghi v?n: across; Star; sun | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Star across the sun,Star across the sun,C?n ti?ng Anh nghi v?n: across; Star; sun | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Break the chill wind,Break the chill wind,C?n ti?ng Anh nghi v?n: Break; chill; wind | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 16.5
Obtain 12 Crests in Echoing Tower in Tower of Adversity: Experiment Zone,Thu thập 12 Huy Hiệu tại Tower Vang Âm trong Tower Thử Thách: Experiment Zone,C?n ti?ng Anh nghi v?n: Experiment; Tower; Zone | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.5 | M?c ??: 16.0
"Unique Effect: Dealing damage to enemies inflicted with Status - Waveworn Bane inflicts <color=Highlight><SapTag=0>{0}</SapTag></color> additional {Cus:Sap,S=stack P=stacks SapTag=0} of Aero Erosion on them and instantly triggers Aero Erosion DMG <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=time P=times SapTag=1}. This effect can be triggered <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=time P=times SapTag=2} per second.","Hiệu ứng Đặc biệt: Gây sát thương lên kẻ địch bị trạng thái Waveworn Bane sẽ gây thêm <color=Highlight><SapTag=0>{0}</SapTag></color> {Cus:Sap,S=lớp P=lớp SapTag=0} Aero Erosion và kích hoạt Aero DMG Erosion ngay lập tức <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=1}. Hiệu ứng này có thể kích hoạt <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=2} mỗi giây.",C?n ti?ng Anh nghi v?n: Bane; Erosion; Waveworn | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.5 | M?c ??: 16.0
"Unique Effect: Dealing damage to enemies inflicted with Status - Waveworn Bane inflicts <color=Highlight><SapTag=0>{0}</SapTag></color> additional {Cus:Sap,S=stack P=stacks SapTag=0} of Spectro Frazzle on them and instantly triggers Spectro Frazzle DMG <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=time P=times SapTag=1}. This effect can be triggered <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=time P=times SapTag=2} per second.","Hiệu ứng Đặc biệt: Gây sát thương lên kẻ địch bị trạng thái Waveworn Bane sẽ gây thêm <color=Highlight><SapTag=0>{0}</SapTag></color> {Cus:Sap,S=lớp P=lớp SapTag=0} Spectro Frazzle và kích hoạt Spectro DMG Frazzle ngay lập tức <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=1}. Hiệu ứng này có thể kích hoạt <color=Highlight><SapTag=2>{2}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=2} mỗi giây.",C?n ti?ng Anh nghi v?n: Bane; Frazzle; Waveworn | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.5 | M?c ??: 16.0
Obtain 6 Crests in the Echoing Tower in Tower of Adversity: Experimental Zone,Thu thập 6 Huy Hiệu tại Tower Vọng Tiếng trong Khu Vực Thử Nghiệm Tower of Adversity,C?n ti?ng Anh nghi v?n: Adversity; of; Tower | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.5 | M?c ??: 16.0
Norfall Barrens,Norfall Barrens,C?n ti?ng Anh nghi v?n: Barrens; Norfall | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gubei Pass,Gubei Pass,C?n ti?ng Anh nghi v?n: Gubei; Pass | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Qichi Village,Qichi Village,C?n ti?ng Anh nghi v?n: Qichi; Village | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Yeming Slide,Yeming Slide,C?n ti?ng Anh nghi v?n: Slide; Yeming | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Remnant Center,Remnant Center,C?n ti?ng Anh nghi v?n: Center; Remnant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lone Isle,Lone Isle,C?n ti?ng Anh nghi v?n: Isle; Lone | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fossil Garden,Fossil Garden,C?n ti?ng Anh nghi v?n: Fossil; Garden | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Settle Range,Settle Range,C?n ti?ng Anh nghi v?n: Range; Settle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Empty Depository,Empty Depository,C?n ti?ng Anh nghi v?n: Depository; Empty | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nostalgia Isle,Nostalgia Isle,C?n ti?ng Anh nghi v?n: Isle; Nostalgia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Withering Frontline,Withering Frontline,C?n ti?ng Anh nghi v?n: Frontline; Withering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tolling Stream,Tolling Stream,C?n ti?ng Anh nghi v?n: Stream; Tolling | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Memento Square,Memento Square,C?n ti?ng Anh nghi v?n: Memento; Square | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cloud Cliff,Cloud Cliff,C?n ti?ng Anh nghi v?n: Cliff; Cloud | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Long's Tear,Long's Tear,C?n ti?ng Anh nghi v?n: Long's; Tear | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Misty Coast,Misty Coast,C?n ti?ng Anh nghi v?n: Coast; Misty | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacetite Forest,Tacetite Forest,C?n ti?ng Anh nghi v?n: Forest; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Tacetite Cliff,Tacetite Cliff,C?n ti?ng Anh nghi v?n: Cliff; Tacetite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Olecranon Cliff,Olecranon Cliff,C?n ti?ng Anh nghi v?n: Cliff; Olecranon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hermit Settlement,Hermit Settlement,C?n ti?ng Anh nghi v?n: Hermit; Settlement | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Broken Block,Broken Block,C?n ti?ng Anh nghi v?n: Block; Broken | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Wenye Beach,Wenye Beach,C?n ti?ng Anh nghi v?n: Beach; Wenye | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Forbidden Forest,Forbidden Forest,C?n ti?ng Anh nghi v?n: Forbidden; Forest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thorny Passage,Thorny Passage,C?n ti?ng Anh nghi v?n: Passage; Thorny | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sky Ray,Sky Ray,C?n ti?ng Anh nghi v?n: Ray; Sky | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Distribution Center,Distribution Center,C?n ti?ng Anh nghi v?n: Center; Distribution | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hukou Mine,Hukou Mine,C?n ti?ng Anh nghi v?n: Hukou; Mine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Frosting Harbour,Frosting Harbour,C?n ti?ng Anh nghi v?n: Frosting; Harbour | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Jiting Remnant,Jiting Remnant,C?n ti?ng Anh nghi v?n: Jiting; Remnant | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Waving Battlefield,Waving Battlefield,C?n ti?ng Anh nghi v?n: Battlefield; Waving | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Plateau Ruins,Plateau Ruins,C?n ti?ng Anh nghi v?n: Plateau; Ruins | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fallen Grave,Fallen Grave,C?n ti?ng Anh nghi v?n: Fallen; Grave | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Abandoned Subway,Abandoned Subway,C?n ti?ng Anh nghi v?n: Abandoned; Subway | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Random Forces.,Random Forces.,C?n ti?ng Anh nghi v?n: Forces; Random | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pioneer Association,Pioneer Association,C?n ti?ng Anh nghi v?n: Association; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Squeak Express,Squeak Express,C?n ti?ng Anh nghi v?n: Express; Squeak | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pilot Unit,Pilot Unit,C?n ti?ng Anh nghi v?n: Pilot; Unit | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Surface Layer,Surface Layer,C?n ti?ng Anh nghi v?n: Layer; Surface | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Relay Layer,Relay Layer,C?n ti?ng Anh nghi v?n: Layer; Relay | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Deep Layer,Deep Layer,C?n ti?ng Anh nghi v?n: Deep; Layer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Mutation Layer,Mutation Layer,C?n ti?ng Anh nghi v?n: Layer; Mutation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Dissociation polymerization,Dissociation polymerization,C?n ti?ng Anh nghi v?n: Dissociation; polymerization | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
