en_source,vn_translate,loi_du_doan
Acolyte Interrogator,Acolyte Interrogator,C?n ti?ng Anh nghi v?n: Acolyte; Interrogator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Acolyte Interrogator,Acolyte Interrogator,C?n ti?ng Anh nghi v?n: Acolyte; Interrogator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choir: Matthew,Choir: Matthew,C?n ti?ng Anh nghi v?n: Choir; Matthew | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choir: Shia,Choir: Shia,C?n ti?ng Anh nghi v?n: Choir; Shia | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Angry Listener,Angry Listener,C?n ti?ng Anh nghi v?n: Angry; Listener | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Devout Citizen,Devout Citizen,C?n ti?ng Anh nghi v?n: Citizen; Devout | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Citizen,Excited Citizen,C?n ti?ng Anh nghi v?n: Citizen; Excited | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cautious Citizen,Cautious Citizen,C?n ti?ng Anh nghi v?n: Cautious; Citizen | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Street Poet,Street Poet,C?n ti?ng Anh nghi v?n: Poet; Street | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Worn Notes,Worn Notes,C?n ti?ng Anh nghi v?n: Notes; Worn | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ciaccona (past),Ciaccona (past),C?n ti?ng Anh nghi v?n: Ciaccona; past | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Veron Toccata""","""Veron Toccata""",C?n ti?ng Anh nghi v?n: Toccata; Veron | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Abby (Evil),Abby (Evil),C?n ti?ng Anh nghi v?n: Abby; Evil | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Ceremonial Acolyte,Ceremonial Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Ceremonial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choir: Myron,Choir: Myron,C?n ti?ng Anh nghi v?n: Choir; Myron | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Choir: Raisa,Choir: Raisa,C?n ti?ng Anh nghi v?n: Choir; Raisa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Man [Onlooker],Excited Man [Onlooker],C?n ti?ng Anh nghi v?n: Excited; Man | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Heat Seeker [Flame Ranger],Heat Seeker [Flame Ranger],C?n ti?ng Anh nghi v?n: Heat; Seeker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vehicle Siren [Emergency Services],Vehicle Siren [Emergency Services],C?n ti?ng Anh nghi v?n: Siren; Vehicle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Racing Ambulance [Emergency Services],Racing Ambulance [Emergency Services],C?n ti?ng Anh nghi v?n: Ambulance; Racing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Loud Speakers [Public Service Announcement],Loud Speakers [Public Service Announcement],C?n ti?ng Anh nghi v?n: Loud; Speakers | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cold Researcher [Professor You'tan],Cold Researcher [Professor You'tan],C?n ti?ng Anh nghi v?n: Cold; Researcher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Busy Receptionist [Hospital Front Desk],Busy Receptionist [Hospital Front Desk],C?n ti?ng Anh nghi v?n: Busy; Receptionist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Anxious Artist [Popular Illustrator],Anxious Artist [Popular Illustrator],C?n ti?ng Anh nghi v?n: Anxious; Artist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stealthy Investigator [Undercover Agent],Stealthy Investigator [Undercover Agent],C?n ti?ng Anh nghi v?n: Investigator; Stealthy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hero Recruiter [Famous Director],Hero Recruiter [Famous Director],C?n ti?ng Anh nghi v?n: Hero; Recruiter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
KU-Lolo,KU-Lolo,C?n ti?ng Anh nghi v?n: KU; Lolo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exile Cube,Exile Cube,C?n ti?ng Anh nghi v?n: Cube; Exile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chief Steward,Chief Steward,C?n ti?ng Anh nghi v?n: Chief; Steward | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Paper Slip,Paper Slip,C?n ti?ng Anh nghi v?n: Paper; Slip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sidekick A,Sidekick A,C?n ti?ng Anh nghi v?n: A; Sidekick | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sidekick B,Sidekick B,C?n ti?ng Anh nghi v?n: B; Sidekick | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exile A,Exile A,C?n ti?ng Anh nghi v?n: A; Exile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Exile B,Exile B,C?n ti?ng Anh nghi v?n: B; Exile | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Suspicious Figure,Suspicious Figure,C?n ti?ng Anh nghi v?n: Figure; Suspicious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cautious Figure,Cautious Figure,C?n ti?ng Anh nghi v?n: Cautious; Figure | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Passing Acolyte,Passing Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Passing | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cocky Thug,Cocky Thug,C?n ti?ng Anh nghi v?n: Cocky; Thug | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Panicked Thug,Panicked Thug,C?n ti?ng Anh nghi v?n: Panicked; Thug | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Drunk Thug,Drunk Thug,C?n ti?ng Anh nghi v?n: Drunk; Thug | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thief A,Thief A,C?n ti?ng Anh nghi v?n: A; Thief | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Thief B,Thief B,C?n ti?ng Anh nghi v?n: B; Thief | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lazy Student,Lazy Student,C?n ti?ng Anh nghi v?n: Lazy; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sorrowful Student,Sorrowful Student,C?n ti?ng Anh nghi v?n: Sorrowful; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Professor Karl,Professor Karl,C?n ti?ng Anh nghi v?n: Karl; Professor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lucilla (Actress),Lucilla (Actress),C?n ti?ng Anh nghi v?n: Actress; Lucilla | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Young Professor,Young Professor,C?n ti?ng Anh nghi v?n: Professor; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cheerful Student,Cheerful Student,C?n ti?ng Anh nghi v?n: Cheerful; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Strange Rabbit,Strange Rabbit,C?n ti?ng Anh nghi v?n: Rabbit; Strange | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Girl,Excited Girl,C?n ti?ng Anh nghi v?n: Excited; Girl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gentle Mother,Gentle Mother,C?n ti?ng Anh nghi v?n: Gentle; Mother | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bored Student,Bored Student,C?n ti?ng Anh nghi v?n: Bored; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Senior,Serious Senior,C?n ti?ng Anh nghi v?n: Senior; Serious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
A Student,A Student,C?n ti?ng Anh nghi v?n: A; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sigrika's Diary,Sigrika's Diary,C?n ti?ng Anh nghi v?n: Diary; Sigrika's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Surprised Student,Surprised Student,C?n ti?ng Anh nghi v?n: Student; Surprised | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calm Student,Calm Student,C?n ti?ng Anh nghi v?n: Calm; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Furious Student,Furious Student,C?n ti?ng Anh nghi v?n: Furious; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Evasive ""Heart""","Evasive ""Heart""",C?n ti?ng Anh nghi v?n: Evasive; Heart | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Gentle Mother?,Gentle Mother?,C?n ti?ng Anh nghi v?n: Gentle; Mother | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Serious Senior?,Serious Senior?,C?n ti?ng Anh nghi v?n: Senior; Serious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Calm Student,Calm Student,C?n ti?ng Anh nghi v?n: Calm; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Noisy Voices,Noisy Voices,C?n ti?ng Anh nghi v?n: Noisy; Voices | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Crying Student,Crying Student,C?n ti?ng Anh nghi v?n: Crying; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
A Student,A Student,C?n ti?ng Anh nghi v?n: A; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Hesitant Student,Hesitant Student,C?n ti?ng Anh nghi v?n: Hesitant; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Group Member,Group Member,C?n ti?ng Anh nghi v?n: Group; Member | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vortex's Eye,Vortex's Eye,C?n ti?ng Anh nghi v?n: Eye; Vortex's | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Elderly Professor,Elderly Professor,C?n ti?ng Anh nghi v?n: Elderly; Professor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Arrogant Student,Arrogant Student,C?n ti?ng Anh nghi v?n: Arrogant; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flustered Student,Flustered Student,C?n ti?ng Anh nghi v?n: Flustered; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stern Professor,Stern Professor,C?n ti?ng Anh nghi v?n: Professor; Stern | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cheerful Student,Cheerful Student,C?n ti?ng Anh nghi v?n: Cheerful; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Confused Student,Confused Student,C?n ti?ng Anh nghi v?n: Confused; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Student Volunteer,Student Volunteer,C?n ti?ng Anh nghi v?n: Student; Volunteer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Damaged Machinery,Damaged Machinery,C?n ti?ng Anh nghi v?n: Damaged; Machinery | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flustered Student,Flustered Student,C?n ti?ng Anh nghi v?n: Flustered; Student | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Leilen & Sorena,Leilen & Sorena,C?n ti?ng Anh nghi v?n: Leilen; Sorena | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uncle Gao,Uncle Gao,C?n ti?ng Anh nghi v?n: Gao; Uncle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bookworm Girl,Bookworm Girl,C?n ti?ng Anh nghi v?n: Bookworm; Girl | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uncle Dong,Uncle Dong,C?n ti?ng Anh nghi v?n: Dong; Uncle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Villager,Excited Villager,C?n ti?ng Anh nghi v?n: Excited; Villager | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Cautious Villager,Cautious Villager,C?n ti?ng Anh nghi v?n: Cautious; Villager | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Busy Septimotian,Busy Septimotian,C?n ti?ng Anh nghi v?n: Busy; Septimotian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Kind Septimontian,Kind Septimontian,C?n ti?ng Anh nghi v?n: Kind; Septimontian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Senior Septimontian,Senior Septimontian,C?n ti?ng Anh nghi v?n: Senior; Septimontian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flustered Gladiator,Flustered Gladiator,C?n ti?ng Anh nghi v?n: Flustered; Gladiator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Agon Staff,Agon Staff,C?n ti?ng Anh nghi v?n: Agon; Staff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Eager Spectator,Eager Spectator,C?n ti?ng Anh nghi v?n: Eager; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flustered Spectator,Flustered Spectator,C?n ti?ng Anh nghi v?n: Flustered; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Discerning Spectator,Discerning Spectator,C?n ti?ng Anh nghi v?n: Discerning; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Whispering Spectator,Whispering Spectator,C?n ti?ng Anh nghi v?n: Spectator; Whispering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Doubtful Spectator,Doubtful Spectator,C?n ti?ng Anh nghi v?n: Doubtful; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Scornful Specatator,Scornful Specatator,C?n ti?ng Anh nghi v?n: Scornful; Specatator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Disgruntled Spectator,Disgruntled Spectator,C?n ti?ng Anh nghi v?n: Disgruntled; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Surprised Septimontian,Surprised Septimontian,C?n ti?ng Anh nghi v?n: Septimontian; Surprised | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Spectator,Excited Spectator,C?n ti?ng Anh nghi v?n: Excited; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Contemplating Bard,Contemplating Bard,C?n ti?ng Anh nghi v?n: Bard; Contemplating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Doubtful Spectator,Doubtful Spectator,C?n ti?ng Anh nghi v?n: Doubtful; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Anxious Spectator,Anxious Spectator,C?n ti?ng Anh nghi v?n: Anxious; Spectator | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unsatisfied Instructor,Unsatisfied Instructor,C?n ti?ng Anh nghi v?n: Instructor; Unsatisfied | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Manipulative Manager,Manipulative Manager,C?n ti?ng Anh nghi v?n: Manager; Manipulative | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Scornful Nobleman,Scornful Nobleman,C?n ti?ng Anh nghi v?n: Nobleman; Scornful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Astute Noblewoman,Astute Noblewoman,C?n ti?ng Anh nghi v?n: Astute; Noblewoman | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lupa & Mya,Lupa & Mya,C?n ti?ng Anh nghi v?n: Lupa; Mya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nameless Girl,Nameless Girl,C?n ti?ng Anh nghi v?n: Girl; Nameless | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unsatisfied Instructor,Unsatisfied Instructor,C?n ti?ng Anh nghi v?n: Instructor; Unsatisfied | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Vending Machine,Vending Machine,C?n ti?ng Anh nghi v?n: Machine; Vending | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Blurry Shadow,Blurry Shadow,C?n ti?ng Anh nghi v?n: Blurry; Shadow | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lobby Robot,Lobby Robot,C?n ti?ng Anh nghi v?n: Lobby; Robot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inspection Robot,Inspection Robot,C?n ti?ng Anh nghi v?n: Inspection; Robot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Research Institute Lobby Robot,Viện Nghiên Cứu Lobby Robot,C?n ti?ng Anh nghi v?n: Lobby; Robot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Director's Notes,Director's Notes,C?n ti?ng Anh nghi v?n: Director's; Notes | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Unsigned Letter,Unsigned Letter,C?n ti?ng Anh nghi v?n: Letter; Unsigned | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Verification Robot,Verification Robot,C?n ti?ng Anh nghi v?n: Robot; Verification | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Corrupted Soliskin,Corrupted Soliskin,C?n ti?ng Anh nghi v?n: Corrupted; Soliskin | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Weak Soliskin,Weak Soliskin,C?n ti?ng Anh nghi v?n: Soliskin; Weak | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Flustered Researcher,Flustered Researcher,C?n ti?ng Anh nghi v?n: Flustered; Researcher | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Grand Architect,Grand Architect,C?n ti?ng Anh nghi v?n: Architect; Grand | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Luuk Herssen,Luuk Herssen,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Professor Sakya,Professor Sakya,C?n ti?ng Anh nghi v?n: Professor; Sakya | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lucilla & Mornye & {PlayerName},Lucilla & Mornye & {PlayerName},C?n ti?ng Anh nghi v?n: Lucilla; Mornye | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Young Hiyuki,Young Hiyuki,C?n ti?ng Anh nghi v?n: Hiyuki; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Impassioned Youth,Impassioned Youth,C?n ti?ng Anh nghi v?n: Impassioned; Youth | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Sorrowful Man,Sorrowful Man,C?n ti?ng Anh nghi v?n: Man; Sorrowful | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Nervous Girl,Nervous Girl,C?n ti?ng Anh nghi v?n: Girl; Nervous | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lively Woman,Lively Woman,C?n ti?ng Anh nghi v?n: Lively; Woman | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uncle Li,Uncle Li,C?n ti?ng Anh nghi v?n: Li; Uncle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Liu Laoliu,Liu Laoliu,C?n ti?ng Anh nghi v?n: Laoliu; Liu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Strange Passerby,Strange Passerby,C?n ti?ng Anh nghi v?n: Passerby; Strange | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Uncle Xie,Uncle Xie,C?n ti?ng Anh nghi v?n: Uncle; Xie | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inexplicable Voice III,Inexplicable Giọng nói III,C?n ti?ng Anh nghi v?n: III; Inexplicable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inexplicable Voice II,Inexplicable Giọng nói II,C?n ti?ng Anh nghi v?n: II; Inexplicable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inexplicable Voice I,Inexplicable Giọng nói I,C?n ti?ng Anh nghi v?n: I; Inexplicable | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inexplicable Voice IV,Inexplicable Giọng nói IV,C?n ti?ng Anh nghi v?n: Inexplicable; IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Agon Broadcast,Agon Broadcast,C?n ti?ng Anh nghi v?n: Agon; Broadcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Chatting Customer,Chatting Customer,C?n ti?ng Anh nghi v?n: Chatting; Customer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Bantering Customer,Bantering Customer,C?n ti?ng Anh nghi v?n: Bantering; Customer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Skeptical Acolyte""","""Skeptical Acolyte""",C?n ti?ng Anh nghi v?n: Acolyte; Skeptical | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"""Chatty Acolyte""","""Chatty Acolyte""",C?n ti?ng Anh nghi v?n: Acolyte; Chatty | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Guiding Acolyte,Guiding Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Guiding | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Guarding Acolyte,Guarding Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Guarding | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Barlin Gnessa,Barlin Gnessa,C?n ti?ng Anh nghi v?n: Barlin; Gnessa | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report Giver,Report Giver,C?n ti?ng Anh nghi v?n: Giver; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Excited Audience,Excited Audience,C?n ti?ng Anh nghi v?n: Audience; Excited | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Curious Audience,Curious Audience,C?n ti?ng Anh nghi v?n: Audience; Curious | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Fenrico & Leviathan,Fenrico & Leviathan,C?n ti?ng Anh nghi v?n: Fenrico; Leviathan | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Reporting Acolyte,Reporting Acolyte,C?n ti?ng Anh nghi v?n: Acolyte; Reporting | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Welcoming Neighbor,Welcoming Neighbor,C?n ti?ng Anh nghi v?n: Neighbor; Welcoming | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Pessimistic Scholar,Pessimistic Scholar,C?n ti?ng Anh nghi v?n: Pessimistic; Scholar | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Relieved Tutor,Relieved Tutor,C?n ti?ng Anh nghi v?n: Relieved; Tutor | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
