en_source,vn_translate,loi_du_doan
Xiaoling,Xiaoling,C?n ti?ng Anh nghi v?n: Xiaoling | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yi,Yi,C?n ti?ng Anh nghi v?n: Yi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xingyun,Xingyun,C?n ti?ng Anh nghi v?n: Xingyun | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Langyue,Langyue,C?n ti?ng Anh nghi v?n: Langyue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qingri,Qingri,C?n ti?ng Anh nghi v?n: Qingri | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Jiming,Jiming,C?n ti?ng Anh nghi v?n: Jiming | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Liankou,Liankou,C?n ti?ng Anh nghi v?n: Liankou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Jinsong,Jinsong,C?n ti?ng Anh nghi v?n: Jinsong | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhongbo,Zhongbo,C?n ti?ng Anh nghi v?n: Zhongbo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lillibet,Lillibet,C?n ti?ng Anh nghi v?n: Lillibet | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gladiator,Gladiator,C?n ti?ng Anh nghi v?n: Gladiator | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Whispers""","""Whispers""",C?n ti?ng Anh nghi v?n: Whispers | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gladiators,Gladiators,C?n ti?ng Anh nghi v?n: Gladiators | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Angel,Angel,C?n ti?ng Anh nghi v?n: Angel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Iuno""","""Iuno""",C?n ti?ng Anh nghi v?n: Iuno | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Blacksmith,Blacksmith,C?n ti?ng Anh nghi v?n: Blacksmith | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Arctos,Arctos,C?n ti?ng Anh nghi v?n: Arctos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Wootter,Wootter,C?n ti?ng Anh nghi v?n: Wootter | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Teeny""","""Teeny""",C?n ti?ng Anh nghi v?n: Teeny | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Chunkie,Chunkie,C?n ti?ng Anh nghi v?n: Chunkie | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Teeny,Teeny,C?n ti?ng Anh nghi v?n: Teeny | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Augusta,Augusta,C?n ti?ng Anh nghi v?n: Augusta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
{message} Hiyuki,{message} Hiyuki,C?n ti?ng Anh nghi v?n: Hiyuki | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Rongqiu,Rongqiu,C?n ti?ng Anh nghi v?n: Rongqiu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Tangqi,Tangqi,C?n ti?ng Anh nghi v?n: Tangqi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xuanyin,Xuanyin,C?n ti?ng Anh nghi v?n: Xuanyin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mornguard,Mornguard,C?n ti?ng Anh nghi v?n: Mornguard | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yuansi,Yuansi,C?n ti?ng Anh nghi v?n: Yuansi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hanshuang,Hanshuang,C?n ti?ng Anh nghi v?n: Hanshuang | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yinlin,Yinlin,C?n ti?ng Anh nghi v?n: Yinlin | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Guangjun,Guangjun,C?n ti?ng Anh nghi v?n: Guangjun | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Familiar Voice,Familiar Giọng nói,C?n ti?ng Anh nghi v?n: Familiar | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Jiezhou,Jiezhou,C?n ti?ng Anh nghi v?n: Jiezhou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Encore,Encore,C?n ti?ng Anh nghi v?n: Encore | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Aalto [Tower of Adversity],Aalto [Tower of Adversity],C?n ti?ng Anh nghi v?n: Aalto | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yingqi,Yingqi,C?n ti?ng Anh nghi v?n: Yingqi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhuxi,Zhuxi,C?n ti?ng Anh nghi v?n: Zhuxi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhaowan,Zhaowan,C?n ti?ng Anh nghi v?n: Zhaowan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hanxiang,Hanxiang,C?n ti?ng Anh nghi v?n: Hanxiang | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhiguang,Zhiguang,C?n ti?ng Anh nghi v?n: Zhiguang | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Chifu,Chifu,C?n ti?ng Anh nghi v?n: Chifu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhongqi,Zhongqi,C?n ti?ng Anh nghi v?n: Zhongqi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gongcen,Gongcen,C?n ti?ng Anh nghi v?n: Gongcen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yingzhu,Yingzhu,C?n ti?ng Anh nghi v?n: Yingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xingzhu,Xingzhu,C?n ti?ng Anh nghi v?n: Xingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
os,os,C?n ti?ng Anh nghi v?n: os | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yuzan,Yuzan,C?n ti?ng Anh nghi v?n: Yuzan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhongwan,Zhongwan,C?n ti?ng Anh nghi v?n: Zhongwan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Pushen,Pushen,C?n ti?ng Anh nghi v?n: Pushen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Tealfrill,Tealfrill,C?n ti?ng Anh nghi v?n: Tealfrill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Miner,Miner,C?n ti?ng Anh nghi v?n: Miner | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Liuyun,Liuyun,C?n ti?ng Anh nghi v?n: Liuyun | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Leitu,Leitu,C?n ti?ng Anh nghi v?n: Leitu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mopi,Mopi,C?n ti?ng Anh nghi v?n: Mopi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xingyuan,Xingyuan,C?n ti?ng Anh nghi v?n: Xingyuan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qiqi,Qiqi,C?n ti?ng Anh nghi v?n: Qiqi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Jifeng,Jifeng,C?n ti?ng Anh nghi v?n: Jifeng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qianbu,Qianbu,C?n ti?ng Anh nghi v?n: Qianbu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Baichuan,Baichuan,C?n ti?ng Anh nghi v?n: Baichuan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Huanzhen,Huanzhen,C?n ti?ng Anh nghi v?n: Huanzhen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gaoshan,Gaoshan,C?n ti?ng Anh nghi v?n: Gaoshan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Checai,Checai,C?n ti?ng Anh nghi v?n: Checai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qingzhou,Qingzhou,C?n ti?ng Anh nghi v?n: Qingzhou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qifan,Qifan,C?n ti?ng Anh nghi v?n: Qifan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gupan,Gupan,C?n ti?ng Anh nghi v?n: Gupan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yonglu,Yonglu,C?n ti?ng Anh nghi v?n: Yonglu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhiyu,Zhiyu,C?n ti?ng Anh nghi v?n: Zhiyu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xianfeng,Xianfeng,C?n ti?ng Anh nghi v?n: Xianfeng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hao'bai,Hao'bai,C?n ti?ng Anh nghi v?n: Hao'bai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yirou,Yirou,C?n ti?ng Anh nghi v?n: Yirou | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Tiezhu,Tiezhu,C?n ti?ng Anh nghi v?n: Tiezhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mumian,Mumian,C?n ti?ng Anh nghi v?n: Mumian | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yunyan,Yunyan,C?n ti?ng Anh nghi v?n: Yunyan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Feiniao,Feiniao,C?n ti?ng Anh nghi v?n: Feiniao | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xiaohe,Xiaohe,C?n ti?ng Anh nghi v?n: Xiaohe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Youling,Youling,C?n ti?ng Anh nghi v?n: Youling | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qinghe,Qinghe,C?n ti?ng Anh nghi v?n: Qinghe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Scar,Scar,C?n ti?ng Anh nghi v?n: Scar | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Calcharo,Calcharo,C?n ti?ng Anh nghi v?n: Calcharo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhizhi,Zhizhi,C?n ti?ng Anh nghi v?n: Zhizhi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Nianque,Nianque,C?n ti?ng Anh nghi v?n: Nianque | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yangshu,Yangshu,C?n ti?ng Anh nghi v?n: Yangshu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Statue,Statue,C?n ti?ng Anh nghi v?n: Statue | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Broadcast,Broadcast,C?n ti?ng Anh nghi v?n: Broadcast | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gexi,Gexi,C?n ti?ng Anh nghi v?n: Gexi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Wenmao,Wenmao,C?n ti?ng Anh nghi v?n: Wenmao | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yanlu,Yanlu,C?n ti?ng Anh nghi v?n: Yanlu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Maqi,Maqi,C?n ti?ng Anh nghi v?n: Maqi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Ghostly Voice,Ghostly Giọng nói,C?n ti?ng Anh nghi v?n: Ghostly | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Laipeng,Laipeng,C?n ti?ng Anh nghi v?n: Laipeng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Tiansheng,Tiansheng,C?n ti?ng Anh nghi v?n: Tiansheng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Axi,Axi,C?n ti?ng Anh nghi v?n: Axi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Baitu,Baitu,C?n ti?ng Anh nghi v?n: Baitu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Minzhi,Minzhi,C?n ti?ng Anh nghi v?n: Minzhi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Xuefei,Xuefei,C?n ti?ng Anh nghi v?n: Xuefei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Muzhi,Muzhi,C?n ti?ng Anh nghi v?n: Muzhi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Wudong,Wudong,C?n ti?ng Anh nghi v?n: Wudong | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zhuyu,Zhuyu,C?n ti?ng Anh nghi v?n: Zhuyu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yangma,Yangma,C?n ti?ng Anh nghi v?n: Yangma | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Yise,Yise,C?n ti?ng Anh nghi v?n: Yise | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qidui,Qidui,C?n ti?ng Anh nghi v?n: Qidui | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Niudai,Niudai,C?n ti?ng Anh nghi v?n: Niudai | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mornguard,Mornguard,C?n ti?ng Anh nghi v?n: Mornguard | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Sanyuan,Sanyuan,C?n ti?ng Anh nghi v?n: Sanyuan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fengsheng,Fengsheng,C?n ti?ng Anh nghi v?n: Fengsheng | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
AI Voice,AI Giọng nói,C?n ti?ng Anh nghi v?n: AI | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Carlotta,Carlotta,C?n ti?ng Anh nghi v?n: Carlotta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Gargoyle,Gargoyle,C?n ti?ng Anh nghi v?n: Gargoyle | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Capollo,Capollo,C?n ti?ng Anh nghi v?n: Capollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Roccia,Roccia,C?n ti?ng Anh nghi v?n: Roccia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Itzel,Itzel,C?n ti?ng Anh nghi v?n: Itzel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Sage,Sage,C?n ti?ng Anh nghi v?n: Sage | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Acorn,Acorn,C?n ti?ng Anh nghi v?n: Acorn | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Duncan,Duncan,C?n ti?ng Anh nghi v?n: Duncan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Bartender,Bartender,C?n ti?ng Anh nghi v?n: Bartender | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Francesco,Francesco,C?n ti?ng Anh nghi v?n: Francesco | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Pierre,Pierre,C?n ti?ng Anh nghi v?n: Pierre | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Dignified Voice,Dignified Giọng nói,C?n ti?ng Anh nghi v?n: Dignified | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Clockwork""","""Clockwork""",C?n ti?ng Anh nghi v?n: Clockwork | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Juniper""","""""Juniper""""",C?n ti?ng Anh nghi v?n: Juniper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Duncan""","""Duncan""",C?n ti?ng Anh nghi v?n: Duncan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Backwindow""","""Backwindow""",C?n ti?ng Anh nghi v?n: Backwindow | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Retriever""","""Retriever""",C?n ti?ng Anh nghi v?n: Retriever | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Carlotta,Carlotta,C?n ti?ng Anh nghi v?n: Carlotta | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Bourbon,Bourbon,C?n ti?ng Anh nghi v?n: Bourbon | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Capollo""","""Capollo""",C?n ti?ng Anh nghi v?n: Capollo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Liel,Liel,C?n ti?ng Anh nghi v?n: Liel | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Memo,Memo,C?n ti?ng Anh nghi v?n: Memo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Chalulu,Chalulu,C?n ti?ng Anh nghi v?n: Chalulu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Painter""","""Painter""",C?n ti?ng Anh nghi v?n: Painter | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lorenzo,Lorenzo,C?n ti?ng Anh nghi v?n: Lorenzo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Concierge,Concierge,C?n ti?ng Anh nghi v?n: Concierge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Bakie,Bakie,C?n ti?ng Anh nghi v?n: Bakie | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Onlooker,Onlooker,C?n ti?ng Anh nghi v?n: Onlooker | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fulmine,Fulmine,C?n ti?ng Anh nghi v?n: Fulmine | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Citizen,Citizen,C?n ti?ng Anh nghi v?n: Citizen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Zani,Zani,C?n ti?ng Anh nghi v?n: Zani | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cartethyia,Cartethyia,C?n ti?ng Anh nghi v?n: Cartethyia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Fenrico,Fenrico,C?n ti?ng Anh nghi v?n: Fenrico | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cristoforo,Cristoforo,C?n ti?ng Anh nghi v?n: Cristoforo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Timoteo,Timoteo,C?n ti?ng Anh nghi v?n: Timoteo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
"""Francesco""","""Francesco""",C?n ti?ng Anh nghi v?n: Francesco | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Nanny,Nanny,C?n ti?ng Anh nghi v?n: Nanny | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Vida,Vida,C?n ti?ng Anh nghi v?n: Vida | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Vida,Vida,C?n ti?ng Anh nghi v?n: Vida | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Owner,Owner,C?n ti?ng Anh nghi v?n: Owner | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Noelia,Noelia,C?n ti?ng Anh nghi v?n: Noelia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Paglia,Paglia,C?n ti?ng Anh nghi v?n: Paglia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Mature Voice,Mature Giọng nói,C?n ti?ng Anh nghi v?n: Mature | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Battier,Battier,C?n ti?ng Anh nghi v?n: Battier | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Budd,Budd,C?n ti?ng Anh nghi v?n: Budd | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Qingyun,Qingyun,C?n ti?ng Anh nghi v?n: Qingyun | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Hymer,Hymer,C?n ti?ng Anh nghi v?n: Hymer | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Sithos,Sithos,C?n ti?ng Anh nghi v?n: Sithos | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Levito,Levito,C?n ti?ng Anh nghi v?n: Levito | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Tina,Tina,C?n ti?ng Anh nghi v?n: Tina | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Rosemary,Rosemary,C?n ti?ng Anh nghi v?n: Rosemary | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cosimo,Cosimo,C?n ti?ng Anh nghi v?n: Cosimo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Harbormaster,Harbormaster,C?n ti?ng Anh nghi v?n: Harbormaster | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Actor No.1,Actor Không.1,C?n ti?ng Anh nghi v?n: Actor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Actor No.2,Actor Không.2,C?n ti?ng Anh nghi v?n: Actor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Pero,Pero,C?n ti?ng Anh nghi v?n: Pero | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lario,Lario,C?n ti?ng Anh nghi v?n: Lario | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Morrias,Morrias,C?n ti?ng Anh nghi v?n: Morrias | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Lenore,Lenore,C?n ti?ng Anh nghi v?n: Lenore | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Chloe,Chloe,C?n ti?ng Anh nghi v?n: Chloe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Marcello,Marcello,C?n ti?ng Anh nghi v?n: Marcello | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Firus,Firus,C?n ti?ng Anh nghi v?n: Firus | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
Cosimo,Cosimo,C?n ti?ng Anh nghi v?n: Cosimo | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 1.0 | M?c ??: 13.0
