en_source,vn_translate,loi_du_doan
"Reach 7,200 points in Stability Accords",Đạt 7.200 điểm trong Stability Accords,C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 10,000 points in Stability Accords",Đạt 10.000 điểm trong Stability Accords,C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 12,000 points in Singularity Expansion",Đạt 12.000 điểm trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 16,000 points in Singularity Expansion",Đạt 16.000 điểm trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 21,000 points in Singularity Expansion",Đạt 21.000 điểm trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 29,000 points in Singularity Expansion",Đạt 29.000 điểm trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 37,000 points in Singularity Expansion",Đạt 37.000 điểm trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 45,000 points in Singularity Expansion",Đạt 45.000 điểm trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Please select your Power Circuit,Vui lòng chọn Power Circuit của bạn,C?n ti?ng Anh nghi v?n: Circuit; Power | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Lahai-Roi Chapter III: What Burns Beneath Frostlands,Lahai-Roi Chương III: Điều Cháy Bên Dưới Vùng Đất Băng Giá,C?n ti?ng Anh nghi v?n: III; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Ending She Saw,The Ending Cô ấy Saw,C?n ti?ng Anh nghi v?n: Ending; Saw | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Unquestioned Victory,The Unquestioned Victory,C?n ti?ng Anh nghi v?n: Unquestioned; Victory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach Rank Level 1 as ""Qualified Duelist""","Đạt Cấp Hạng 1 với danh hiệu ""Qualified Duelist""",C?n ti?ng Anh nghi v?n: Duelist; Qualified | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach Rank Level 2 as ""Certified Duelist""","Đạt Cấp Hạng 2 với danh hiệu ""Certified Duelist""",C?n ti?ng Anh nghi v?n: Certified; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach Rank Level 3 as ""Certified Duelist""","Đạt Cấp Hạng 3 với danh hiệu ""Certified Duelist""",C?n ti?ng Anh nghi v?n: Certified; Duelist | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach Rank Level 4 as ""Promising Duelist""","Đạt Cấp Hạng 4 với danh hiệu ""Promising Duelist""",C?n ti?ng Anh nghi v?n: Duelist; Promising | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sunken Abyss: Fusion,Sunken Abyss: Fusion,C?n ti?ng Anh nghi v?n: Abyss; Sunken | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Flaming Remnants: Fusion,Flaming Remnants: Fusion,C?n ti?ng Anh nghi v?n: Flaming; Remnants | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Doomed Wasteland: Fusion,Doomed Wasteland: Fusion,C?n ti?ng Anh nghi v?n: Doomed; Wasteland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sunken Abyss: Spectro,Sunken Abyss: Spectro,C?n ti?ng Anh nghi v?n: Abyss; Sunken | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Flaming Remnants: Spectro,Flaming Remnants: Spectro,C?n ti?ng Anh nghi v?n: Flaming; Remnants | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Doomed Wasteland: Spectro,Doomed Wasteland: Spectro,C?n ti?ng Anh nghi v?n: Doomed; Wasteland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sunken Abyss: Electro,Sunken Abyss: Electro,C?n ti?ng Anh nghi v?n: Abyss; Sunken | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Flaming Remnants: Electro,Flaming Remnants: Electro,C?n ti?ng Anh nghi v?n: Flaming; Remnants | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Doomed Wasteland: Electro,Doomed Wasteland: Electro,C?n ti?ng Anh nghi v?n: Doomed; Wasteland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sunken Abyss: Aero,Sunken Abyss: Aero,C?n ti?ng Anh nghi v?n: Abyss; Sunken | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Flaming Remnants: Aero,Flaming Remnants: Aero,C?n ti?ng Anh nghi v?n: Flaming; Remnants | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Doomed Wasteland: Aero,Doomed Wasteland: Aero,C?n ti?ng Anh nghi v?n: Doomed; Wasteland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Sunken Abyss: Havoc,Sunken Abyss: Havoc,C?n ti?ng Anh nghi v?n: Abyss; Sunken | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Flaming Remnants: Havoc,Flaming Remnants: Havoc,C?n ti?ng Anh nghi v?n: Flaming; Remnants | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Doomed Wasteland: Havoc,Doomed Wasteland: Havoc,C?n ti?ng Anh nghi v?n: Doomed; Wasteland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete Boss Challenges in Lahai-Roi,Hoàn Thành Thử Thách Boss tại Lahai-Roi,C?n ti?ng Anh nghi v?n: Boss; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 5,000 points with 3 teams in Singularity Expansion",Đạt 5.000 điểm với 3 đội trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 5,000 points with 4 teams in Singularity Expansion",Đạt 5.000 điểm với 4 đội trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 5,000 points with 6 teams in Singularity Expansion",Đạt 5.000 điểm với 6 đội trong Singularity Expansion,C?n ti?ng Anh nghi v?n: Expansion; Singularity | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Research Recording: Sundermere Lakebed - Aleph-1 (Damaged Section),Bản ghi Nghiên cứu: Đáy hồ Sundermere - Aleph-1 (Phần bị hư hại),C?n ti?ng Anh nghi v?n: Aleph; Sundermere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 10,000 points in Stability Accords to unlock",Đạt 10.000 điểm trong Stability Accords để mở khóa,C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Please activate Core Protocols or try stronger combinations,Vui lòng kích hoạt Core Protocols hoặc thử các tổ hợp mạnh hơn,C?n ti?ng Anh nghi v?n: Core; Protocols | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Data Modification list is full,Danh sách Data Modification đã đầy,C?n ti?ng Anh nghi v?n: Data; Modification | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Fallen Gaze,The Fallen Gaze,C?n ti?ng Anh nghi v?n: Fallen; Gaze | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Resting Colossus,The Resting Colossus,C?n ti?ng Anh nghi v?n: Colossus; Resting | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Frozen Passage,The Frozen Passage,C?n ti?ng Anh nghi v?n: Frozen; Passage | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Young Ones,The Young Ones,C?n ti?ng Anh nghi v?n: Ones; Young | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Echo Summon: I,Echo Summon: I,C?n ti?ng Anh nghi v?n: I; Summon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Echo Summon: II,Echo Summon: II,C?n ti?ng Anh nghi v?n: II; Summon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Supply Chest: VI,Supply Chest: VI,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: I,Forte Circuit: I,C?n ti?ng Anh nghi v?n: Circuit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: II,Forte Circuit: II,C?n ti?ng Anh nghi v?n: Circuit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Use Luuk Herssen to complete each of the three training grounds once,Dùng Luuk Herssen để hoàn thành mỗi khu huấn luyện một lần,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Introduction to Lahai-Roi Historical Geography - Excerpt I,Giới Thiệu Địa Lý Lịch Sử Lahai-Roi - Trích Đoạn I,C?n ti?ng Anh nghi v?n: I; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
An Introduction to Lahai-Roi Historical Geography - Excerpt II,Giới Thiệu Địa Lý Lịch Sử Lahai-Roi - Trích Đoạn II,C?n ti?ng Anh nghi v?n: II; Lahai | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 6 music tracks on Normal with a Rating higher than A in total,Hoàn thành tổng cộng 6 bản nhạc ở độ khó Thường với Rating cao hơn A,C?n ti?ng Anh nghi v?n: A; Rating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 12 music tracks on Normal with a Rating higher than A in total,Hoàn thành tổng cộng 12 bản nhạc ở độ khó Thường với Rating cao hơn A,C?n ti?ng Anh nghi v?n: A; Rating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 4 music tracks on Normal with a Rating higher than A in total,Hoàn thành tổng cộng 4 bản nhạc ở độ khó Thường với Rating cao hơn A,C?n ti?ng Anh nghi v?n: A; Rating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 8 music tracks on Normal with a Rating higher than A in total,Hoàn thành tổng cộng 8 bản nhạc ở độ khó Thường với Rating cao hơn A,C?n ti?ng Anh nghi v?n: A; Rating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 12 music tracks on Normal with a Rating higher than A in total,Hoàn thành tổng cộng 12 bản nhạc ở độ khó Thường với Rating cao hơn A,C?n ti?ng Anh nghi v?n: A; Rating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 15 music tracks on Normal with a Rating higher than A in total,Hoàn thành tổng cộng 15 bản nhạc ở độ khó Thường với Rating cao hơn A,C?n ti?ng Anh nghi v?n: A; Rating | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Hoàn thành 1 bản nhạc trên Hard có Rating cao hơn S,Hoàn thành 1 bản nhạc ở độ khó Khó với Rating cao hơn S,C?n ti?ng Anh nghi v?n: Rating; S | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 2 music tracks on Hard with a Rating higher than S,Hoàn thành 2 bản nhạc ở độ khó Khó với Rating cao hơn S,C?n ti?ng Anh nghi v?n: Rating; S | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Complete 4 music tracks on Hard with a Rating higher than S,Hoàn thành 4 bản nhạc ở độ khó Khó với Rating cao hơn S,C?n ti?ng Anh nghi v?n: Rating; S | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 10,000 points in Stability Accords to unlock",Đạt 10.000 điểm trong Stability Accords để mở khóa,C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach 25% Exploration Progress in 2 areas of the Dimmr Plains,Đạt 25% Tiến Độ Thám Hiểm tại 2 khu vực của Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Plains | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach 50% Exploration Progress in 4 areas of the Dimmr Plains,Đạt 50% Tiến Độ Thám Hiểm tại 4 khu vực của Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Plains | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Cannot change the Trial Pinball lineup,Không thể thay đổi đội hình Trial Pinball,C?n ti?ng Anh nghi v?n: Pinball; Trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Answer Sought,The Answer Sought,C?n ti?ng Anh nghi v?n: Answer; Sought | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Past Within,The Past Within,C?n ti?ng Anh nghi v?n: Past; Within | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
The Block Purge,The Block Purge,C?n ti?ng Anh nghi v?n: Block; Purge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: I,Forte Circuit: I,C?n ti?ng Anh nghi v?n: Circuit; I | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: II,Forte Circuit: II,C?n ti?ng Anh nghi v?n: Circuit; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: III,Forte Circuit: III,C?n ti?ng Anh nghi v?n: Circuit; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: IV,Forte Circuit: IV,C?n ti?ng Anh nghi v?n: Circuit; IV | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Forte Circuit: V,Forte Circuit: V,C?n ti?ng Anh nghi v?n: Circuit; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Supply Chest: VI,Supply Chest: VI,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
60 FPS (Frame Generation),60 FPS (Frame Generation),C?n ti?ng Anh nghi v?n: Frame; Generation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 10,000 points in Stability Accords to unlock",Đạt 10.000 điểm trong Stability Accords để mở khóa,C?n ti?ng Anh nghi v?n: Accords; Stability | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Obtain to unlock WavesLine chat bubble,Nhận để mở khóa khung chat WavesLine,C?n ti?ng Anh nghi v?n: chat; WavesLine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Endstate Matrix: Doomsday Cycle Rewards,Endstate Matrix: Phần Thưởng Chu Kỳ Ngày Tận Thế,C?n ti?ng Anh nghi v?n: Endstate; Matrix | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Defeat 66 Snip Snaps with Sword Resonators,Đánh bại 66 Snip Snaps bằng Resonator sử dụng Kiếm,C?n ti?ng Anh nghi v?n: Snaps; Snip | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Obtain 1,000 Data Sets in total",Thu thập tổng cộng 1.000 Data Sets,C?n ti?ng Anh nghi v?n: Data; Sets | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Obtain 2,500 Data Sets in total",Thu thập tổng cộng 2.500 Data Sets,C?n ti?ng Anh nghi v?n: Data; Sets | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Obtain 3,500 Data Sets in total",Thu thập tổng cộng 3.500 Data Sets,C?n ti?ng Anh nghi v?n: Data; Sets | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach Union Level 10 or complete Act 3 to unlock Milestones,Đạt Cấp Liên Minh 10 hoặc hoàn thành Act 3 để mở khóa Milestones,C?n ti?ng Anh nghi v?n: Act; Milestones | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach the Helm Village in the quest to unlock,Đến Helm Village trong nhiệm vụ để mở khóa,C?n ti?ng Anh nghi v?n: Helm; Village | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Available through quest progression and unlocking Abyssal Hull,Có sẵn thông qua tiến trình nhiệm vụ và mở khóa Abyssal Hull,C?n ti?ng Anh nghi v?n: Abyssal; Hull | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Available through quest progression and unlocking Oceanic Hull,Có sẵn thông qua tiến trình nhiệm vụ và mở khóa Oceanic Hull,C?n ti?ng Anh nghi v?n: Hull; Oceanic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Complete ""Carnival in Slumberland Ⅱ""","Hoàn thành ""Carnival in Slumberland Ⅱ""",C?n ti?ng Anh nghi v?n: in; Slumberland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Complete ""Carnival in Slumberland Ⅲ""","Hoàn thành ""Carnival in Slumberland Ⅲ""",C?n ti?ng Anh nghi v?n: in; Slumberland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Complete ""Carnival in Slumberland Ⅳ""","Hoàn thành ""Carnival in Slumberland Ⅳ""",C?n ti?ng Anh nghi v?n: in; Slumberland | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach Union Level 14 and complete Chapter II Prologue to unlock,Đạt Cấp Liên Minh 14 và hoàn thành Chương II Prologue để mở khóa,C?n ti?ng Anh nghi v?n: II; Prologue | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Complete Main Quest Chapter II Act VII ""Dreamcatchers in the Secret Gardens"" to unlock","Hoàn thành Nhiệm Vụ Chính Chương II Hồi VII ""Những Kẻ Bắt Giấc Mơ Trong Vườn Bí Mật"" để mở khóa",C?n ti?ng Anh nghi v?n: II; VII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Complete Main Quest Chapter II Act VIII ""By Sun's Burning Hand"" to unlock","Hoàn thành Nhiệm Vụ Chính Chương II Hồi VIII ""Dưới Bàn Tay Thiêu Đốt Của Mặt Trời"" để mở khóa",C?n ti?ng Anh nghi v?n: II; VIII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Notification Unlocked - Jinzhou - Small - Dragon's Residence,Thông báo mở khóa - Jinzhou - Nhỏ - Dragon's Residence,C?n ti?ng Anh nghi v?n: Dragon's; Residence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Not Unlocked - Jinzhou - Small - Dragon's Residence,Chưa mở khóa - Jinzhou - Nhỏ - Dragon's Residence,C?n ti?ng Anh nghi v?n: Dragon's; Residence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Cetus the Tidebreaker,Cetus the Tidebreaker,C?n ti?ng Anh nghi v?n: Cetus; Tidebreaker | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Complete Main Quest Chapter II Act VIII ""By Sun's Burning Hand"" to unlock","Hoàn thành Chương II Chương VIII Nhiệm Vụ Chính ""Dưới Bàn Tay Thiêu Đốt Của Mặt Trời"" để mở khóa",C?n ti?ng Anh nghi v?n: II; VIII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Jinzhou Commission Unlocked,Jinzhou Commission Unlocked,C?n ti?ng Anh nghi v?n: Commission; Unlocked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Small Tacet Field,Small Tacet Field,C?n ti?ng Anh nghi v?n: Field; Small | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Missing Levitation base entity Foundation component,Thiếu thành phần Foundation cho thực thể cơ sở Levitation,C?n ti?ng Anh nghi v?n: Foundation; Levitation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Pioneer Podcast cannot be purchased repeatedly,Không thể mua lại Pioneer Podcast,C?n ti?ng Anh nghi v?n: Pioneer; Podcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Pioneer Podcast no cycle rewards,Pioneer Podcast không có phần thưởng chu kỳ,C?n ti?ng Anh nghi v?n: Pioneer; Podcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Max Pioneer Podcast EXP reached,Đã đạt EXP Podcast Tiên Phong tối đa,C?n ti?ng Anh nghi v?n: EXP; Podcast | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Entity ConfigId cannot find gameplay Id,ConfigId của thực thể không tìm thấy gameplay Id,C?n ti?ng Anh nghi v?n: ConfigId; gameplay | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Invalid User ID,Invalid User ID,C?n ti?ng Anh nghi v?n: Invalid; User | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Shield's shield unique Id exists,Shield unique Id đã tồn tại,C?n ti?ng Anh nghi v?n: Shield; unique | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Hoverdroid: Shooter cannot be used in the current scene,Hoverdroid: Shooter không thể sử dụng trong cảnh hiện tại,C?n ti?ng Anh nghi v?n: Hoverdroid; Shooter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Tacet Field Locked,Tacet Field Locked,C?n ti?ng Anh nghi v?n: Field; Locked | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach Union Level 16 and complete Chapter I Act III,Đạt Cấp Liên minh 16 và hoàn thành Chương I Chương III,C?n ti?ng Anh nghi v?n: I; III | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 2,000 Popularity during the Moon-Chasing Festival",Đạt 2.000 Độ nổi tiếng trong lễ hội Moon-Chasing,C?n ti?ng Anh nghi v?n: Chasing; Moon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 6,000 Popularity during the Moon-Chasing Festival",Đạt 6.000 Độ nổi tiếng trong lễ hội Moon-Chasing,C?n ti?ng Anh nghi v?n: Chasing; Moon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach 20,000 Popularity during the Moon-Chasing Festival",Đạt 20.000 Độ nổi tiếng trong lễ hội Moon-Chasing,C?n ti?ng Anh nghi v?n: Chasing; Moon | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Reach Union Level 14 and complete Main Quest: Chapter I Act VIII ""To the Shore's End""","Đạt Cấp Liên Minh 14 và hoàn thành Nhiệm Vụ Chính: Chương I Chương VIII ""Đến Bờ Biển Cuối Cùng""",C?n ti?ng Anh nghi v?n: I; VIII | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach Union Level 22 and progress to Main Quest Chapter II Act I to unlock,Đạt Cấp Liên Minh 22 và tiến đến Chương II Hồi I Nhiệm Vụ Chính để mở khóa,C?n ti?ng Anh nghi v?n: I; II | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Live Chat message does not match with race,Tin nhắn Live Chat không khớp với cuộc đua,C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Live Chat message error,Lỗi tin nhắn Live Chat,C?n ti?ng Anh nghi v?n: Chat; Live | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Nightmare Tacet Discords,Nightmare Tacet Discords,C?n ti?ng Anh nghi v?n: Discords; Nightmare | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Insufficient Dreamland Coupons,Insufficient Dreamland Couponss,C?n ti?ng Anh nghi v?n: Dreamland; Insufficient | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Reach Union Level 14 and complete Main Quest Chapter II Prologue to unlock,Đạt Cấp Liên Minh 14 và hoàn thành Chương II Prologue của Nhiệm vụ Chính để mở khóa,C?n ti?ng Anh nghi v?n: II; Prologue | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Progress the Quest ""You Outshine the Fireworks"" to unlock","Hoàn thành nhiệm vụ ""Bạn Outshine the Fireworks"" để mở khóa",C?n ti?ng Anh nghi v?n: Fireworks; Outshine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
