en_source,vn_translate,loi_du_doan
Phantom: Vitreum Dancer,Phantom: Vitreum Dancer,C?n ti?ng Anh nghi v?n: Dancer; Phantom; Vitreum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Front Desk Attendant,Front Desk Attendant,C?n ti?ng Anh nghi v?n: Attendant; Desk; Front | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Place Melody Capsule,Place Melody Capsule,C?n ti?ng Anh nghi v?n: Capsule; Melody; Place | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gray Ridge Bull,Gray Ridge Bull,C?n ti?ng Anh nghi v?n: Bull; Gray; Ridge | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Light Sensitive Component,Light Sensitive Component,C?n ti?ng Anh nghi v?n: Component; Light; Sensitive | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Frostbite Coleoid,Voidspawn: Frostbite Coleoid,C?n ti?ng Anh nghi v?n: Coleoid; Frostbite; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Phantom: Reminiscence Kronaclaw,Phantom: Reminiscence Kronaclaw,C?n ti?ng Anh nghi v?n: Kronaclaw; Phantom; Reminiscence | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Boy's Notebook,A Boy's Notebook,C?n ti?ng Anh nghi v?n: A; Boy's; Notebook | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dark: Rocksteady Guardian,Dark: Rocksteady Guardian,C?n ti?ng Anh nghi v?n: Dark; Guardian; Rocksteady | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Tempest Mephis,Voidspawn: Tempest Mephis,C?n ti?ng Anh nghi v?n: Mephis; Tempest; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Space Station Chest,Space Station Chest,C?n ti?ng Anh nghi v?n: Chest; Space; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tidal Blight Trace,Tidal Blight Trace,C?n ti?ng Anh nghi v?n: Blight; Tidal; Trace | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gift Vendor Mammon,Gift Vendor Mammon,C?n ti?ng Anh nghi v?n: Gift; Mammon; Vendor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Tempest Mephis,Nightmare: Tempest Mephis,C?n ti?ng Anh nghi v?n: Mephis; Nightmare; Tempest | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sweet Tooth Namipon,Sweet Tooth Namipon,C?n ti?ng Anh nghi v?n: Namipon; Sweet; Tooth | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Steadfast Midnight Ranger,Steadfast Midnight Ranger,C?n ti?ng Anh nghi v?n: Midnight; Ranger; Steadfast | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Phantom: Diggy Duggy,Phantom: Diggy Duggy,C?n ti?ng Anh nghi v?n: Diggy; Duggy; Phantom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Front Desk Attendant,Front Desk Attendant,C?n ti?ng Anh nghi v?n: Attendant; Desk; Front | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jungle Wars Standings,Jungle Wars Standings,C?n ti?ng Anh nghi v?n: Jungle; Standings; Wars | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Explosive Spear: Heel,Explosive Spear: Heel,C?n ti?ng Anh nghi v?n: Explosive; Heel; Spear | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Red Feather Butterfly,Red Feather Butterfly,C?n ti?ng Anh nghi v?n: Butterfly; Feather; Red | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mephis: Sky Piercer,Mephis: Sky Piercer,C?n ti?ng Anh nghi v?n: Mephis; Piercer; Sky | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enable Force Settlement,Enable Force Settlement,C?n ti?ng Anh nghi v?n: Enable; Force; Settlement | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Neon Interaction Point,Neon Interaction Point,C?n ti?ng Anh nghi v?n: Interaction; Neon; Point | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dismiss Little Namipons,Dismiss Little Namipons,C?n ti?ng Anh nghi v?n: Dismiss; Little; Namipons | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mutant Organism: Cruisewing,Mutant Organism: Cruisewing,C?n ti?ng Anh nghi v?n: Cruisewing; Mutant; Organism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Space Station Jar,Space Station Jar,C?n ti?ng Anh nghi v?n: Jar; Space; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fanatic Shark Grunt,Fanatic Shark Grunt,C?n ti?ng Anh nghi v?n: Fanatic; Grunt; Shark | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Deliver Prism Fruit,Deliver Prism Fruit,C?n ti?ng Anh nghi v?n: Deliver; Fruit; Prism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Tick Tack,Nightmare: Tick Tack,C?n ti?ng Anh nghi v?n: Nightmare; Tack; Tick | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Anomaly: Feilian Beringal,Anomaly: Feilian Beringal,C?n ti?ng Anh nghi v?n: Anomaly; Beringal; Feilian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dark Tide Cocoon,Dark Tide Cocoon,C?n ti?ng Anh nghi v?n: Cocoon; Dark; Tide | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Liondance Troupe Lilili,Liondance Troupe Lilili,C?n ti?ng Anh nghi v?n: Lilili; Liondance; Troupe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Grapple Sonance Casket,Grapple Sonance Casket,C?n ti?ng Anh nghi v?n: Casket; Grapple; Sonance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ceremonial Officer Bruno,Ceremonial Officer Bruno,C?n ti?ng Anh nghi v?n: Bruno; Ceremonial; Officer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Mech Abomination,Voidspawn: Mech Abomination,C?n ti?ng Anh nghi v?n: Abomination; Mech; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mutant Organism: Gulpuff,Mutant Organism: Gulpuff,C?n ti?ng Anh nghi v?n: Gulpuff; Mutant; Organism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enable Force Settlement,Enable Force Settlement,C?n ti?ng Anh nghi v?n: Enable; Force; Settlement | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crystal Cluster Giant,Crystal Cluster Giant,C?n ti?ng Anh nghi v?n: Cluster; Crystal; Giant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Zig Zag: Light,Zig Zag: Light,C?n ti?ng Anh nghi v?n: Light; Zag; Zig | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Flora Drone,Voidspawn: Flora Drone,C?n ti?ng Anh nghi v?n: Drone; Flora; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crystal Cluster Warrior,Crystal Cluster Warrior,C?n ti?ng Anh nghi v?n: Cluster; Crystal; Warrior | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hiyuki's White Bird,Hiyuki's White Bird,C?n ti?ng Anh nghi v?n: Bird; Hiyuki's; White | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Shadow Stepper,Voidspawn: Shadow Stepper,C?n ti?ng Anh nghi v?n: Shadow; Stepper; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Feathered Ice Cubes,Feathered Ice Cubes,C?n ti?ng Anh nghi v?n: Cubes; Feathered; Ice | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Weight-carrying Youth,Weight-carrying Youth,C?n ti?ng Anh nghi v?n: carrying; Weight; Youth | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lamentation Flower Seed,Lamentation Flower Seed,C?n ti?ng Anh nghi v?n: Flower; Lamentation; Seed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tank Guardian: Fire,Tank Guardian: Fire,C?n ti?ng Anh nghi v?n: Fire; Guardian; Tank | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Destructible Wooden Crate,Destructible Wooden Crate,C?n ti?ng Anh nghi v?n: Crate; Destructible; Wooden | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stone Lift - Group,Stone Lift - Group,C?n ti?ng Anh nghi v?n: Group; Lift; Stone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mutant Organism: Excarat,Mutant Organism: Excarat,C?n ti?ng Anh nghi v?n: Excarat; Mutant; Organism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Golden-ringed Dragonfly,Golden-ringed Dragonfly,C?n ti?ng Anh nghi v?n: Dragonfly; Golden; ringed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Asphodel Barrens Photo Spot,Asphodel Barrens Chụp ảnh Spot,C?n ti?ng Anh nghi v?n: Asphodel; Barrens; Spot | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Activate the Prototype Reactor Drive,Kích hoạt Prototype Reactor Drive,C?n ti?ng Anh nghi v?n: Drive; Prototype; Reactor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Strange Cardboard Box,Strange Cardboard Box,C?n ti?ng Anh nghi v?n: Box; Cardboard; Strange | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Feilian Beringal,Nightmare: Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Roguelike Swimming Ring,Roguelike Swimming Ring,C?n ti?ng Anh nghi v?n: Ring; Roguelike; Swimming | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
A Brief Log,A Brief Log,C?n ti?ng Anh nghi v?n: A; Brief; Log | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dragon of Dirge,Dragon of Dirge,C?n ti?ng Anh nghi v?n: Dirge; Dragon; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Kaidan Fan Namipon,Kaidan Fan Namipon,C?n ti?ng Anh nghi v?n: Fan; Kaidan; Namipon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ordinary Wine List,Ordinary Wine List,C?n ti?ng Anh nghi v?n: List; Ordinary; Wine | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tick Tack Boy,Tick Tack Boy,C?n ti?ng Anh nghi v?n: Boy; Tack; Tick | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
: Embers of Glory,Embers of Glory,C?n ti?ng Anh nghi v?n: Embers; Glory; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
: Phantom - Simulated Replica,: Phantom - Simulated Replica,C?n ti?ng Anh nghi v?n: Phantom; Replica; Simulated | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Windlash Coleoid,Voidspawn: Windlash Coleoid,C?n ti?ng Anh nghi v?n: Coleoid; Voidspawn; Windlash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tiger's Maw Ore,Tiger's Maw Ore,C?n ti?ng Anh nghi v?n: Maw; Ore; Tiger's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Feilian Beringal: Pillar,Feilian Beringal: Pillar,C?n ti?ng Anh nghi v?n: Beringal; Feilian; Pillar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Commoner Client - Actor 2,Commoner Client - Actor 2,C?n ti?ng Anh nghi v?n: Actor; Client; Commoner | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gang Member's Notes,Gang Member's Notes,C?n ti?ng Anh nghi v?n: Gang; Member's; Notes | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tacetite Fulminate Base,Tacetite Fulminate Base,C?n ti?ng Anh nghi v?n: Base; Fulminate; Tacetite | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Dwarf Cassowary,Nightmare: Dwarf Cassowary,C?n ti?ng Anh nghi v?n: Cassowary; Dwarf; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stellar Orbit Beats,Stellar Orbit Beats,C?n ti?ng Anh nghi v?n: Beats; Orbit; Stellar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Empty Range Entity,Empty Range Entity,C?n ti?ng Anh nghi v?n: Empty; Entity; Range | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Glowing Mourning Aix,Glowing Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Glowing; Mourning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Middle-aged Listener,Middle-aged Listener,C?n ti?ng Anh nghi v?n: aged; Listener; Middle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Academic Committee Supervisor,Academic Committee Supervisor,C?n ti?ng Anh nghi v?n: Academic; Committee; Supervisor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reach Data Hub Level 5 to unlock,Đạt Cấp 5 Reach Data Hub để mở khóa,C?n ti?ng Anh nghi v?n: Data; Hub; Reach | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Enter the Mind Dive Arcade,Vào Mind Dive Arcade,C?n ti?ng Anh nghi v?n: Arcade; Dive; Mind | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mysterious Access Door,Mysterious Access Door,C?n ti?ng Anh nghi v?n: Access; Door; Mysterious | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Commoner Client - Actor 3,Commoner Client - Actor 3,C?n ti?ng Anh nghi v?n: Actor; Client; Commoner | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Contaminated Supply Chest,Contaminated Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Contaminated; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Court of Savantae Laboratory door switch,Công tắc cửa phòng thí nghiệm Court of Savantae,C?n ti?ng Anh nghi v?n: Court; of; Savantae | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Snip Snap: Fire,Snip Snap: Fire,C?n ti?ng Anh nghi v?n: Fire; Snap; Snip | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Baby Viridblaze Saurian,Baby Viridblaze Saurian,C?n ti?ng Anh nghi v?n: Baby; Saurian; Viridblaze | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
- Spear of Transgression,- Spear of Transgression,C?n ti?ng Anh nghi v?n: of; Spear; Transgression | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Impermanence Heron,Nightmare: Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence; Nightmare | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Apple Vendor Beelzbul,Apple Vendor Beelzbul,C?n ti?ng Anh nghi v?n: Apple; Beelzbul; Vendor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Icy Clang Bang,Icy Clang Bang,C?n ti?ng Anh nghi v?n: Bang; Clang; Icy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tidal Supply Chest,Tidal Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exoswarm-herding Youth,Exoswarm-herding Youth,C?n ti?ng Anh nghi v?n: Exoswarm; herding; Youth | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Contaminated Standard Supply Chest,Contaminated Tiêu Chuẩn Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Contaminated; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stellar Matrix's Core,Stellar Matrix's Core,C?n ti?ng Anh nghi v?n: Core; Matrix's; Stellar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stellar Matrix Navigator,Stellar Matrix Navigator,C?n ti?ng Anh nghi v?n: Matrix; Navigator; Stellar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Flora Reindeer,Voidspawn: Flora Reindeer,C?n ti?ng Anh nghi v?n: Flora; Reindeer; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HA - Geopotential Shift,HA - Geopotential Shift,C?n ti?ng Anh nghi v?n: Geopotential; HA; Shift | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Accumulate Mist Drops,Accumulate Mist Drops,C?n ti?ng Anh nghi v?n: Accumulate; Drops; Mist | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HA - Twin Thunders,HA - Twin Thunders,C?n ti?ng Anh nghi v?n: HA; Thunders; Twin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Death Snip Opening,Death Snip Opening,C?n ti?ng Anh nghi v?n: Death; Opening; Snip | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Death Snip Snipping,Death Snip Snipping,C?n ti?ng Anh nghi v?n: Death; Snip; Snipping | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mid-air HA,Mid-air HA,C?n ti?ng Anh nghi v?n: air; HA; Mid | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sonance Casket Delivery,Sonance Casket Delivery,C?n ti?ng Anh nghi v?n: Casket; Delivery; Sonance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Simulation Training Ground,Simulation Training Ground,C?n ti?ng Anh nghi v?n: Ground; Simulation; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Capture Frequency Signal,Capture Frequency Signal,C?n ti?ng Anh nghi v?n: Capture; Frequency; Signal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Track Acoustic Print,Track Acoustic Print,C?n ti?ng Anh nghi v?n: Acoustic; Print; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lioness of Glory,Lioness of Glory,C?n ti?ng Anh nghi v?n: Glory; Lioness; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Overdash,Tactical Hologram: Overdash,C?n ti?ng Anh nghi v?n: Hologram; Overdash; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Transmit Frequency Signal,Transmit Frequency Signal,C?n ti?ng Anh nghi v?n: Frequency; Signal; Transmit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fragile Surface Rock,Fragile Surface Rock,C?n ti?ng Anh nghi v?n: Fragile; Rock; Surface | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Toxic Fog Concentration,Toxic Fog Concentration,C?n ti?ng Anh nghi v?n: Concentration; Fog; Toxic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tactical Hologram: Detonate,Tactical Hologram: Detonate,C?n ti?ng Anh nghi v?n: Detonate; Hologram; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Banner of Victory,Banner of Victory,C?n ti?ng Anh nghi v?n: Banner; of; Victory | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Battle Engagement Points,Battle Engagement Points,C?n ti?ng Anh nghi v?n: Battle; Engagement; Points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Contagion: Kerasaur,Dream Contagion: Kerasaur,C?n ti?ng Anh nghi v?n: Contagion; Dream; Kerasaur | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Contagion: Drakes,Dream Contagion: Drakes,C?n ti?ng Anh nghi v?n: Contagion; Drakes; Dream | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dream Contagion: Gladiators,Dream Contagion: Gladiators,C?n ti?ng Anh nghi v?n: Contagion; Dream; Gladiators | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Vitreum Dancer: Slowdown,Vitreum Dancer: Slowdown,C?n ti?ng Anh nghi v?n: Dancer; Slowdown; Vitreum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Hero's Impact: Slash,Hero's Impact: Slash,C?n ti?ng Anh nghi v?n: Hero's; Impact; Slash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Banner of Victory,Banner of Victory,C?n ti?ng Anh nghi v?n: Banner; of; Victory | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Peaks of Prestige: Deck Building,Peaks of Prestige: Xây Dựng Bộ Đệm,C?n ti?ng Anh nghi v?n: of; Peaks; Prestige | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ultrasonic Pulse Chip,Ultrasonic Pulse Chip,C?n ti?ng Anh nghi v?n: Chip; Pulse; Ultrasonic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Team Comp Tutorial: Taoqi,Đội Comp Tutorial: Taoqi,C?n ti?ng Anh nghi v?n: Comp; Taoqi; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Team Comp Tutorial: Taoqi,Đội Comp Tutorial: Taoqi,C?n ti?ng Anh nghi v?n: Comp; Taoqi; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Team Comp Tutorial: Verina,Đội Comp Tutorial: Verina,C?n ti?ng Anh nghi v?n: Comp; Tutorial; Verina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Team Comp Tutorial: Verina,Đội Comp Tutorial: Verina,C?n ti?ng Anh nghi v?n: Comp; Tutorial; Verina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction - Yangyang,Character Introduction - Yangyang,C?n ti?ng Anh nghi v?n: Character; Introduction; Yangyang | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction - Yangyang,Character Introduction - Yangyang,C?n ti?ng Anh nghi v?n: Character; Introduction; Yangyang | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Character Introduction - Yangyang,Character Introduction - Yangyang,C?n ti?ng Anh nghi v?n: Character; Introduction; Yangyang | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cubie Derby: Warmup,Cubie Derby: Warmup,C?n ti?ng Anh nghi v?n: Cubie; Derby; Warmup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cubie Derby: Warmup,Cubie Derby: Warmup,C?n ti?ng Anh nghi v?n: Cubie; Derby; Warmup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pioneer Association Commissions,Pioneer Association Commissions,C?n ti?ng Anh nghi v?n: Association; Commissions; Pioneer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
