en_source,vn_translate,loi_du_doan
Tacet Field (First-Clear),Tacet Field (First-Clear),C?n ti?ng Anh nghi v?n: Clear; Field; First | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Medium Tacet Field: Weapon,Medium Tacet Field: Weapon,C?n ti?ng Anh nghi v?n: Field; Medium; Weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
test/Golden Universal Echo,test/Golden Universal Echo,C?n ti?ng Anh nghi v?n: Golden; test; Universal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
"Our Torch, The Stars","Our Torch, The Stars",C?n ti?ng Anh nghi v?n: Our; Stars; Torch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Password Is Family,The Password Is Family,C?n ti?ng Anh nghi v?n: Family; Is; Password | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Flames That Thrive,The Flames That Thrive,C?n ti?ng Anh nghi v?n: Flames; That; Thrive | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The King's New Armory Ⅵ,The King's New Armory Ⅵ,C?n ti?ng Anh nghi v?n: Armory; King's; New | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Dawn from the east,Dawn from the east,C?n ti?ng Anh nghi v?n: Dawn; east; from | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Dawn from the east,Dawn from the east,C?n ti?ng Anh nghi v?n: Dawn; east; from | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Dawn from the east,Dawn from the east,C?n ti?ng Anh nghi v?n: Dawn; east; from | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Dawn from the east,Dawn from the east,C?n ti?ng Anh nghi v?n: Dawn; east; from | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Unlock after reaching the Black Shores in Main Quest: To the Shore's End,Mở khóa sau khi đến Bãi Đen trong Nhiệm Vụ Chính: To the Shore's End,C?n ti?ng Anh nghi v?n: End; Shore's; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.429 | M?c ??: 19.29
Unlock after reaching the Black Shores in Main Quest: To the Shore's End,Mở khóa sau khi đến Bãi Đen trong Nhiệm Vụ Chính: To the Shore's End,C?n ti?ng Anh nghi v?n: End; Shore's; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.429 | M?c ??: 19.29
Get Lollo Express 3 times in Lollo Campaign: Rerun,Sử dụng Lollo Express 3 lần trong Lollo Campaign: Tái diễn,C?n ti?ng Anh nghi v?n: Campaign; Express; Lollo | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 19.0
"Chuu, chuu chuu chuuluu (*Sounds of affirmation*)","Chuu, chuu chuu chuuluu (*Âm thanh xác nhận*)",C?n ti?ng Anh nghi v?n: Chuu; chuu; chuuluu | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 19.0
Tide Rising Cliff,Tide Rising Cliff,C?n ti?ng Anh nghi v?n: Cliff; Rising; Tide | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Stone Pile Plain,Stone Pile Plain,C?n ti?ng Anh nghi v?n: Pile; Plain; Stone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Kaini Remnant Site,Kaini Remnant Site,C?n ti?ng Anh nghi v?n: Kaini; Remnant; Site | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Long's Gaze Suburbs,Long's Gaze Suburbs,C?n ti?ng Anh nghi v?n: Gaze; Long's; Suburbs | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
West Range Base,West Range Base,C?n ti?ng Anh nghi v?n: Base; Range; West | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lake District Entrance,Lake District Entrance,C?n ti?ng Anh nghi v?n: District; Entrance; Lake | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Distant Watch Camp,Distant Watch Camp,C?n ti?ng Anh nghi v?n: Camp; Distant; Watch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sea Corrode Ruin,Sea Corrode Ruin,C?n ti?ng Anh nghi v?n: Corrode; Ruin; Sea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Purple Moon Ficus,Purple Moon Ficus,C?n ti?ng Anh nghi v?n: Ficus; Moon; Purple | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dust-Sealed Track,Dust-Sealed Track,C?n ti?ng Anh nghi v?n: Dust; Sealed; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crane-Habitat Stream,Crane-Habitat Stream,C?n ti?ng Anh nghi v?n: Crane; Habitat; Stream | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Star Gaze River,Star Gaze River,C?n ti?ng Anh nghi v?n: Gaze; River; Star | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jade Gate Peak,Jade Gate Peak,C?n ti?ng Anh nghi v?n: Gate; Jade; Peak | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lair of Gun,Lair of Gun,C?n ti?ng Anh nghi v?n: Gun; Lair; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Top Drive Track,Top Drive Track,C?n ti?ng Anh nghi v?n: Drive; Top; Track | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lil Geohide Saurian,Lil Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Lil; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Choral Calculus Center,Choral Calculus Center,C?n ti?ng Anh nghi v?n: Calculus; Center; Choral | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pressure-sensitive machines,Pressure-sensitive machines,C?n ti?ng Anh nghi v?n: machines; Pressure; sensitive | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exploration tool: Scan,Exploration tool: Scan,C?n ti?ng Anh nghi v?n: Exploration; Scan; tool | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exploration tool: Levitation,Exploration tool: Levitation,C?n ti?ng Anh nghi v?n: Exploration; Levitation; tool | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exploration tool: Scan,Exploration tool: Scan,C?n ti?ng Anh nghi v?n: Exploration; Scan; tool | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Exploration tool: Scan,Exploration tool: Scan,C?n ti?ng Anh nghi v?n: Exploration; Scan; tool | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lil Geohide Saurian,Lil Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Lil; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lil Geohide Saurian,Lil Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Lil; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rupture Dreadmane Major,Rupture Dreadmane Major,C?n ti?ng Anh nghi v?n: Dreadmane; Major; Rupture | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Many-Banded Gecko,Many-Banded Gecko,C?n ti?ng Anh nghi v?n: Banded; Gecko; Many | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Green Pit Lizard,Green Pit Lizard,C?n ti?ng Anh nghi v?n: Green; Lizard; Pit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Black-Striped Frog,Black-Striped Frog,C?n ti?ng Anh nghi v?n: Black; Frog; Striped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Red Feather Butterfly,Red Feather Butterfly,C?n ti?ng Anh nghi v?n: Butterfly; Feather; Red | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blue Feather Butterfly,Blue Feather Butterfly,C?n ti?ng Anh nghi v?n: Blue; Butterfly; Feather | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Golden-ringed Dragonfly,Golden-ringed Dragonfly,C?n ti?ng Anh nghi v?n: Dragonfly; Golden; ringed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Violet-Feathered Heron,Violet-Feathered Heron,C?n ti?ng Anh nghi v?n: Feathered; Heron; Violet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Cyan-Feathered Heron,Cyan-Feathered Heron,C?n ti?ng Anh nghi v?n: Cyan; Feathered; Heron | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lil Geohide Saurian,Lil Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Lil; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lil Geohide Saurian,Lil Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Lil; Saurian | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rupture Dreadmane Major,Rupture Dreadmane Major,C?n ti?ng Anh nghi v?n: Dreadmane; Major; Rupture | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bell-Borne Geochelone,Bell-Borne Geochelone,C?n ti?ng Anh nghi v?n: Bell; Borne; Geochelone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Squeaky Delivery Recruitment,Squeaky Delivery Recruitment,C?n ti?ng Anh nghi v?n: Delivery; Recruitment; Squeaky | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
"Ancient Banyan ""Longwang""","Ancient Banyan ""Longwang""",C?n ti?ng Anh nghi v?n: Ancient; Banyan; Longwang | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Equipment Repair Record,Equipment Repair Record,C?n ti?ng Anh nghi v?n: Equipment; Record; Repair | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sound of Stone,Sound of Stone,C?n ti?ng Anh nghi v?n: of; Sound; Stone | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Crystallized Wave Fragment,Crystallized Wave Fragment,C?n ti?ng Anh nghi v?n: Crystallized; Fragment; Wave | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Variable Star EXP,Variable Star EXP,C?n ti?ng Anh nghi v?n: EXP; Star; Variable | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yangyang's Reverberation Waveband,Yangyang's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Waveband; Yangyang's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chixia's Reverberation Waveband,Chixia's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Chixia's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jueyuan's Reverberation Waveband,Jueyuan's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Jueyuan's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rover's Reverberation Waveband,Rover's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Rover's; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sanhua's Reverberation Waveband,Sanhua's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Sanhua's; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Taoqi's Reverberation Waveband,Taoqi's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Taoqi's; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bailian's Reverberation Waveband,Bailian's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Bailian's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Anke's Reverberation Waveband,Anke's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Anke's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Danjin's Reverberation Waveband,Danjin's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Danjin's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Aalto's Reverberation Waveband,Aalto's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Aalto's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Jiyan's Reverberation Waveband,Jiyan's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Jiyan's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mortefi's Reverberation Waveband,Mortefi's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Mortefi's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tsubaki's Reverberation Waveband,Tsubaki's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Tsubaki's; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Kakarot's Reverberation Waveband,Kakarot's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Kakarot's; Reverberation; Waveband | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yinlin's Reverberation Waveband,Yinlin's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Waveband; Yinlin's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Yuanwu's Reverberation Waveband,Yuanwu's Reverberation Waveband,C?n ti?ng Anh nghi v?n: Reverberation; Waveband; Yuanwu's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Whistling Rock Fist,Whistling Rock Fist,C?n ti?ng Anh nghi v?n: Fist; Rock; Whistling | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Broken Feather Crown,Broken Feather Crown,C?n ti?ng Anh nghi v?n: Broken; Crown; Feather | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Remaining Sound Tacecrux,Remaining Sound Tacecrux,C?n ti?ng Anh nghi v?n: Remaining; Sound; Tacecrux | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Thousand Sins Core,Thousand Sins Core,C?n ti?ng Anh nghi v?n: Core; Sins; Thousand | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spectra Topological Prism,Spectra Topological Prism,C?n ti?ng Anh nghi v?n: Prism; Spectra; Topological | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spectra Topological Crystal,Spectra Topological Crystal,C?n ti?ng Anh nghi v?n: Crystal; Spectra; Topological | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Low Frequency Tacecrux,Low Frequency Tacecrux,C?n ti?ng Anh nghi v?n: Frequency; Low; Tacecrux | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Medium Frequency Tacecrux,Medium Frequency Tacecrux,C?n ti?ng Anh nghi v?n: Frequency; Medium; Tacecrux | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
High Frequency Tacecrux,High Frequency Tacecrux,C?n ti?ng Anh nghi v?n: Frequency; High; Tacecrux | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Light Mutant Sample,Light Mutant Sample,C?n ti?ng Anh nghi v?n: Light; Mutant; Sample | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Moderate Mutant Sample,Moderate Mutant Sample,C?n ti?ng Anh nghi v?n: Moderate; Mutant; Sample | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Severe Mutant Sample,Severe Mutant Sample,C?n ti?ng Anh nghi v?n: Mutant; Sample; Severe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ultra Mutant Sample,Ultra Mutant Sample,C?n ti?ng Anh nghi v?n: Mutant; Sample; Ultra | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Normal Grade: Rubber Bracelet,Thường Grade: Rubber Bracelet,C?n ti?ng Anh nghi v?n: Bracelet; Grade; Rubber | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Overclocked Devourer Tacecrux,Overclocked Devourer Tacecrux,C?n ti?ng Anh nghi v?n: Devourer; Overclocked; Tacecrux | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Light Mutant Structure,Light Mutant Structure,C?n ti?ng Anh nghi v?n: Light; Mutant; Structure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Moderate Mutant Structure,Moderate Mutant Structure,C?n ti?ng Anh nghi v?n: Moderate; Mutant; Structure | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ultra Mutant Structure,Ultra Mutant Structure,C?n ti?ng Anh nghi v?n: Mutant; Structure; Ultra | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spear of Repel,Spear of Repel,C?n ti?ng Anh nghi v?n: of; Repel; Spear | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Red Feather Butterfly,Red Feather Butterfly,C?n ti?ng Anh nghi v?n: Butterfly; Feather; Red | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blue Feather Butterfly,Blue Feather Butterfly,C?n ti?ng Anh nghi v?n: Blue; Butterfly; Feather | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Golden-ringed Dragonfly,Golden-ringed Dragonfly,C?n ti?ng Anh nghi v?n: Dragonfly; Golden; ringed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Many-Banded Gecko,Many-Banded Gecko,C?n ti?ng Anh nghi v?n: Banded; Gecko; Many | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Green Pit Lizard,Green Pit Lizard,C?n ti?ng Anh nghi v?n: Green; Lizard; Pit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Black-Striped Frog,Black-Striped Frog,C?n ti?ng Anh nghi v?n: Black; Frog; Striped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Needle Crystal Cluster,Needle Crystal Cluster,C?n ti?ng Anh nghi v?n: Cluster; Crystal; Needle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blue Crystal Cluster,Blue Crystal Cluster,C?n ti?ng Anh nghi v?n: Blue; Cluster; Crystal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Glowing Crystal Cluster,Glowing Crystal Cluster,C?n ti?ng Anh nghi v?n: Cluster; Crystal; Glowing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Intermediate Wutheride Transmitter,Intermediate Wutheride Transmitter,C?n ti?ng Anh nghi v?n: Intermediate; Transmitter; Wutheride | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Advanced Wutheride Transmitter,Advanced Wutheride Transmitter,C?n ti?ng Anh nghi v?n: Advanced; Transmitter; Wutheride | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Wutheride Transmitter,Premium Wutheride Transmitter,C?n ti?ng Anh nghi v?n: Premium; Transmitter; Wutheride | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reagent of Patience,Reagent of Patience,C?n ti?ng Anh nghi v?n: of; Patience; Reagent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Formulation of Patience,Formulation of Patience,C?n ti?ng Anh nghi v?n: Formulation; of; Patience | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Compound of Patience,Compound of Patience,C?n ti?ng Anh nghi v?n: Compound; of; Patience | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solution of Patience,Solution of Patience,C?n ti?ng Anh nghi v?n: of; Patience; Solution | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reagent of Faith,Reagent of Faith,C?n ti?ng Anh nghi v?n: Faith; of; Reagent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Formulation of Faith,Formulation of Faith,C?n ti?ng Anh nghi v?n: Faith; Formulation; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Compound of Faith,Compound of Faith,C?n ti?ng Anh nghi v?n: Compound; Faith; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solution of Faith,Solution of Faith,C?n ti?ng Anh nghi v?n: Faith; of; Solution | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reagent of Vigor,Reagent of Vigor,C?n ti?ng Anh nghi v?n: of; Reagent; Vigor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Formulation of Vigor,Formulation of Vigor,C?n ti?ng Anh nghi v?n: Formulation; of; Vigor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Compound of Vigor,Compound of Vigor,C?n ti?ng Anh nghi v?n: Compound; of; Vigor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solution of Vigor,Solution of Vigor,C?n ti?ng Anh nghi v?n: of; Solution; Vigor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reagent of Rationality,Reagent of Rationality,C?n ti?ng Anh nghi v?n: of; Rationality; Reagent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Formulation of Rationality,Formulation of Rationality,C?n ti?ng Anh nghi v?n: Formulation; of; Rationality | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Compound of Rationality,Compound of Rationality,C?n ti?ng Anh nghi v?n: Compound; of; Rationality | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solution of Rationality,Solution of Rationality,C?n ti?ng Anh nghi v?n: of; Rationality; Solution | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Solution of Courage,Solution of Courage,C?n ti?ng Anh nghi v?n: Courage; of; Solution | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reagent of Courage,Reagent of Courage,C?n ti?ng Anh nghi v?n: Courage; of; Reagent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
