en_source,vn_translate,loi_du_doan
Fractured Exoswarm Pendant,Fractured Exoswarm Pendant,C?n ti?ng Anh nghi v?n: Exoswarm; Fractured; Pendant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Worn Exoswarm Pendant,Worn Exoswarm Pendant,C?n ti?ng Anh nghi v?n: Exoswarm; Pendant; Worn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chipped Exoswarm Pendant,Chipped Exoswarm Pendant,C?n ti?ng Anh nghi v?n: Chipped; Exoswarm; Pendant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Intact Exoswarm Pendant,Intact Exoswarm Pendant,C?n ti?ng Anh nghi v?n: Exoswarm; Intact; Pendant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abyssal Solvent Recipe,Abyssal Solvent Recipe,C?n ti?ng Anh nghi v?n: Abyssal; Recipe; Solvent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Broken Wing Polarizer,Broken Wing Polarizer,C?n ti?ng Anh nghi v?n: Broken; Polarizer; Wing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Layered Wing Polarizer,Layered Wing Polarizer,C?n ti?ng Anh nghi v?n: Layered; Polarizer; Wing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LF Carved Crystal,LF Carved Crystal,C?n ti?ng Anh nghi v?n: Carved; Crystal; LF | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
MF Carved Crystal,MF Carved Crystal,C?n ti?ng Anh nghi v?n: Carved; Crystal; MF | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HF Carved Crystal,HF Carved Crystal,C?n ti?ng Anh nghi v?n: Carved; Crystal; HF | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FF Carved Crystal,FF Carved Crystal,C?n ti?ng Anh nghi v?n: Carved; Crystal; FF | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LF Waveworn Shard,LF Waveworn Shard,C?n ti?ng Anh nghi v?n: LF; Shard; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
MF Waveworn Shard,MF Waveworn Shard,C?n ti?ng Anh nghi v?n: MF; Shard; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HF Waveworn Shard,HF Waveworn Shard,C?n ti?ng Anh nghi v?n: HF; Shard; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FF Waveworn Shard,FF Waveworn Shard,C?n ti?ng Anh nghi v?n: FF; Shard; Waveworn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Elite Class Whisperins,Elite Class Whisperins,C?n ti?ng Anh nghi v?n: Class; Elite; Whisperins | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Elite Class Howlers,Elite Class Howlers,C?n ti?ng Anh nghi v?n: Class; Elite; Howlers | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Synthesis - Potion Making,Synthesis - Potion Making,C?n ti?ng Anh nghi v?n: Making; Potion; Synthesis | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Xiangli Yao's Waveband,Xiangli Yao's Waveband,C?n ti?ng Anh nghi v?n: Waveband; Xiangli; Yao's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lootmapper Use Permit: Roya Frostlands,Giấy phép sử dụng Lootmapper: Roya Frostlands,C?n ti?ng Anh nghi v?n: Frostlands; Lootmapper; Roya | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Special Operation Diary D12547,Special Operation Diary D12547,C?n ti?ng Anh nghi v?n: Diary; Operation; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Special Operation Diary D12547,Special Operation Diary D12547,C?n ti?ng Anh nghi v?n: Diary; Operation; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Special Operation Diary D12547,Special Operation Diary D12547,C?n ti?ng Anh nghi v?n: Diary; Operation; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Special Operation Diary D12547,Special Operation Diary D12547,C?n ti?ng Anh nghi v?n: Diary; Operation; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unsent Electronic Communication,Unsent Electronic Communication,C?n ti?ng Anh nghi v?n: Communication; Electronic; Unsent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Unsent Electronic Communication,Unsent Electronic Communication,C?n ti?ng Anh nghi v?n: Communication; Electronic; Unsent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Medium Sealed Tube,Medium Sealed Tube,C?n ti?ng Anh nghi v?n: Medium; Sealed; Tube | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Advanced Sealed Tube,Advanced Sealed Tube,C?n ti?ng Anh nghi v?n: Advanced; Sealed; Tube | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Sealed Tube,Premium Sealed Tube,C?n ti?ng Anh nghi v?n: Premium; Sealed; Tube | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LF Whisperin Core,LF Whisperin Core,C?n ti?ng Anh nghi v?n: Core; LF; Whisperin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
MF Whisperin Core,MF Whisperin Core,C?n ti?ng Anh nghi v?n: Core; MF; Whisperin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HF Whisperin Core,HF Whisperin Core,C?n ti?ng Anh nghi v?n: Core; HF; Whisperin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FF Whisperin Core,FF Whisperin Core,C?n ti?ng Anh nghi v?n: Core; FF; Whisperin | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LF Howler Core,LF Howler Core,C?n ti?ng Anh nghi v?n: Core; Howler; LF | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
MF Howler Core,MF Howler Core,C?n ti?ng Anh nghi v?n: Core; Howler; MF | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HF Howler Core,HF Howler Core,C?n ti?ng Anh nghi v?n: Core; HF; Howler | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FF Howler Core,FF Howler Core,C?n ti?ng Anh nghi v?n: Core; FF; Howler | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LF Polygon Core,LF Polygon Core,C?n ti?ng Anh nghi v?n: Core; LF; Polygon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
MF Polygon Core,MF Polygon Core,C?n ti?ng Anh nghi v?n: Core; MF; Polygon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HF Polygon Core,HF Polygon Core,C?n ti?ng Anh nghi v?n: Core; HF; Polygon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FF Polygon Core,FF Polygon Core,C?n ti?ng Anh nghi v?n: Core; FF; Polygon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
LF Tidal Residuum,LF Tidal Residuum,C?n ti?ng Anh nghi v?n: LF; Residuum; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
MF Tidal Residuum,MF Tidal Residuum,C?n ti?ng Anh nghi v?n: MF; Residuum; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
HF Tidal Residuum,HF Tidal Residuum,C?n ti?ng Anh nghi v?n: HF; Residuum; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FF Tidal Residuum,FF Tidal Residuum,C?n ti?ng Anh nghi v?n: FF; Residuum; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Roaring Rock Fist,Roaring Rock Fist,C?n ti?ng Anh nghi v?n: Fist; Roaring; Rock | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gold-Dissolving Feather,Gold-Dissolving Feather,C?n ti?ng Anh nghi v?n: Dissolving; Feather; Gold | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wave-Cutting Tooth,Wave-Cutting Tooth,C?n ti?ng Anh nghi v?n: Cutting; Tooth; Wave | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Single Revival Agent,Single Revival Agent,C?n ti?ng Anh nghi v?n: Agent; Revival; Single | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Red Feather Butterfly,Red Feather Butterfly,C?n ti?ng Anh nghi v?n: Butterfly; Feather; Red | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blue Feather Butterfly,Blue Feather Butterfly,C?n ti?ng Anh nghi v?n: Blue; Butterfly; Feather | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Golden-ringed Dragonfly,Golden-ringed Dragonfly,C?n ti?ng Anh nghi v?n: Dragonfly; Golden; ringed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Silver-Banded Lizard,Silver-Banded Lizard,C?n ti?ng Anh nghi v?n: Banded; Lizard; Silver | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Green Pit Lizard,Green Pit Lizard,C?n ti?ng Anh nghi v?n: Green; Lizard; Pit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Black-Striped Frog,Black-Striped Frog,C?n ti?ng Anh nghi v?n: Black; Frog; Striped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Gleaner's Ascension Supply,Gleaner's Ascension Supply,C?n ti?ng Anh nghi v?n: Ascension; Gleaner's; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voyager's Ascension Supply,Voyager's Ascension Supply,C?n ti?ng Anh nghi v?n: Ascension; Supply; Voyager's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reprise Ascension Supply,Reprise Ascension Supply,C?n ti?ng Anh nghi v?n: Ascension; Reprise; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Champion's Battlesong Collection,Champion's Battlesong Collection,C?n ti?ng Anh nghi v?n: Battlesong; Champion's; Collection | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Truthseeker's Battlesong Collection,Truthseeker's Battlesong Collection,C?n ti?ng Anh nghi v?n: Battlesong; Collection; Truthseeker's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Spacetrek Prep Protocol,Spacetrek Prep Protocol,C?n ti?ng Anh nghi v?n: Prep; Protocol; Spacetrek | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Astro-Calibration Protocol,Astro-Calibration Protocol,C?n ti?ng Anh nghi v?n: Astro; Calibration; Protocol | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Truthseeker's Forging Collection,Truthseeker's Forging Collection,C?n ti?ng Anh nghi v?n: Collection; Forging; Truthseeker's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Truthseeker's Tidal Collection,Truthseeker's Tidal Collection,C?n ti?ng Anh nghi v?n: Collection; Tidal; Truthseeker's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Adventurer's Starter Pack,Adventurer's Starter Pack,C?n ti?ng Anh nghi v?n: Adventurer's; Pack; Starter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lynae - Signature Livery,Lynae - Signature Livery,C?n ti?ng Anh nghi v?n: Livery; Lynae; Signature | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Customized Squeezy Jelly,Customized Squeezy Jelly,C?n ti?ng Anh nghi v?n: Customized; Jelly; Squeezy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Pine Needle Soda,Pine Needle Soda,C?n ti?ng Anh nghi v?n: Needle; Pine; Soda | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Smoked Meat Stew,Smoked Meat Stew,C?n ti?ng Anh nghi v?n: Meat; Smoked; Stew | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Grilled Fern Spore,Grilled Fern Spore,C?n ti?ng Anh nghi v?n: Fern; Grilled; Spore | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lemon-Scented Sukiyaki,Lemon-Scented Sukiyaki,C?n ti?ng Anh nghi v?n: Lemon; Scented; Sukiyaki | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Shredded Fish Soup,Shredded Fish Soup,C?n ti?ng Anh nghi v?n: Fish; Shredded; Soup | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Chongzhou Spicy Tofu,Chongzhou Spicy Tofu,C?n ti?ng Anh nghi v?n: Chongzhou; Spicy; Tofu | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sweetleaf Blooming Bread,Sweetleaf Blooming Bread,C?n ti?ng Anh nghi v?n: Blooming; Bread; Sweetleaf | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rusty Iron Case,Rusty Iron Case,C?n ti?ng Anh nghi v?n: Case; Iron; Rusty | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Meditations on Mercy,Dùng để học chế tạo Meditations on Mercy,C?n ti?ng Anh nghi v?n: Meditations; Mercy; on | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Meditations on Mercy,Dùng để học chế tạo Meditations on Mercy,C?n ti?ng Anh nghi v?n: Meditations; Mercy; on | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Fables of Wisdom,Dùng để học chế tạo Fables of Wisdom,C?n ti?ng Anh nghi v?n: Fables; of; Wisdom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Fables of Wisdom,Dùng để học chế tạo Fables of Wisdom,C?n ti?ng Anh nghi v?n: Fables; of; Wisdom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Romance in Farewell,Dùng để học chế tạo Romance in Farewell,C?n ti?ng Anh nghi v?n: Farewell; in; Romance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Romance in Farewell,Dùng để học chế tạo Romance in Farewell,C?n ti?ng Anh nghi v?n: Farewell; in; Romance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Waltz in Masquerade,Dùng để học chế tạo Waltz in Masquerade,C?n ti?ng Anh nghi v?n: in; Masquerade; Waltz | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Used to learn the crafting of Waltz in Masquerade,Dùng để học chế tạo Waltz in Masquerade,C?n ti?ng Anh nghi v?n: in; Masquerade; Waltz | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Meditations on Mercy Crafting Recipe,Công thức chế tạo Meditations on Mercy,C?n ti?ng Anh nghi v?n: Meditations; Mercy; on | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fables of Wisdom Crafting Recipe,Công thức chế tạo Fables of Wisdom,C?n ti?ng Anh nghi v?n: Fables; of; Wisdom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Romance in Farewell Crafting Recipe,Công thức chế tạo Romance in Farewell,C?n ti?ng Anh nghi v?n: Farewell; in; Romance | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Waltz in Masquerade Crafting Recipe,Công thức chế tạo Waltz in Masquerade,C?n ti?ng Anh nghi v?n: in; Masquerade; Waltz | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Adventurer's Starter Pack,Adventurer's Starter Pack,C?n ti?ng Anh nghi v?n: Adventurer's; Pack; Starter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sea Bunny Meat,Sea Bunny Meat,C?n ti?ng Anh nghi v?n: Bunny; Meat; Sea | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Inert Metallic Drip,Inert Metallic Drip,C?n ti?ng Anh nghi v?n: Drip; Inert; Metallic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reactive Metallic Drip,Reactive Metallic Drip,C?n ti?ng Anh nghi v?n: Drip; Metallic; Reactive | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Polarized Metallic Drip,Polarized Metallic Drip,C?n ti?ng Anh nghi v?n: Drip; Metallic; Polarized | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Heterized Metallic Drip,Heterized Metallic Drip,C?n ti?ng Anh nghi v?n: Drip; Heterized; Metallic | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wood-textured Shard,Wood-textured Shard,C?n ti?ng Anh nghi v?n: Shard; textured; Wood | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Forgery Medium Supply,Forgery Medium Supply,C?n ti?ng Anh nghi v?n: Forgery; Medium; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Forgery Advanced Supply,Forgery Advanced Supply,C?n ti?ng Anh nghi v?n: Advanced; Forgery; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Forgery Premium Supply,Forgery Premium Supply,C?n ti?ng Anh nghi v?n: Forgery; Premium; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.10 Supply Pack,Lv.10 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.20 Supply Pack,Lv.20 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.30 Supply Pack,Lv.30 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.40 Supply Pack,Lv.40 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.50 Supply Pack,Lv.50 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.60 Supply Pack,Lv.60 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.65 Supply Pack,Lv.65 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.70 Supply Pack,Lv.70 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.75 Supply Pack,Lv.75 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lv.80 Supply Pack,Lv.80 Supply Pack,C?n ti?ng Anh nghi v?n: Lv; Pack; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Returnee's Radiant Collection,Returnee's Radiant Collection,C?n ti?ng Anh nghi v?n: Collection; Radiant; Returnee's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Ginkgo: Syntonize Supply,Ginkgo: Syntonize Supply,C?n ti?ng Anh nghi v?n: Ginkgo; Supply; Syntonize | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reunion's Tidal Aid,Reunion's Tidal Aid,C?n ti?ng Anh nghi v?n: Aid; Reunion's; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reunion's Tidal Collection,Reunion's Tidal Collection,C?n ti?ng Anh nghi v?n: Collection; Reunion's; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reunion's EXP Aid,Reunion's EXP Aid,C?n ti?ng Anh nghi v?n: Aid; EXP; Reunion's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Reunion's Forgery Aid,Reunion's Forgery Aid,C?n ti?ng Anh nghi v?n: Aid; Forgery; Reunion's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Returnee's Radiant Aid,Returnee's Radiant Aid,C?n ti?ng Anh nghi v?n: Aid; Radiant; Returnee's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Returnee's Solvent Aid,Returnee's Solvent Aid,C?n ti?ng Anh nghi v?n: Aid; Returnee's; Solvent | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Medium Enclosure Tank,Medium Enclosure Tank,C?n ti?ng Anh nghi v?n: Enclosure; Medium; Tank | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Advanced Enclosure Tank,Advanced Enclosure Tank,C?n ti?ng Anh nghi v?n: Advanced; Enclosure; Tank | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Premium Enclosure Tank,Premium Enclosure Tank,C?n ti?ng Anh nghi v?n: Enclosure; Premium; Tank | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Insider Channel Key,Insider Channel Key,C?n ti?ng Anh nghi v?n: Channel; Insider; Key | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Magisterial Radiant Aid,Magisterial Radiant Aid,C?n ti?ng Anh nghi v?n: Aid; Magisterial; Radiant | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Traveler's EXP Aid,Traveler's EXP Aid,C?n ti?ng Anh nghi v?n: Aid; EXP; Traveler's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Advanced Experience Package,Advanced Experience Package,C?n ti?ng Anh nghi v?n: Advanced; Experience; Package | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Advanced Experience Package,Advanced Experience Package,C?n ti?ng Anh nghi v?n: Advanced; Experience; Package | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Blake Bloom's Aid,Blake Bloom's Aid,C?n ti?ng Anh nghi v?n: Aid; Blake; Bloom's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Returnee's Forgery Aid,Returnee's Forgery Aid,C?n ti?ng Anh nghi v?n: Aid; Forgery; Returnee's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Magisterial Forging Aid,Magisterial Forging Aid,C?n ti?ng Anh nghi v?n: Aid; Forging; Magisterial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Heat Absorption Device,Heat Absorption Device,C?n ti?ng Anh nghi v?n: Absorption; Device; Heat | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Water Quality Sample,Water Quality Sample,C?n ti?ng Anh nghi v?n: Quality; Sample; Water | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Star-shaped Core,Star-shaped Core,C?n ti?ng Anh nghi v?n: Core; shaped; Star | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Strangely Shaped Key,Strangely Shaped Key,C?n ti?ng Anh nghi v?n: Key; Shaped; Strangely | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Rusted Data Card,Rusted Data Card,C?n ti?ng Anh nghi v?n: Card; Data; Rusted | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Qiongxue's Original Manuscript,Qiongxue's Original Manuscript,C?n ti?ng Anh nghi v?n: Manuscript; Original; Qiongxue's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Athos's Information Touchpad,Athos's Information Touchpad,C?n ti?ng Anh nghi v?n: Athos's; Information; Touchpad | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Icefield Honor Medal,Icefield Honor Medal,C?n ti?ng Anh nghi v?n: Honor; Icefield; Medal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Plum Blossom Pole,Plum Blossom Pole,C?n ti?ng Anh nghi v?n: Blossom; Plum; Pole | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
