en_source,vn_translate,loi_du_doan
Consumes Life Stars.,Tiêu hao Life Stars.,C?n ti?ng Anh nghi v?n: Life; Stars | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
Consumes Life Stars.,Tiêu hao Life Stars.,C?n ti?ng Anh nghi v?n: Life; Stars | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 12.67
"Pioneer Association was founded after the Wuthering War by human community. They sometimes go by PA for short.
Due to the trusting relationship between Resonators and regular people in Huanglong, PA got relatively huge scale in Huanglong, and take on more responsibility. Joining the PA is something worth being proud of in Huanglong.","Hiệp hội Tiên phong được thành lập sau Chiến tranh Wuthering bởi cộng đồng loài người. Đôi khi họ được gọi tắt là PA.
Do mối quan hệ tin tưởng giữa Resonators và người dân thường ở Huanglong, PA có quy mô tương đối lớn ở Huanglong và đảm nhận nhiều trách nhiệm hơn. Gia nhập PA là điều đáng tự hào ở Huanglong.",C?n ti?ng Anh nghi v?n: PA; Wuthering | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.235 | M?c ??: 12.35
"Huaxu Academy is Jinzhou's scientific research center. As a branch of the esteemed Huanglong Huaxu Academy, it boasts a rich academic legacy and prioritizes advancements in science and technology. Situated on the frontline against the Tacet Discords, it plays a crucial role in the ongoing war effort.","Huaxu Academy là trung tâm nghiên cứu khoa học của Jinzhou. Là một chi nhánh của Huaxu Academy Huanglong danh tiếng, nơi đây sở hữu truyền thống học thuật lâu đời và ưu tiên phát triển khoa học công nghệ. Nằm ở tiền tuyến chống lại Tacet Discord, học viện đóng vai trò quan trọng trong nỗ lực chiến tranh.",C?n ti?ng Anh nghi v?n: Academy; Huaxu | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.235 | M?c ??: 12.35
"Trinomial name ""Ursus spelaeus sagispina"", mainly found inhabiting the Huanglong Forest. This Mutant Organism has poor eyesight and relies mainly on hearing for hunting.","Tên khoa học ba phần ""Ursus spelaeus sagispina"", chủ yếu sinh sống tại Khu Rừng Huanglong. Sinh Vật Đột Biến này có thị lực kém và chủ yếu dựa vào thính giác để săn mồi.",C?n ti?ng Anh nghi v?n: sagispina; spelaeus; Ursus | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"A Tacet Discord observed in the Central Plains, there has been only sighting report for this TD, that of which from the Rover. There is no detailed record of its full appearance, and it is judged to be extremely dangerous according to its energy level.","Một Discord được quan sát thấy ở Central Plains, chỉ có một báo cáo nhìn thấy TD này từ Rover. Không có ghi chép chi tiết về diện mạo đầy đủ của nó, và nó được đánh giá là cực kỳ nguy hiểm dựa trên mức năng lượng.",C?n ti?ng Anh nghi v?n: Central; Discord; Plains | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"A Tacet Discord observed in the Central Plains, there has been only sighting report for this TD, that of which from the Rover. There is no detailed record of its full appearance, and it is judged to be extremely dangerous according to its energy level.","Một Discord được quan sát thấy ở Central Plains, chỉ có một báo cáo nhìn thấy TD này từ Rover. Không có ghi chép chi tiết về diện mạo đầy đủ của nó, và nó được đánh giá là cực kỳ nguy hiểm dựa trên mức năng lượng.",C?n ti?ng Anh nghi v?n: Central; Discord; Plains | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"An enigmatic rift suddenly appears in the depth of the mine. In this special Sonoro Sphere, the alloys forged by Shilang offer unexpected aid to you.","Một vết nứt bí ẩn đột nhiên xuất hiện sâu trong mỏ. Trong Sonoro Sphere đặc biệt này, những hợp kim do Shilang rèn tạo sẽ mang đến sự trợ giúp bất ngờ cho bạn.",C?n ti?ng Anh nghi v?n: Shilang; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
This will only replace the Resonator's Echo Skill. Their Sonata will remain effective.,Thao tác này chỉ thay thế Echo Skill của Resonator. Sonata của họ vẫn sẽ có hiệu lực.,C?n ti?ng Anh nghi v?n: Skill; Sonata | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"As time slows down, the light waves are stretched out—perhaps therein lies the ultimate answer to the universe.
Please protect the experimental device and help Cosmos complete the test.","Khi thời gian chậm lại, sóng ánh sáng bị kéo dài—có lẽ trong đó ẩn chứa câu trả lời tối thượng cho vũ trụ.
Hãy bảo vệ thiết bị thí nghiệm và giúp Cosmos hoàn thành bài test.",C?n ti?ng Anh nghi v?n: Cosmos; test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"In the darkness, someone exclaims, ""People don't understand destiny, and that's why I have made myself destiny.""
Please protect the experimental device and help Cosmos complete the test.","Trong bóng tối, ai đó thốt lên: ""Con người không hiểu số phận, nên ta đã tự mình trở thành số phận.""
Hãy bảo vệ thiết bị thử nghiệm và giúp Cosmos hoàn thành bài test.",C?n ti?ng Anh nghi v?n: Cosmos; test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Rover can consume Forte Gauge to cast an <color=#8c7e51>enhanced Resonance Skill</color>,Rover có thể tiêu hao Forte Gauge để sử dụng <color=#8c7e51>Resonance Skill được tăng cường</color>,C?n ti?ng Anh nghi v?n: Gauge; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Rover can consume Forte Gauge to cast an <color=#8c7e51>enhanced Resonance Skill</color>,Rover có thể tiêu hao Forte Gauge để sử dụng <color=#8c7e51>Resonance Skill được tăng cường</color>,C?n ti?ng Anh nghi v?n: Gauge; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"Echoes with the <color=#8c7e51>Transform</color> Skill can support other Echoes. First, Deploy the <color=#8c7e51>Fusion Warrior</color> to the Frontline.","Echoes có <color=#8c7e51>Biến Đổi Skill</color> có thể hỗ trợ các Echoes khác. Trước tiên, triển khai <color=#8c7e51>Fusion Warrior</color> lên tiền tuyến.",C?n ti?ng Anh nghi v?n: Skill; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"Echoes with the <color=#8c7e51>Transform</color> Skill can support other Echoes. First, Deploy the <color=#8c7e51>Fusion Warrior</color> to the Frontline.","Echoes có <color=#8c7e51>Biến Đổi Skill</color> có thể hỗ trợ các Echoes khác. Trước tiên, triển khai <color=#8c7e51>Fusion Warrior</color> lên tiền tuyến.",C?n ti?ng Anh nghi v?n: Skill; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"Echoes with the <color=#8c7e51>Transform</color> Skill can support other Echoes. First, Deploy the <color=#8c7e51>Fusion Warrior</color> to the Frontline.","Echoes có <color=#8c7e51>Biến Đổi Skill</color> có thể hỗ trợ các Echoes khác. Trước tiên, triển khai <color=#8c7e51>Fusion Warrior</color> lên tiền tuyến.",C?n ti?ng Anh nghi v?n: Skill; Warrior | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Some enemies enter a Status-Locked state while using casting skills or in certain states. During which Off-Tune Level cannot be accumulated and the enemy leaves Mistune state,"Một số kẻ địch sẽ ở trạng thái Khóa Status khi sử dụng kỹ năng niệm chú hoặc trong một số trạng thái nhất định. Trong thời gian này, Cấp Độ Lệ Nhịp không thể tích lũy và kẻ địch sẽ thoát khỏi trạng thái Mistune.",C?n ti?ng Anh nghi v?n: Mistune; Status | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Some enemies enter a Status-Locked state while using casting skills or in certain states. During which Off-Tune Level cannot be accumulated and the enemy leaves Mistune state,"Một số kẻ địch sẽ ở trạng thái Khóa Status khi sử dụng kỹ năng niệm chú hoặc trong một số trạng thái nhất định. Trong thời gian này, Cấp Độ Lệ Nhịp không thể tích lũy và kẻ địch sẽ thoát khỏi trạng thái Mistune.",C?n ti?ng Anh nghi v?n: Mistune; Status | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Some enemies enter a Status-Locked state while using casting skills or in certain states. During which Off-Tune Level cannot be accumulated and the enemy leaves Mistune state,"Một số kẻ địch sẽ ở trạng thái Khóa Status khi sử dụng kỹ năng niệm chú hoặc trong một số trạng thái nhất định. Trong thời gian này, Cấp Độ Lệ Nhịp không thể tích lũy và kẻ địch sẽ thoát khỏi trạng thái Mistune.",C?n ti?ng Anh nghi v?n: Mistune; Status | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Concerto Companions will cast their Resonance Liberation when summoned.,Concerto Companions sẽ tung Resonance Liberation khi được triệu hồi.,C?n ti?ng Anh nghi v?n: Companions; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Concerto Companions will cast their Resonance Liberation when summoned.,Concerto Companions sẽ tung Resonance Liberation khi được triệu hồi.,C?n ti?ng Anh nghi v?n: Companions; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
Concerto Companions will cast their Resonance Liberation when summoned.,Concerto Companions sẽ tung Resonance Liberation khi được triệu hồi.,C?n ti?ng Anh nghi v?n: Companions; Liberation | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 12.33
"Trinomial name ""Chrysocyon brachyurus terreo"". Adult Dreadmanes are larger in size, ambulant and nocturnal, and lives in packs, with strong social and aggressive characteristics.","Tên khoa học ba phần ""Chrysocyon brachyurus terreo"". Dreadmane trưởng thành có kích thước lớn hơn, di chuyển và hoạt động về đêm, sống theo bầy đàn, có tính xã hội cao và hung dữ.",C?n ti?ng Anh nghi v?n: brachyurus; Chrysocyon; terreo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.3 | M?c ??: 12.0
"Beside a mysterious gateway stands a girl who has accidentally wandered through it—Dorothy. She seeks your help to defeat the monsters lurking behind the gate.
In this challenge, you can choose ""Dorothy's Companions"" as Echoes to assist you in battle, which greatly enhances the combat abilities of Resonators.
You can complete the task with your Friends.","Bên cạnh một cánh cổng bí ẩn là cô gái Dorothy, vô tình lạc qua đó. Cô ấy cần sự giúp đỡ của bạn để đánh bại những con quái vật ẩn nấp sau cánh cổng.
Trong thử thách này, bạn có thể chọn ""Dorothy's Companions"" làm Echoes hỗ trợ trong trận chiến, giúp tăng cường đáng kể sức mạnh chiến đấu của Resonators.
Bạn có thể hoàn thành nhiệm vụ cùng Bạn bè.",C?n ti?ng Anh nghi v?n: Companions; Dorothy; Dorothy's | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.3 | M?c ??: 12.0
"Revival Time: 15s (Solo)/10s (Co-op)
The enemy's ATK increases by 50% in the first 60 seconds.","Cooldown sinh: 15 giây (Solo)/10 giây (Hợp tác)
ATK của kẻ địch tăng 50% trong 60 giây đầu.",C?n ti?ng Anh nghi v?n: Cooldown; Solo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.4 | M?c ??: 12.0
"Revival Time: 10s (Solo & Co-op)
<color=#c25757>Trial Resonators will be available in Solo mode.</color>","Cooldown sinh: 10 giây (Chơi đơn & Đồng đội)
<color=#c25757>Trial Resonators sẽ khả dụng trong chế độ Chơi đơn.</color>",C?n ti?ng Anh nghi v?n: Cooldown; Trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.4 | M?c ??: 12.0
"Revival Time: 10s (Solo & Co-op)
<color=#c25757>Trial Resonators will be available in Solo mode.</color>","Cooldown sinh: 10 giây (Chơi đơn & Đồng đội)
<color=#c25757>Trial Resonators sẽ khả dụng trong chế độ Chơi đơn.</color>",C?n ti?ng Anh nghi v?n: Cooldown; Trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.4 | M?c ??: 12.0
"Revival Time: 10s (Solo & Co-op)
<color=#c25757>Trial Resonators will be available in Solo mode.</color>","Cooldown sinh: 10 giây (Chơi đơn & Đồng đội)
<color=#c25757>Trial Resonators sẽ khả dụng trong chế độ Chơi đơn.</color>",C?n ti?ng Anh nghi v?n: Cooldown; Trial | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.4 | M?c ??: 12.0
"To prove they can endure the extreme neural load of connecting to the Exostrider, Synchronists must pass a synchronization test.
All for the torch of humanity.","Để chứng minh họ có thể chịu đựng tải trọng thần kinh cực hạn khi kết nối với Exostrider, các Synchronist phải vượt qua bài test đồng bộ hóa.
Tất cả vì ngọn đuốc nhân loại.",C?n ti?ng Anh nghi v?n: Exostrider; test | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.286 | M?c ??: 11.86
"""People may forget the important things, but they will crawl back in our dreams.""
Try challenging the special enemy behind the door. Good luck.","""Con người có thể quên đi những điều quan trọng, nhưng chúng sẽ quay lại trong giấc mơ.""
Hãy thử thách kẻ địch đặc biệt phía sau cánh cửa. Good luck.",C?n ti?ng Anh nghi v?n: Good; luck | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.286 | M?c ??: 11.86
"<color=Highlight>With full Concerto Energy</color>, Phoebe can be switched onto the field and deal Spectro DMG to nearby targets.","<color=Highlight>Khi Concerto Energy đầy</color>, có thể đổi sang Phoebe và gây Spectro DMG lên mục tiêu gần đó.",C?n ti?ng Anh nghi v?n: Energy; Phoebe | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.286 | M?c ??: 11.86
"Binomial name ""Devorsonidum fusio"", a member of the genus Devorsonidum. Bilateral upper limbs resemble long and short spears respectively, and can attack by stabbing and chopping. Moderate danger level.","Tên nhị thức ""Devorsonidum fusio"", thuộc chi Devorsonidum. Hai chi trên đối xứng giống như giáo dài và ngắn, có thể tấn công bằng cách đâm và chém. Mức độ nguy hiểm trung bình.",C?n ti?ng Anh nghi v?n: Devorsonidum; fusio | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 11.75
"Binomial name ""Resinacrustidum convenire"", a member of the genus Resinacrustidum. One of many low danger level Tacet Discords that are widely found across the world.","Tên nhị thức ""Resinacrustidum convenire"", thuộc chi Resinacrustidum. Một trong nhiều Tacet Discord cấp độ nguy hiểm thấp được tìm thấy rộng rãi trên thế giới.",C?n ti?ng Anh nghi v?n: convenire; Resinacrustidum | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 11.75
"Hold {0} to charge the <color=#8c7e51>Forte Gauge</color>. When Forte Gauge is full, release to cast <color=#8c7e51>Frostfall</color> and obtain one Antique.","Giữ {0} để nạp <color=#8c7e51>Forte Gauge</color>. Khi Forte Gauge đầy, thả ra để thi triển <color=#8c7e51>Frostfall</color> và nhận một Mảnh Cổ vật.",C?n ti?ng Anh nghi v?n: Frostfall; Gauge | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 11.75
"Hold {0} to charge the <color=#8c7e51>Forte Gauge</color>. When Forte Gauge is full, release to cast <color=#8c7e51>Frostfall</color> and obtain one Antique.","Giữ {0} để nạp <color=#8c7e51>Forte Gauge</color>. Khi Forte Gauge đầy, thả ra để thi triển <color=#8c7e51>Frostfall</color> và nhận một Mảnh Cổ vật.",C?n ti?ng Anh nghi v?n: Frostfall; Gauge | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.375 | M?c ??: 11.75
"Binomial name ""Acanthacorydalis squapenna"", a member of the genus Resinacrustidum. Commonly found on waterfronts in warm and humid areas throughout Huanglong. Although slightly aggressive, they are easily preyed upon by Geohide Saurians and others, and are not very dangerous. Relatively low danger level.","Tên khoa học ""Acanthacorydalis squapenna"", thuộc chi Resinacrustidum. Thường xuất hiện ở ven nước tại các khu vực ấm áp và ẩm ướt trên khắp Huanglong. Dù hơi hung dữ, chúng dễ bị săn bắt bởi Thằn Lằn Địa Ẩn và các loài khác, không quá nguy hiểm. Mức độ nguy hiểm tương đối thấp.",C?n ti?ng Anh nghi v?n: Acanthacorydalis; Resinacrustidum; squapenna | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.273 | M?c ??: 11.73
"A lightweight, all-terrain vehicle co-developed by the Department of Exostrider Engineering and the Department of Voidmatters at Startorch Academy. Indispensable for field expeditions, the Academy has created specialized driving courses and multiple training tracks around the campus to cater to the adventurous spirit of its students and faculty.","Một phương tiện di chuyển đa địa hình nhẹ, đồng phát triển bởi Khoa Kỹ thuật Exostrider và Khoa Vật Chất Hư Không của Startorch Academy. Là công cụ không thể thiếu cho các chuyến thám hiểm thực địa, Học viện đã xây dựng các khóa học lái xe chuyên biệt và nhiều đường đua huấn luyện quanh khuôn viên để đáp ứng tinh thần phiêu lưu của sinh viên và giảng viên.",C?n ti?ng Anh nghi v?n: Academy; Exostrider; Startorch | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.273 | M?c ??: 11.73
Film Theory unlocks certain special abilities within each Film.,Lý Thuyết Film mở khóa một số khả năng đặc biệt trong mỗi bộ Film.,C?n ti?ng Anh nghi v?n: Film | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Film Theory unlocks certain special abilities within each Film.,Lý Thuyết Film mở khóa một số khả năng đặc biệt trong mỗi bộ Film.,C?n ti?ng Anh nghi v?n: Film | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Film Theory unlocks certain special abilities within each Film.,Lý Thuyết Film mở khóa một số khả năng đặc biệt trong mỗi bộ Film.,C?n ti?ng Anh nghi v?n: Film | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Your opponent has used Domain. You can view their Domain skills here.,Đối thủ đã sử dụng Domain. Bạn có thể xem kỹ năng Domain của họ tại đây.,C?n ti?ng Anh nghi v?n: Domain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Your opponent has used Domain. You can view their Domain skills here.,Đối thủ đã sử dụng Domain. Bạn có thể xem kỹ năng Domain của họ tại đây.,C?n ti?ng Anh nghi v?n: Domain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Your opponent has used Domain. You can view their Domain skills here.,Đối thủ đã sử dụng Domain. Bạn có thể xem kỹ năng Domain của họ tại đây.,C?n ti?ng Anh nghi v?n: Domain | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Check the Modding Tasks to obtain Aerial Modding Points.,Kiểm tra Nhiệm Vụ Modding để nhận Điểm Modding Hàng Không.,C?n ti?ng Anh nghi v?n: Modding | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Check the Modding Tasks to obtain Aerial Modding Points.,Kiểm tra Nhiệm Vụ Modding để nhận Điểm Modding Hàng Không.,C?n ti?ng Anh nghi v?n: Modding | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
Check the Modding Tasks to obtain Aerial Modding Points.,Kiểm tra Nhiệm Vụ Modding để nhận Điểm Modding Hàng Không.,C?n ti?ng Anh nghi v?n: Modding | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.667 | M?c ??: 11.67
"Powerful skill performed by 2 Resonators. While the Concerto Vibrancy is fully charged, switching Resonators will consume all of it, and trigger Concerto Effect base on the switched Character's attack attribute.","Kỹ năng mạnh được thực hiện bởi 2 Resonators. Khi Concerto Vibrancy được nạp đầy, việc chuyển đổi Resonators sẽ tiêu hao toàn bộ và kích hoạt Concerto Effect dựa trên thuộc tính tấn công của nhân vật được chuyển đổi.",C?n ti?ng Anh nghi v?n: Effect; Vibrancy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 11.5
Dealing Tune Break DMG increases Resonance Skill DMG by 40% for all Resonators in the team for 10s.,Gây DMG Break Nhạc sẽ tăng DMG Resonance Skill của tất cả Resonators trong đội lên 40% trong 10 giây.,C?n ti?ng Anh nghi v?n: Break; Skill | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.25 | M?c ??: 11.5
"Wait, isn’t the golden handle spoon that big pyrite spoon from Uncle Wei’s shop? I thought you both knew.","Khoan, cái muỗng cán vàng này chẳng phải cái muỗng pyrite to đùng ở tiệm chú Vi sao? Tớ tưởng hai cậu biết mà.",C?n ti?ng Anh nghi v?n: pyrite; to | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.333 | M?c ??: 11.33
Co-op mode will allow you meet with other Rovers. Kindness may lead you to precious friendship.,Chế độ Co-op sẽ giúp bạn gặp gỡ các Rover khác. Kindness có thể dẫn bạn đến những tình bạn quý giá.,C?n ti?ng Anh nghi v?n: Kindness; op | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
You can experience special story of Resonators in Solo Record.,Bạn có thể trải nghiệm câu chuyện đặc biệt của Resonators trong Solo Record.,C?n ti?ng Anh nghi v?n: Record; Solo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Co-op mode will allow you meet with other Rovers. Kindness may lead you to precious friendship.,Chế độ Co-op sẽ giúp bạn gặp gỡ các Rover khác. Kindness có thể dẫn bạn đến những tình bạn quý giá.,C?n ti?ng Anh nghi v?n: Kindness; op | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Tambourine Instrumentalists can play a tune to create energy ball of Rapture energy to hinder your actions.,Nhạc công Tambourine có thể chơi một giai điệu tạo ra quả cầu năng lượng Rapture để cản trở hành động của bạn.,C?n ti?ng Anh nghi v?n: Rapture; Tambourine | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"Common exchange offices found in major cities, a place where you can use Interference Slides obtained from sampling missions to exchange for rare supplies.","Văn phòng trao đổi phổ biến tại các thành phố lớn, nơi bạn có thể dùng Interference Slides thu được từ nhiệm vụ lấy mẫu để đổi lấy vật tư hiếm.",C?n ti?ng Anh nghi v?n: Interference; Slides | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
<u>Privacy Policy for Children</u>,<u>Privacy Policy Dành Cho Trẻ Em</u>,C?n ti?ng Anh nghi v?n: Policy; Privacy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
Privacy Policy for Children,Privacy Policy Dành Cho Trẻ Em,C?n ti?ng Anh nghi v?n: Policy; Privacy | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
"When upgraded Echoes are used in Tuning, upgrade materials will be partially returned.","Khi dùng Echoes upgraded để Tuning, vật liệu nâng cấp sẽ được hoàn trả một phần.",C?n ti?ng Anh nghi v?n: Tuning; upgraded | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
More Chrono Traces will be available in the future. Stay tuned.,Sẽ có thêm Chrono Traces trong tương lai. Hãy đón chờ nhé.,C?n ti?ng Anh nghi v?n: Chrono; Traces | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 0.5 | M?c ??: 11.0
