en_source,vn_translate,loi_du_doan
"Hehe, yes. I’ve thought it over and I do need the help of you young folks.","Hehe, đúng rồi. Tôi đã suy nghĩ kỹ và thực sự cần sự giúp đỡ của các cậu.",C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"No worries, I’m bursting with energy! So, Grandpa Jingzhu, what’s the plan?","Đừng lo, tôi tràn đầy năng lượng mà! Vậy ông Jingzhu, kế hoạch là gì ạ?",C?n ti?ng Anh nghi v?n: Jingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Don’t worry, Yingying. Grandma will be alright. She’ll be back home soon.","Đừng lo, Yingying. Bà sẽ ổn thôi. Bà sẽ sớm về nhà mà.",C?n ti?ng Anh nghi v?n: Yingying | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Let’s not dawdle. Hang tight, Linghan! We’re on our way!","Đừng chần chừ nữa. Cố lên, Linghan! Chúng ta đang đến!",C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"It was Linghan who proposed a brilliant strategy. With her deep understanding of Echoes, she suggested utilizing them to repel the enemies’ assault.","Chính Linghan đã đề xuất một chiến thuật xuất sắc. Với hiểu biết sâu sắc về Echoes, cô đề nghị sử dụng chúng để đẩy lùi cuộc tấn công của kẻ địch.",C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Grandpa Jingzhu, why are you crying?","Ông Jingzhu, sao ông lại khóc thế ạ?",C?n ti?ng Anh nghi v?n: Jingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Jingzhu... Did you just have flowers with you?,Jingzhu... Cậu vừa cầm hoa đấy à?,C?n ti?ng Anh nghi v?n: Jingzhu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Because I made a promise to you, Linghan. I vowed to never let you be alone, and I intend to uphold that promise for eternity.","Bởi vì tớ đã hứa với cậu, Linghan. Tớ thề sẽ không bao giờ để cậu một mình, và tớ sẽ giữ lời hứa đó mãi mãi.",C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Sorry for bringing up sad things. Thank you for helping me find Linghan.,Xin lỗi vì đã nhắc đến chuyện buồn. Cảm ơn bạn đã giúp tôi tìm thấy Linghan.,C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Linghan has accepted me. It’s a great joy! I should feel happy!,Linghan đã chấp nhận tôi. Thật là vui sướng! Tôi phải cảm thấy hạnh phúc mới được!,C?n ti?ng Anh nghi v?n: Linghan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
And Dr. Luuk?,Còn Tiến sĩ Luuk thì sao?,C?n ti?ng Anh nghi v?n: Luuk | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Hmm... then I'll have to try something else next time.,Hmm... vậy lần sau mình sẽ thử cách khác.,C?n ti?ng Anh nghi v?n: Hmm | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Shh... Uncle Chenpi... Please don’t call me that, remember?","Shh... Bác Trần Phi... Đừng gọi cháu thế, nhớ không?",C?n ti?ng Anh nghi v?n: Shh | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Could you please let me have this Sonance Casket?,Cậu có thể cho tớ cái Hòm Sonance này được không?,C?n ti?ng Anh nghi v?n: Sonance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Aww, Chixia... You know I’ll never do something like that…","Ôi, Chixia... Cậu biết mà, tớ sẽ không bao giờ làm điều như thế đâu...",C?n ti?ng Anh nghi v?n: Chixia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"It’s a deal, then. (Hand over the Sonance Casket)",Vậy thì thỏa thuận thế này. (Trao Rương Sonance),C?n ti?ng Anh nghi v?n: Sonance | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Our headquarters has extended an invitation to you. Please consider joining the Pioneer Association!,Trụ sở chính đã gửi lời mời đến ngươi. Hãy cân nhắc gia nhập Hiệp Hội Pioneer!,C?n ti?ng Anh nghi v?n: Pioneer | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Oops, Gulpuff plushies sold out... Want me to reserve one for you?","Ôi, thú nhồi bông Gulpuff hết hàng mất rồi... Cậu muốn tớ đặt trước một con không?",C?n ti?ng Anh nghi v?n: Gulpuff | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Is that so? It leads to the Somnoire, a place where all the dreams, memories, and emotions of Solaris-3 converge.","Vậy à? Nó dẫn đến Somnoire, nơi hội tụ mọi giấc mơ, ký ức và cảm xúc của Solaris-3.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You know about the Somnoire? It's where all the dreams, memories, and emotions of Solaris-3 are stored.","Bạn biết về Somnoire chứ? Đó là nơi lưu trữ tất cả những giấc mơ, ký ức và cảm xúc của Solaris-3.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Before your reawakening, something that shouldn't have been there infiltrated the Somnoire.","Trước khi bạn thức tỉnh, có thứ không nên tồn tại đã xâm nhập vào Somnoire.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"The Somnoire needs authentic memories and experiences, and I shouldn't tamper with them.","Somnoire cần những ký ức và trải nghiệm chân thật, và tôi không nên can thiệp vào chúng.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The situation inside Somnoire must be worse than I thought.,Tình hình bên trong Somnoire chắc còn tồi tệ hơn tôi nghĩ.,C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
And here we are. This is the <color=Highlight>Synthesizer</color> Uncle Wei mentioned.,Và chúng ta đã đến nơi. Đây chính là <color=Highlight>Bộ Tổng hợp</color> mà chú Wei đã nhắc đến.,C?n ti?ng Anh nghi v?n: Wei | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Auntie Panhua, how about giving me and {PlayerName} a shot at it together?","Dì Panhua, để cháu và {PlayerName} thử sức cùng nhau được không ạ?",C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"No, no, no, Auntie Panhua, just forget that name! I’m begging you!","Không, không, thím Panhua à, đừng nhắc đến cái tên đó nữa! Tôi van thím đấy!",C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Before long, Panhua served up the dishes. The delicious pairing of sweet Candied Caltrops and slow-cooked Jinzhou Stew made you hungry.","Chẳng mấy chốc, Panhua đã dọn món lên. Sự kết hợp tuyệt vời giữa Bánh Củ Mã Thầy Đường và món Hầm Jinzhou nấu chậm khiến bạn thấy đói bụng.",C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Auntie Panhua! You’ve got the sweetest heart. I always knew it!,Dì Panhua! Dì thật là tốt bụng. Con luôn biết điều đó mà!,C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Haha, but I truly owe you big time for lending a hand. You’re the reason those elderly folks with mobility issues get their goods on time. Thanks!","Haha, nhưng thật lòng mình rất mang ơn cậu đã giúp đỡ. Chính nhờ cậu mà những người lớn tuổi khó đi lại mới nhận được hàng đúng giờ. Cảm ơn nhiều nhé!",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Well, yeah... But fun fact, it’s Auntie Panhua who gave me this recipe.","Ừ, đúng vậy... Nhưng có điều thú vị là chính dì Panhua đã cho tôi công thức này.",C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hey, Uncle Mahe, did you catch any hints?","Này, bác Mahe, bác có phát hiện ra điều gì không?",C?n ti?ng Anh nghi v?n: Mahe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Oh yeah! That’s right! Didn’t realize you had such a knack for summarizing. You must be a big fan of Hero Plays, am I right?",Ồ đúng rồi! Đúng là vậy! Không ngờ cậu lại có tài tóm tắt đến thế. Chắc cậu là fan cứng của những vở kịch anh hùng nhỉ?,C?n ti?ng Anh nghi v?n: fan | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"You betcha! If Auntie Panhua whips this up, you’re getting a front-row seat to taste it!","Chắc chắn rồi! Nếu dì Panhua làm món này, cậu sẽ được nếm thử ngay trên hàng ghế đầu!",C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Since we know the ingredients required, Chixia and I will head out and grab what we need.","Vì chúng ta đã biết nguyên liệu cần thiết, tôi và Chixia sẽ đi lấy những thứ cần dùng.",C?n ti?ng Anh nghi v?n: Chixia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Don’t be like Chixia, just barging in and scaring everyone.","Đừng có mà học theo Chixia, xông vào làm mọi người sợ hết hồn.",C?n ti?ng Anh nghi v?n: Chixia | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Haha, you’re exaggerating. As far as I know, only we, your old pals, are calling you that.","Haha, cậu nói quá rồi. Theo tôi biết, chỉ có đám bạn cũ của cậu mới gọi cậu như thế thôi.",C?n ti?ng Anh nghi v?n: Haha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"That makes sense... By the way, doesn’t Auntie Panhua already have one on standby?","Cũng hợp lý... À này, dì Panhua không phải đã có sẵn một cái rồi sao?",C?n ti?ng Anh nghi v?n: Panhua | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hello, Uncle Fu.","Xin chào, Bác Fu.",C?n ti?ng Anh nghi v?n: Fu | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"So, what do you think about Hongzhen nowadays?",Bạn nghĩ sao về Hongzhen dạo này?,C?n ti?ng Anh nghi v?n: Hongzhen | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hahaha, before I answer your question, let me ask you one.","Hahaha, trước khi tôi trả lời câu hỏi của cậu, để tôi hỏi cậu một câu đã.",C?n ti?ng Anh nghi v?n: Hahaha | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Back then, I thought Hongzhen needed Xinyi more than me, just like Jinhsi did Jué.","Hồi đó, tôi cứ nghĩ Hồng Trấn cần Tâm Nghi hơn tôi, cũng như Jinhsi cần Quyết vậy.",C?n ti?ng Anh nghi v?n: Jinhsi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The Ebony Gatekeeper didn't recognize me.,Người gác cổng Ebony không nhận ra tôi.,C?n ti?ng Anh nghi v?n: Ebony | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Not the real Ebony Gatekeeper?,Không phải Gatekeeper Huyền Ngân thật sao?,C?n ti?ng Anh nghi v?n: Gatekeeper | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
He asked for my help in restoring the Somnoire.,Anh ấy nhờ tôi giúp khôi phục Somnoire.,C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Exactly. ""He"" has mistaken you for a newcomer to the Somnoire and laid out a special route for you.","Chính xác. ""Hắn"" đã nhầm cậu là người mới đến Somnoire và đã chuẩn bị một lộ trình đặc biệt cho cậu.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"She is a virtual entity, a fusion of countless consciousnesses within the Somnoire, and the one experiencing this dream.","Cô ấy là một thực thể ảo, sự kết hợp của vô số ý thức bên trong Somnoire, và là người đang trải nghiệm giấc mơ này.",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Hehe, I didn't lie to you, did I?","Hehe, ta có nói dối các cháu đâu, phải không?",C?n ti?ng Anh nghi v?n: Hehe | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Strange things have been gathering in the Somnoire lately, and I've been having nightmares too...","Gần đây có nhiều điều kỳ lạ đang tụ tập trong Somnoire, và tôi cũng thường gặp ác mộng...",C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
The Somnoire has grown increasingly chaotic and dangerous.,Somnoire ngày càng hỗn loạn và nguy hiểm.,C?n ti?ng Anh nghi v?n: Somnoire | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"I'm not sure what that thing was, but the Metaphor it provided should come in handy.","Tôi không rõ thứ đó là gì, nhưng Metaphor mà nó cung cấp chắc sẽ hữu dụng.",C?n ti?ng Anh nghi v?n: Metaphor | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Selectable 5-Star Standard Weapons,Weapons tiêu chuẩn 5 sao có thể chọn,C?n ti?ng Anh nghi v?n: Weapons | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Selectable 5-Star Featured Resonators,Resonators 5-Star Nổi Bật Có Thể Chọn,C?n ti?ng Anh nghi v?n: Star | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Activated Resonance Chain,Resonance Chain đã kích hoạt,C?n ti?ng Anh nghi v?n: Chain | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Switch to Phrolova.,Chuyển sang Phrolova.,C?n ti?ng Anh nghi v?n: Phrolova | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Switch to Phrolova.,Chuyển sang Phrolova.,C?n ti?ng Anh nghi v?n: Phrolova | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Switch to Phrolova.,Chuyển sang Phrolova.,C?n ti?ng Anh nghi v?n: Phrolova | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
<color=Highlight>Forte Gauge</color> maxes out at 6.,<color=Highlight>Forte Gauge</color> đạt tối đa 6.,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
<color=Highlight>Forte Gauge</color> maxes out at 6.,<color=Highlight>Forte Gauge</color> đạt tối đa 6.,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
<color=Highlight>Forte Gauge</color> maxes out at 6.,<color=Highlight>Forte Gauge</color> đạt tối đa 6.,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
<color=#8c7e51>Echo</color> obtained. View the Echo in the Resonators panel.,<color=#8c7e51>Echo</color> đã nhận. View Echo trong bảng Resonators.,C?n ti?ng Anh nghi v?n: View | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
{0} <color=#8c7e51>Baizhi</color> has joined the team. She can be added to the team,{0} <color=#8c7e51>Baizhi</color> đã gia nhập đội. Cô ấy có thể được thêm vào đội hình,C?n ti?ng Anh nghi v?n: Baizhi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
<color=#8c7e51>Baizhi</color> has joined the team. She can be added to the team,<color=#8c7e51>Baizhi</color> đã gia nhập đội. Cô ấy có thể được thêm vào đội,C?n ti?ng Anh nghi v?n: Baizhi | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tap Milestones to collect Stage Rewards,Chạm vào Cột mốc để nhận Rewards Giai đoạn,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tap Milestones to collect Stage Rewards,Chạm vào Cột mốc để nhận Rewards Giai đoạn,C?n ti?ng Anh nghi v?n: Rewards | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
You have obtained Rover's <color=#8c7e51>Waveband</color>. Tap to enhance the ability,Bạn đã nhận được <color=#8c7e51>Waveband</color> của Rover. Nhấn để tăng cường khả năng,C?n ti?ng Anh nghi v?n: Waveband | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonators can use the <color=#8c7e51>Echo Skill</color> of the Echo equipped at the top.,Resonators có thể sử dụng <color=#8c7e51>Echo Skill</color> của Echo được trang bị ở vị trí đầu tiên.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Resonators can use the <color=#8c7e51>Echo Skill</color> of the Echo equipped at the top.,Resonators có thể sử dụng <color=#8c7e51>Echo Skill</color> của Echo được trang bị ở vị trí đầu tiên.,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
"With the Synthesizer, you can synthesize Potions, craft items, or purify materials","Với Máy Synthesize, bạn có thể tổng hợp Thuốc, chế tạo vật phẩm hoặc tinh luyện vật liệu",C?n ti?ng Anh nghi v?n: Synthesize | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"With the Synthesizer, you can synthesize Potions, craft items, or purify materials","Với Máy Synthesize, bạn có thể tổng hợp Thuốc, chế tạo vật phẩm hoặc tinh luyện vật liệu",C?n ti?ng Anh nghi v?n: Synthesize | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tap to open the Set Time panel,Chạm để mở bảng Set Thời Gian,C?n ti?ng Anh nghi v?n: Set | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Perform attacks to gain <color=#8c7e51>Forte Gauge</color>.,Thực hiện tấn công để nhận <color=#8c7e51>Forte Gauge</color>.,C?n ti?ng Anh nghi v?n: Gauge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use this button to set the position for your Companions.,Dùng nút này để đặt vị trí cho Companions.,C?n ti?ng Anh nghi v?n: Companions | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use this button to set the position for your Companions.,Dùng nút này để đặt vị trí cho Companions.,C?n ti?ng Anh nghi v?n: Companions | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use this button to set the position for your Companions.,Dùng nút này để đặt vị trí cho Companions.,C?n ti?ng Anh nghi v?n: Companions | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"{0} When your Energy is full, you can transform into Crownless.","{0} Khi Năng Lượng đầy, bạn có thể biến hình thành Crownless.",C?n ti?ng Anh nghi v?n: Crownless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"When your Energy is full, press {0}+{1} to transform into Crownless.","Khi Năng Lượng của bạn đầy, nhấn {0}+{1} để biến hình thành Crownless.",C?n ti?ng Anh nghi v?n: Crownless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"When your Energy is full, you can transform into Crownless.","Khi Năng Lượng của bạn đầy, bạn có thể biến hình thành Crownless.",C?n ti?ng Anh nghi v?n: Crownless | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Check the ""Metaphors"" and enhancements you have obtained.","Kiểm tra ""Metaphors"" và các nâng cấp bạn đã nhận được.",C?n ti?ng Anh nghi v?n: Metaphors | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"Check the ""Metaphors"" and enhancements you have obtained.","Kiểm tra ""Metaphors"" và các nâng cấp bạn đã nhận được.",C?n ti?ng Anh nghi v?n: Metaphors | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Conversion unlocked.,Đã mở khóa Resonance Conversion.,C?n ti?ng Anh nghi v?n: Conversion | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonance Conversion unlocked,Resonance Conversion đã mở khóa,C?n ti?ng Anh nghi v?n: Conversion | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Equip an Echo to unlock a new skill,Equip Echo để mở khóa kỹ năng mới,C?n ti?ng Anh nghi v?n: Equip | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Resonators can use the <color=#8c7e51>Echo Skill</color> of the Echo equipped at the top,Resonators có thể sử dụng <color=#8c7e51>Resonance Skill</color> của Echo được trang bị ở vị trí đầu tiên,C?n ti?ng Anh nghi v?n: Skill | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Forte Gauge: Concentration,Đồng Hồ Forte: Concentration,C?n ti?ng Anh nghi v?n: Concentration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Forte Gauge: Concentration,Đồng Hồ Forte: Concentration,C?n ti?ng Anh nghi v?n: Concentration | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
"When you have 30 Resolves, {0} cast Resonance Liberation to deal extra damage.","Khi có 30 Resolve, {0} sử dụng Resonance Liberation để gây thêm DMG.",C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
"When you have 30 Resolves, cast Resonance Liberation to deal extra damage.","Khi có 30 Resolve, hãy dùng Resonance Liberation để gây thêm DMG.",C?n ti?ng Anh nghi v?n: Liberation | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.2 | M?c ??: 8.0
Level up your Data Bank to increase COST limit,Nâng cấp Kho Dữ liệu để tăng giới hạn COST,C?n ti?ng Anh nghi v?n: COST | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Level up your Data Bank to increase COST limit,Nâng cấp Kho Dữ liệu để tăng giới hạn COST,C?n ti?ng Anh nghi v?n: COST | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Level up your Data Bank to increase COST limit,Nâng cấp Kho Dữ liệu để tăng giới hạn COST,C?n ti?ng Anh nghi v?n: COST | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
New weapon obtained. Equip to boost the Resonator's Stats,Đã nhận vũ khí mới. Equip để tăng chỉ số Resonator,C?n ti?ng Anh nghi v?n: Equip | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Equip Projector to display absorbed Echoes.,Equip Máy chiếu để hiển thị Echoes đã hấp thụ.,C?n ti?ng Anh nghi v?n: Equip | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Select to equip the Projector and create a shortcut on the Utility wheel,Chọn để trang bị Projector và tạo phím tắt trên vòng Công cụ,C?n ti?ng Anh nghi v?n: Projector | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Select to equip the Projector and create a shortcut on the Utility wheel,Chọn để trang bị Projector và tạo phím tắt trên vòng Công cụ,C?n ti?ng Anh nghi v?n: Projector | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Select to equip the Projector and create a shortcut on the Utility wheel,Chọn để trang bị Projector và tạo phím tắt trên vòng Công cụ,C?n ti?ng Anh nghi v?n: Projector | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Deal damage to enemies and dodge their attacks to increase your Symphony Rank.,Gây sát thương lên kẻ địch và Dodge các đòn tấn công của chúng để tăng Cấp Độ Giao Hưởng.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Deal damage to enemies and dodge their attacks to increase your Symphony Rank.,Gây sát thương lên kẻ địch và Dodge các đòn tấn công của chúng để tăng Cấp Độ Giao Hưởng.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Deal damage to enemies and dodge their attacks to increase your Symphony Rank.,Gây sát thương lên kẻ địch và Dodge các đòn tấn công của chúng để tăng Cấp Độ Giao Hưởng.,C?n ti?ng Anh nghi v?n: Dodge | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
{0} Use the Grapple to rapidly approach Jué,{0} Dùng Grapple để tiếp cận Jué nhanh chóng,C?n ti?ng Anh nghi v?n: Grapple | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Use the Grapple to rapidly approach Jué,Dùng Grapple để tiếp cận Jué nhanh chóng,C?n ti?ng Anh nghi v?n: Grapple | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tap to equip the selected Echoid.,Chạm để trang bị Echoid đã chọn.,C?n ti?ng Anh nghi v?n: Echoid | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Press {0} to equip the selected Echoid.,Nhấn {0} để trang bị Echoid đã chọn.,C?n ti?ng Anh nghi v?n: Echoid | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
Tap to equip the selected Echoid.,Chạm để trang bị Echoid đã chọn.,C?n ti?ng Anh nghi v?n: Echoid | S? t?/c?m nghi v?n: 1 | T? l? nghi v?n: 0.5 | M?c ??: 8.0
