priority,phrase,count,sample_file,sample_key,sample_translation,sample_source
1,harmonics of zhuming,1,mistral_translate_work\split_by_prompt\json\name_title\lang_phantom\lang_phantom__name_title__part_0001.json,37,Harmonics of Zhuming,Harmonics of Zhuming
1,have their def,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelDebuff_10000145_BuffDesc,"Resonators hoặc kẻ địch trúng Bong Bóng Healing sẽ <color=#5cc96aff>have their DEF increased by 15%</color> trong <color=#5cc96aff>15s</color>, có thể chồng chất lên đến <color=#5cc96aff>5 lần</color>.","Resonators or enemies hit by a Healing Bubble <color=#5cc96aff>have their DEF increased by 15%</color> for <color=#5cc96aff>15s</color>, stacking up to <color=#5cc96aff>5</color> times."
1,havoc dreadmane and,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelTowerLevel_3_LeveLDes,"Hỗ trợ từ bầy đàn cho Feilian Beringal!

<color=Highlight>Wolf Blood</color>: Feilian Beringal triệu hồi một <color=Highlight>Havoc Dreadmane</color> trợ chiến lần đầu khi HP giảm xuống dưới <color=Highlight>95%</color>, giúp Feilian Beringal hồi phục <color=Highlight>1% of its Max HP</color> mỗi khi gây sát thương.

<color=Highlight>Bear Will</color>: Feilian Beringal triệu hồi một <color=Highlight>Spearback</color> trợ chiến lần đầu khi HP giảm xuống dưới <color=Highlight>75%</color>. Spearback hy sinh Concerto Vibrancy của chính mình để hồi phục <color=Highlight>5% of Feilian Beringal's Max Vibration Strength</color> của Feilian Beringal mỗi giây.

<color=Highlight>Ape Spirit</color>: Feilian Beringal triệu hồi một <color=Highlight>Hoochief Menace</color> trợ chiến lần đầu khi HP giảm x","Aid from the packs for Feilian Beringal!

<color=Highlight>Wolf Blood</color>: Feilian Beringal summons a <color=Highlight>Havoc Dreadmane</color> to help the first time its HP drops below <color=Highlight>95%</color>, allowing Feilian Beringal to restore <color=Highlight>1% of its Max HP</color> each time it deals damage.

<color=Highlight>Bear Will</color>: Feilian Beringal summons a <color=Highlight>Spearback</color> to help the first time its HP drops below <color=Highlight>75%</color>. Spea"
1,havoc-resistant spray,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0109.json,ItemInfo_42100041_Name,Havoc-resistant Spray,Havoc-resistant Spray
1,head to haldarheim,1,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0026.json,Quest_155000002_QuestScheduleSubTitle_155_5,Head to Haldarheim và tham gia Nghi thức Hồi Quy,Head to Haldarheim and participate in the Rite of Return
1,head to lahai,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,Recall_Main_Task_Jump,Head to Lahai-Roi,Head to Lahai-Roi
1,head to panhua's,1,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0023.json,Quest_880000013_ChildQuestTip_0_1,Head to Panhua's Restaurant và trò chuyện với bạn bè,Head to Panhua's Restaurant and talk to your friends
1,head to xuanji,1,mistral_translate_work\split_by_prompt\json\quest\lang_multi_text\lang_multi_text__quest__part_0029.json,Quest_11900016_ChildQuestTip_11_31,Head to Xuanji Ridge để ngăn chặn kế hoạch của Fractsidus,Head to Xuanji Ridges to stop the Fractsidus' plans
1,heading east from,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0189.json,Daliy_ZJSJZJMM_18_4,Nếu cậu không mang theo bên người lúc này. Mình nghĩ cậu có thể tìm thấy vài cái ở <color=Highlight>the waterfall by heading east from the shop</color> đấy.,If you don’t have any on you at the moment. I believe you can find some next to <color=Highlight>the waterfall by heading east from the shop</color>.
1,healing field,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0026.json,TowerDefence_100121_PhantomDesc,Summon Gulpuff tạo ra <color=#ffd12f>healing field</color>. Tất cả đồng đội trong phạm vi này phục hồi {0} HP cộng thêm lượng HP bằng {1} Tấn Công của người triệu hồi. Resonators trong phạm vi cũng nhận được {2} Giảm Sát Thương. Hiệu ứng kéo dài {3} giây. Hồi chiêu: {4} giây.,Summon a Gulpuff that generates a <color=#ffd12f>healing field</color>. All nearby party members within this field recover {0} HP plus HP equal to {1} of the caster's ATK. Resonators affected also gain {2} DMG Reduction. Lasts for {3}s. Cooldown: {4}s.
1,healing is reduced,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0214.json,RogueHotEntryOverview_Desc_4,<color=#a754f0>Healing is reduced.</color>,<color=#a754f0>Healing is reduced.</color>
1,health increases by,1,mistral_translate_work\split_by_prompt\json\echo_set\lang_phantom\lang_phantom__echo_set__part_0001.json,53,Health increases by 12.8%.,Health increases by 12.8%.
1,health is full,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0037.json,HpFull,Health is full,Health is full
1,heart of fusion,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,RogueBuffPool_900312000241_BuffName,Heart of Fusion,Heart of Fusion
1,heart of glacio,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0081.json,RogueBuffPool_900312000221_BuffName,Heart of Glacio,Heart of Glacio
1,heart of ice,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0083.json,RogueBuffPool_110204_BuffDesc_1,Heart of Ice,Heart of Ice
1,heart of incineranur,1,mistral_translate_work\split_by_prompt\json\lore\lang_map_mark\lang_map_mark__lore__part_0001.json,140,"Địa điểm: Heart of Incineranur - Forsaken Abundance - Huanglong
Mô tả: Là một phần của Mạng lưới Choral Calculus, Choral Beacons đóng vai trò như các trạm cơ sở nhỏ ghi lại dữ liệu thực địa và truyền về C.C.C. Nó giải quyết hiệu quả vấn đề phủ sóng hạn chế của Trung tâm, đồng thời là bản đồ dẫn đường cho những lữ khách trên hành trình.","Location: Heart of Incineranur - Forsaken Abundance - Huanglong
Description: As a part of the Choral Calculus Network, Choral Beacons acts as small base stations to record field data and transmits them to the C.C.C. It effectively solves the problem of limited coverage of the Center, being a field roadmap to provide guidance to travelers."
1,heart of the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0091.json,Achievement_400138_Name,"Heart of the Cards, Guide Me","Heart of the Cards, Guide Me"
1,heavily-injured midnight,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1203_Name,Heavily-injured Midnight Ranger,Heavily-injured Midnight Ranger
1,heavy attack and,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,ComboTeaching_16060003_DescriptionTitle,Roccia: <color=#d4bf5f>Heavy Attack and Combo</color>,Roccia: <color=#d4bf5f>Heavy Attack and Combo</color> Tutorial
1,heavy attack delusive,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0017.json,SkillInput_160702_Description,"Khi Trance chưa cạn kiệt, Cantarella có thể sử dụng Heavy Attack Delusive Dive. Kỹ năng này cũng có thể được sử dụng dưới nước.","When Trance is not depleted, Cantarella can cast Heavy Attack Delusive Dive. This skill can also be cast in water."
1,heavy attak dmg,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0018.json,Skill_1003307_SkillResume,"<size=40><color=Title>Forte Gauge - Blaze</color></size>
- Khi một Resonator trong đội gây <color=Highlight>Spectro Frazzle</color> lên mục tiêu, hiệu ứng sát thương sẽ kích hoạt ngay lập tức và gây <color=Highlight>Heliacal Ember</color> lên mục tiêu. Đồng thời, Zani sẽ hồi phục <color=Highlight>Blaze</color>.
- Sử dụng <color=Highlight>Resonance Liberation</color> hoặc <color=Highlight>Enhanced Resonance Skill</color> sẽ nhận được <color=Highlight>Blazes</color>.
- Khi ở trong <color=Highlight>Enhanced State</color> và lượng <color=Highlight>Blaze</color> vượt quá vạch đánh dấu, <color=Highlight>Heavy Slashes</color> sẽ được kích hoạt.
<size=10></size>
<size=40><color=Title>Heliacal Ember</color></size>
Tăng sát thương Outro Skill. Số lượng lớp sẽ được tính vào hiệu ứng Sonata Eternal Ra","<size=40><color=Title>Forte Gauge - Blaze</color></size>
- When a nearby Resonator in the team inflicts <color=Highlight>Spectro Frazzle</color> upon a target, trigger the damage effect immediately and inflict <color=Highlight>Heliacal Ember</color> upon the target. Meanwhile, Zani restores <color=Highlight>Blaze</color>.
- Casting <color=Highlight>Resonance Liberation </color> or <color=Highlight>Enhanced Resonance Skill</color> grants <color=Highlight>Blazes</color>.
- When in the <color=Highl"
1,heavy blade,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,RogueBuffPool_921601003001_BuffDesc_1,Heavy Blade,Heavy Blade
1,heavy gunfire and,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0045.json,GNNPC_SBDTCD2_7_2,*Heavy gunfire and explosions*,*Heavy gunfire and explosions*
1,heavy hum,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,RogueBuffPool_1502700050_BuffDesc_1,Heavy Hum,Heavy Hum
1,heavy is the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0038.json,RoleSkin_81001404_TitleName,Heavy is the Burden,Heavy is the Burden
1,heavy mutant structure,1,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,304,Heavy Mutant Structure,Heavy Mutant Structure
1,heavy slash charged,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0060.json,ComboTeaching_15070008_IconText_0,Heavy Slash Charged,Heavy Slash Charged
1,heavy work,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0082.json,RogueBuffPool_921601101060_BuffDesc_1,Heavy Work,Heavy Work
1,help decorate the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0007.json,LevelPlay_165000002_QuestScheduleMainTitle_165_2,Help decorate the cafe,Help decorate the cafe
1,her long-awaited,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0077.json,FavorStory_130405_Title,Her Long-awaited Guest,Her Long-awaited Guest
1,her nightmare,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0040.json,DisiGaodiTask_8604_TaskName,Witness Denia overcome her nightmare,Witness Denia overcome her nightmare
1,her way here,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0039.json,RoleSkin_81001508_TitleName,Her Way Here,Her Way Here
1,her wish-granting,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0077.json,FavorStory_130402_Title,Her Wish-granting Magic,Her Wish-granting Magic
1,herald of revival,1,mistral_translate_work\split_by_prompt\json\rc_description\lang_multi_text\lang_multi_text__rc_description__part_0001.json,ResonantChain_115_AttributesDescription,"Khi sử dụng Basic Attack <color=Highlight>""Incarnation - Basic Attack""</color> hoặc Resonance Skill <color=Highlight>Crescent Divinity</color>, Jinhsi nhận được một tầng <color=Highlight>Herald of Revival</color>, tối đa {0} tầng và kéo dài trong {1} giây. Khi sử dụng Resonance Skill <color=Highlight>Illuminous Epiphany</color>, Jinhsi sẽ tiêu hao toàn bộ tầng <color=Highlight>Herald of Revival</color>. Mỗi tầng tăng sát thương của Resonance Skill <color=Highlight>Illuminous Epiphany</color> thêm {2}.","When casting Basic Attack <color=Highlight>""Incarnation - Basic Attack""</color> or Resonance Skill <color=Highlight>Crescent Divinity</color>, Jinhsi gains one stack of <color=Highlight>Herald of Revival</color>, stacking up to {0} times and lasting for {1}s. When casting Resonance Skill <color=Highlight>Illuminous Epiphany</color>, Jinhsi consumes all stacks of <color=Highlight>Herald of Revival</color>. Each stack increases the damage of Resonance Skill <color=Highlight>Illuminous Epiphany</co"
1,here i am,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0033.json,ChatExpression_57_Name,Here I Am,Here I Am
1,here we go,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_226800077_ChallengeSuccessMainText_226_1,Here we go,Here we go
1,heroes come,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0030.json,QuestChapter_4003_ChapterNum,See the Conquering Heroes Come,See the Conquering Heroes Come
1,hi-hat,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0064.json,Tutorial_3424902_Title,Hi-hat,Hi-hat
1,hidden between the,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0084.json,ConditionGroup_13000084_Description,"Hoàn thành Nhiệm Vụ ""Hidden Between the Waves"" để mở khóa","Complete Quest ""Hidden Between the Waves"" to unlock"
1,high res,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0023.json,MonsterHandBook_330000060_Descrtption,"<color=#d4bf5f>[Spectro]</color>

Kẻ địch này có <color=#b49f50>high RES</color> đối với <color=#d4bf5f>Spectro DMG</color>.

Mourning Aix có hình dáng thanh thoát, trông như một loài chim. Ban đầu chúng sống thành từng cặp, nhưng con còn lại đã bị con người đánh bại, xác của nó tạo thành một ""trụ cột"" nơi Mourning Aix làm tổ. ""Trụ cột"" này sẽ hỗ trợ tấn công theo tiếng kêu của Mourning Aix. Điều này được suy đoán là một dạng đồng tiến hóa của Echo.","<color=#d4bf5f>[Spectro]</color>

This enemy has a <color=#b49f50>high RES</color> against <color=#d4bf5f>Spectro DMG</color>.  

The Mourning Aix has an elegant shape, and a bird-like appearance. Originally found in pairs, however, the other aix was defeated by the humans, with its remains forming a ""pillar"" where the Mourning Aix nests itself. The ""pillar"" would launch supportive attacks corresponding to the Mourning Aix's squeals. This is deducted to be a kind of co-evolution of TDs."
1,high-difficulty challenge,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0208.json,Morale_title_20,<color=#ffcd23>This is a high-difficulty challenge. Please be fully prepared.</color>,<color=#ffcd23>This is a high-difficulty challenge. Please be fully prepared.</color>
1,high-spirited midnight,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1195_Name,High-spirited Midnight Ranger,High-spirited Midnight Ranger
1,high-sprited midnight,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1206_Name,High-sprited Midnight Ranger,High-sprited Midnight Ranger
1,higher quality,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0224.json,RoleProject_Tips08,<color=#c25757>Consider switching to a weapon of higher quality</color>,<color=#c25757>Consider switching to a weapon of higher quality</color>
1,highest ranking of,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0087.json,LianjiPaoku_Top_Rank,Highest Ranking of the Stage,Highest Ranking of the Stage
1,highlighted area,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0206.json,GuideTutorialPage_3401202_Content,Dùng thành phần để <color=#ffd12f>fill</color> <color=#ffd12f>highlighted area</color> trong ma trận và kích hoạt nó.,Use the component to <color=#ffd12f>fill</color> the <color=#ffd12f>highlighted area</color> of the matrix to activate it.
1,his face is,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0211.json,RogueRes_EventPlot_Des_510041_13,"""Cảnh tượng kinh khủng. Mỗi cú đánh đều trúng đầu. <color=RedD>His face is pulp</color>. Chắc chỉ nhận dạng được qua quần áo và dáng người thôi.""","""What a scene. Every blow landed on the head. <color=RedD>His face is pulp</color>. Looks like we can only ID him by clothes and build."""
1,history of huanglong,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0029.json,InfoDisplay_102900001_Title,History of Huanglong Reconstruction,History of Huanglong Reconstruction
1,hits an enemy,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelDebuff_10000090_BuffDesc,"Khi <color=#b72924ff>When a Resonator hits an enemy</color>, <color=#b72924ff>a lightning strike is summoned</color> tại vị trí đó để phản công Resonator, gây sát thương bằng <color=#b72924ff>10% of the Resonator's Max HP</color> của Resonator. Hiệu ứng này chỉ kích hoạt <color=#b72924ff>10s</color> một lần.","<color=#b72924ff>When a Resonator hits an enemy</color>, <color=#b72924ff>a lightning strike is summoned</color> at the spot to attack the Resonator, dealing DMG equal to <color=#b72924ff>10% of the Resonator's Max HP</color>. This effect can be triggered once every <color=#b72924ff>10s</color>."
1,hoarse-voiced artificer,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0011.json,Speaker_1529_Name,Hoarse-voiced Artificer,Hoarse-voiced Artificer
1,hoartoise-discoverd placeholder,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0036.json,MonsterInfo_350000030_DiscoveredDes,Hoartoise-Discoverd placeholder,Hoartoise-Discoverd placeholder
1,hoartoise-underdiscovered placeholder,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0036.json,MonsterInfo_350000030_UndiscoveredDes,Hoartoise-Underdiscovered placeholder,Hoartoise-Underdiscovered placeholder
1,hogs of war,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0041.json,MapMark_133023_MarkTitle,Dream Patrol: Hogs of War,Dream Patrol: Hogs of War
1,hold resonance skill,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Skill_1005107_SkillResume,"<size=40><color=Title>Rune</color></size>
Đánh trúng mục tiêu bằng <color=Highlight>Basic Attack - Elucidated</color> hoặc <color=Highlight>Dodge Counter - Decipher</color> sẽ nhận được một <color=Highlight>Rune: Trust</color>.
Đánh trúng mục tiêu bằng <color=Highlight>Resonance Skill - BIG BOOMY BOOM!</color> hoặc <color=Highlight>Resonance Skill - Soliskin to the Aid</color> sẽ nhận được một <color=Highlight>Rune: Answer</color>.
<size=10></size>
<size=40><color=Title>Soliskin Vitality</color></size>
Khi bất kỳ Resonators nào trong đội gần đó sử dụng Kỹ Năng Echo, Sigrika sẽ nhận được <color=Highlight>Soliskin Vitality</color>.
<size=10></size>
<size=40><color=Title>Heavy Attack - Schemata of Runes</color></size>
<color=Highlight>Giữ Normal Attack</color> để tiêu hao hai <color=Highlight","<size=40><color=Title>Rune</color></size>
Hitting a target with <color=Highlight>Basic Attack - Elucidated</color> or <color=Highlight>Dodge Counter - Decipher</color> grants one <color=Highlight>Rune: Trust</color>.
Hitting a target with <color=Highlight>Resonance Skill - BIG BOOMY BOOM!</color> or <color=Highlight>Resonance Skill - Soliskin to the Aid</color> grants one <color=Highlight>Rune: Answer</color>.
<size=10></size>
<size=40><color=Title>Soliskin Vitality</color></size>
When any nearb"
1,holding basic attack,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_33029_Content,"Rover học được kỹ năng mới. Thi triển <color=#ffd12f>Resonance Skill</color> hoặc <color=#ffd12f>holding Basic Attack</color> để nhảy lên không.

Các đòn Mid-air Attack, Intro Skill và Basic Attack được tăng cường sẽ tích lũy Sợi Gió.

Khi đạt Sợi Gió tối đa, có thể thi triển Resonance Skill được tăng cường.","Rover gains a new ability. Casting <color=#ffd12f>Resonance Skill</color> or <color=#ffd12f>holding Basic Attack</color> allows Rover to leap into the air.

Enhanced Mid-air Attacks, Intro Skills, and Basic Attacks accumulate Windstring.

Reach max Windstring to cast an enhanced Resonance Skill."
1,hologram of a,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0010.json,Speaker_1297_Name,Hologram of a Female Researcher,Hologram of a Female Researcher
1,home reserve i,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ResonantChain_30240_Name,Home Reserve I,Home Reserve I
1,home reserve ii,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0113.json,ResonantChain_30241_Name,Home Reserve II,Home Reserve II
1,home sweet home,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0075.json,Achievement_200619_Name,Home Sweet Home,Home Sweet Home
1,horn of hunters,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0034.json,Fishing_EntrustTitle11015,Special: Horn of Hunters,Special: Horn of Hunters
1,hot and cold,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,ElementalReaction_21_ReactionDescription,"Kích hoạt Concerto Effect khi cả hai Resonator có Thuộc Tính lần lượt là <color=#1891e7>Hot and Cold Ensemble</color> và <color=#e15226>Glacio</color> sẽ kích hoạt <color=#8c7e51>Fusion</color>.
Sát Thương Giải Phóng Đồng Điệu của Resonator ra mắt sẽ tăng <color=#8c7e51>40%</color> trong <color=#8c7e51>12</color> giây. Hiệu ứng không có tác dụng nếu Resonator không ra mắt.","Triggers <color=#8c7e51>Hot and Cold Ensemble</color> when Concerto Effect is triggered if both Character's Attribute Types are <color=#1891e7>Glacio</color> and <color=#e15226>Fusion</color>, respectively.
Damage dealt by the debuting CharacterResonance Liberation is increased by <color=#8c7e51>40%</color> for <color=#8c7e51>12</color> seconds. does not take effect when the Character is not debuting."
1,hot soup,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0190.json,Event_DRSL_26_4,"""Và khi ngươi lo lắng về niềm tin lẫn nhau, hãy đòi một bát <color=highlight>hot soup</color> khi đói rét nơi hoang dã.""","""And when you're concerned about mutual faith, ask for a bowl of <color=highlight>hot soup</color> when you suffer hunger and cold in the wilderness."""
1,house of wonders,1,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0054.json,Entity_7532642049610e9353ce00001eee8890f648b85f52ed10867b3da302337a4ba9,Rương House of Wonders,House of Wonders Chest
1,hovering mode energy,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0013.json,Skill_1004407_SkillResume,"<size=40><color=Title>Forte Gauge</color></size>
Mornye tích lũy <color=Highlight>Ground Mode Energy</color> khi ở trên mặt đất và <color=Highlight>Hovering Mode Energy</color> khi ở trên không.
<size=10></size>
<size=40><color=Title>Enhanced Ground Heavy Attack</color></size>
Khi <color=Highlight>Ground Mode Energy</color> đầy, <color=Highlight>Enhanced Ground Heavy Attack</color> sẽ được kích hoạt.
Tiêu hao toàn bộ <color=Highlight>Ground Mode Energy</color> để thực hiện <color=Highlight>Enhanced Ground Heavy Attack</color>, gây <color=Fire>Fusion DMG</color>. Sau đó, chuyển sang <color=Highlight>Hovering Mode</color>.
<size=10></size>
<size=40><color=Title>Hovering Mode</color></size>
<color=Highlight>Hovering Mode</color> kéo dài trong {11} giây.
- Khi vào chế độ này, tạo ra một <color","<size=40><color=Title>Forte Gauge</color></size>
Mornye gains <color=Highlight>Ground Mode Energy</color> while on the ground, and <color=Highlight>Hovering Mode Energy</color> while in the air.
<size=10></size>
<size=40><color=Title>Enhanced Ground Heavy Attack</color></size>
With full <color=Highlight>Ground Mode Energy</color>, <color=Highlight>Enhanced Ground Heavy Attack</color> becomes available.
Consume all <color=Highlight>Ground Mode Energy</color> to cast <color=Highlight>Enhanced Grou"
1,how did you,1,mistral_translate_work\split_by_prompt\json\lore\lang_multi_text\lang_multi_text__lore__part_0001.json,InfoDisplay_31000019_Text,"CHỦ ĐỀ: Tại sao Bộ phận Rating Phòng thí nghiệm lại tăng ca mỗi ngày?

LILI 
Mấy người ở Bộ phận Rating Phòng thí nghiệm tăng ca mỗi ngày!! Do gì vậy? Để dồn ép chúng ta cũng phải tăng ca theo à?

KingofSlavingoff
Ừ, sao họ làm khuya thế? Có được trả thêm tiền tăng ca không?

Greenriver2727
Bộ phận Rating Phòng thí nghiệm dù được trợ cấp thêm vẫn không đạt chỉ tiêu! Đừng nói đến mấy ông ở bộ phận nước và điện nữa - toàn đồ vớ vẩn

LILI 
Thật sự á? How did you know? Bộ phận Rating Phòng thí nghiệm có bận rộn vì phải đuổi kịp tiến độ quý này không?

TurtsStew
Nghe nói họ còn đề nghị thử nghiệm sản phẩm mới nhất của Liu Qing để xem có cải thiện hiệu suất làm việc không. Nghe tên gì đó như... Lemonblast?

KingofSlavingoff
Tao nghe nói về thứ đó rồi! Chỉ cần một viên là tỉnh táo cả ngày!

Orpha","THREAD: Why does the Department of Laboratory Evaluation work overtime every day?  

LILI 
The Department of Laboratory Evaluation people are working every day overtime!! For what? Guilt-tripping us all into working overtime, too?

KingofSlavingoff
Yeah why do they work so late? Are they getting extra overtime or what?

Greenriver2727
The Department of Laboratory Evaluation just can't seem to hit their target goals, despite receiving additional subsidies! And don't even get me started on the dep"
1,how many times,1,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0191.json,Event_TMDZJ_1_22,"<color=Highlight>As long as you and your companions aren't knocked out at the same time, I will save you no matter how many times you fall. Dorothy always stays true to her word!</color>","<color=Highlight>As long as you and your companions aren't knocked out at the same time, I will save you no matter how many times you fall. Dorothy always stays true to her word!</color>"
1,how've you been,1,mistral_translate_work\split_by_prompt\json\lore\lang_multi_text\lang_multi_text__lore__part_0008.json,XCLST_2_1,How've you been? Tuần này tớ tham gia trận tập đấu nữa nhưng lại thua ở vòng chung kết. Tớ sẽ đăng ký trận thật khi nào thắng liên tiếp ba vòng.,How've you been? I took part in another practice match but lost in the final round this week. I'll sign up for the real thing once I can win three rounds in a row.
1,hp drops below,1,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0011.json,GuideTutorialPage_34101_02_Content,"Khi Cuddle Wuddle đồng bộ với các thú nhồi bông khác, chúng sẽ tung ra Đòn Phối Hợp. Tuy nhiên, nếu <color=#ffd12f>HP drops below 30%</color>, sự đồng bộ sẽ chấm dứt, và Cuddle Wuddle sẽ bị tê liệt.","Once Cuddle Wuddle enters the synergy with other plushies, they will launch Coordinated Attacks. However, if Cuddle Wuddle's <color=#ffd12f>HP drops below 30%</color>, the synergy will end, and Cuddle Wuddle will be paralyzed."
