phrase,count,sample_file,sample_key,sample_translation,sample_source
the chanting goes,5,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,61,The chanting goes on and never ends,The chanting goes on and never ends
the fractsidus,5,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,Chengxiaoshan_main_1_1_30_39,"Ta phải nói sự thật với cậu... Bởi cậu luôn là ưu tiên hàng đầu—không, là mục tiêu duy nhất của kẻ thù. Bọn The Fractsidus.","I need to tell you the truth... Because you've been the top priority—No, the sole concern of our enemy. The Fractsidus."
the netherworld's stare,5,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0031.json,ItemInfo_50000115_AttributesDescription,"Mở để nhận một loại nguyên liệu kỹ năng cao cấp tự chọn:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>","Open to claim a type of advanced skill material of your choice:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>"
the savages,5,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0196.json,Character_LingYang_10_16,"Về ""The Savages""...","About ""The Savages""..."
the tides,5,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0003.json,Term850183_Desc,"Khi <color=Highlight>Fleurdelys</color> đang trong trạng thái <color=Highlight>Power of Discord</color> với <color=Highlight>Manifest</color>, sẽ nhận được hiệu ứng sau:
Khi sử dụng <color=Highlight>Basic Attack - Fleurdelys Stage 5</color>, <color=Highlight>Mid-air Attack - Fleurdelys Stage 2</color>, <color=Highlight>Enhanced Heavy Attack - Fleurdelys</color>, hoặc sau khi <color=Highlight>Resonance Skill - May Tempest Break the Tides</color> gây sát thương, sẽ nâng số lượng <color=Wind>Aero Erosion</color> trên tất cả mục tiêu lân cận lên mức cao nhất trong số các mục tiêu.
<color=Highlight>Power of Discord</color> sẽ bị loại bỏ khi <color=Highlight>Manifest</color> kết thúc.","When <color=Highlight>Fleurdelys</color> has <color=Highlight>Power of Discord</color> in <color=Highlight>Manifest</color>, gain the following effect:
When casting <color=Highlight>Basic Attack - Fleurdelys Stage 5</color>, <color=Highlight>Mid-air Attack - Fleurdelys Stage 2</color>, <color=Highlight>Enhanced Heavy Attack - Fleurdelys</color>, or after <color=Highlight>Resonance Skill - May Tempest Break the Tides</color> deals damage, raise the <color=Wind>Aero Erosion</color> stacks on all n"
the tiger's maw,5,mistral_translate_work\split_by_prompt\json\name_title\lang_area\lang_area__name_title__part_0001.json,12,"Hukou, the Tiger's Maw","Hukou, the Tiger's Maw"
ultrasonic pulse chip,5,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0010.json,GuideTutorialPage_50007_Content,"Bạn có thể trang bị <color=#ffd12f>Ultrasonic Pulse Chip</color> để phóng một vòng xoáy nước. Vòng xoáy nước có thể <color=#ffd12f>clear</color> bùn trên đường đi. Khi trúng kẻ địch, nó sẽ <color=#ffd12f>remove</color> <color=#ffd12f>Mud Shields</color> của chúng và đẩy lùi chúng. Khi trúng Swamp Vortex, nó có thể kích hoạt <color=#ffd12f>AoE DMG</color>.","You can equip an <color=#ffd12f>Ultrasonic Pulse Chip</color> to launch a Water Vortex. The Water Vortex can <color=#ffd12f>clear</color> the mud along the path. Upon hitting the enemies, it can <color=#ffd12f>remove</color> the enemies' <color=#ffd12f>Mud Shields</color> and knock them back. Upon hitting the Swamp Vortex, it can trigger an <color=#ffd12f>AoE DMG</color>."
unending destruction,5,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0031.json,ItemInfo_50000115_AttributesDescription,"Mở để nhận một loại nguyên liệu kỹ năng cao cấp tự chọn:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>","Open to claim a type of advanced skill material of your choice:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>"
when irises bloom,5,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0031.json,ItemInfo_50000115_AttributesDescription,"Mở để nhận một loại nguyên liệu kỹ năng cao cấp tự chọn:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>","Open to claim a type of advanced skill material of your choice:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>"
with glory i,5,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0085.json,MusicName_50000001_Text,With Glory I Shall Fall,With Glory I Shall Fall
aemeath charged ii,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Term121001_Desc,"Khi ở trạng thái <color=Highlight>Instant Response</color>, <color=Highlight>Heavy Attack - Aemeath</color> và <color=Highlight>Heavy Attack - Mech</color> sẽ tích đủ năng lượng nhanh hơn.
- Khi đồng thời ở trạng thái <color=Highlight>Instant Response</color> và <color=Highlight>Heavenfall Edict: Unbound</color>, sử dụng <color=Highlight>Heavy Attack - Aemeath Charged II</color> hoặc <color=Highlight>Heavy Attack - Mech Charged II</color> sẽ hồi phục {0} điểm <color=Highlight>Synchronization Rate</color>.
- Nếu Inherent Skill <color=Highlight>Before Tất cả Sounds</color> được kích hoạt, khi ở trạng thái <color=Highlight>Instant Response</color>, <color=Highlight>Heavy Attack - Aemeath</color> và <color=Highlight>Heavy Attack - Mech</color> sẽ nhận thêm {2} DMG Amplification.","While in <color=Highlight>Instant Response</color>, <color=Highlight>Heavy Attack - Aemeath</color> and <color=Highlight>Heavy Attack - Mech</color> take less time to charge up fully.
- When in <color=Highlight>Instant Response</color> and <color=Highlight>Heavenfall Edict: Unbound</color> at the same time, casting <color=Highlight>Heavy Attack - Aemeath Charged II</color> or <color=Highlight>Heavy Attack - Mech Charged II</color> restores {0} points of <color=Highlight>Synchronization Rate</col"
although colors have,4,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0236.json,ItemInfo_70050054_ObtainedShowDescription,"Bằng chứng hoàn thành tất cả thử thách trong ""Although Colors Have Không Form.""","Proof of successful completion of all the challenges in ""Although Colors Have No Form."""
armament merge,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Skill_1004602_SkillDescribe,"<size=40><color=Title>Form Switch</color></size>
Aemeath có thể chuyển đổi hình dạng giữa bản thân và Mech. Mech kế thừa chỉ số của Aemeath và mở khóa các đòn tấn công mới.
Aemeath tự động thực hiện <color=Highlight>Basic Attack - Stage 1</color> khi sử dụng <color=Highlight>Form Switch</color>.
Khi ở dạng Mech, Aemeath tự động thực hiện <color=Highlight>Mid-air Attack</color> khi sử dụng <color=Highlight>Form Switch</color> trên không.
<size=10></size>
<size=40><color=Title>Sync Strike: Armament Merge</color></size>
{Cus:Ipt,Touch=tap PC=press Gamepad=press} <color=Highlight>Resonance Skill</color> ngay sau khi sử dụng <color=Highlight>Basic Attack - Aemeath Stage 2, 3 & 4</color>, <color=Highlight>Heavy Attack - Aemeath</color> hoặc <color=Highlight>Dodge Counter - Aemeath</color> để thự","<size=40><color=Title>Form Switch</color></size>
Aemeath can switch forms between herself and her Mech. The Mech inherits Aemeath's Stats and unlocks new moves.
Aemeath automatically casts <color=Highlight>Basic Attack - Stage 1</color> upon casting <color=Highlight>Form Switch</color>.
While in the Mech form, Aemeath casts <color=Highlight>Mid-air Attack</color> automatically upon casting <color=Highlight>Form Switch</color> in mid-air.
<size=10></size>
<size=40><color=Title>Sync Strike: Armame"
astral modulator,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0007.json,Heihaian_main_1_3_34_26,"Astral Modulator, Người Dẫn Dắt Văn Minh, Bậc Thầy Bờ Đen... những danh hiệu này phản ánh những thành tựu của ngươi. Trên bầu trời ngầm đầy sao, Sao Chết vụt lao đi như một thiên thạch. The Shorekeeper yêu cầu ngươi tìm lại Sao Chết và khôi phục cân bằng tại Modulation Hall.","Astral Modulator, Guide of Civilizations, Mastermind of the Black Shores... these titles reflect your accomplishments. In the starry underground sky, the Necrostar streaks like a meteor into the distance. The Shorekeeper asks that you retrieve the Necrostar and restore balance at the Modulation Hall."
audience,4,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0006.json,LevelPlay_610700004_QuestScheduleSubTitle_150_1,(Optional) Interact with the audience,(Optional) Interact with the audience
blade,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_14,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Dark>Havoc DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade. Seen only in the pale glow of the moon.
Said to be the lingering shadows of heroes in the old days, their kind retains a chivalrous demeanor even as they decay into TDs.
Glorious knights who have long forgotten their titles. Protectors with nothing to defend, bound by their relentless obsession with honor.</color>","The enemies have a <color=HighlightB>higher RES</color> against <color=Dark>Havoc DMG</color>.

<color=#767676>A humanoid Tacet Discord clad in fine attire, wielding a sharp blade. Seen only in the pale glow of the moon.
Said to be the lingering shadows of heroes in the old days, their kind retains a chivalrous demeanor even as they decay into TDs.
Glorious knights who have long forgotten their titles. Protectors with nothing to defend, bound by their relentless obsession with honor.</color>"
board the gondola,4,mistral_translate_work\split_by_prompt\json\ui\lang_multi_text\lang_multi_text__ui__part_0019.json,GuideFocusNew_20332_Content,Board the Gondola Rachel nào. Đi câu cá thôi!,Board the Gondola Rachel. Let's go fishing!
burning matchpoint,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0018.json,Skill_1003603_SkillDescribe,"Tấn công mục tiêu và gây <color=Fire>Fusion DMG</color>. Đòn tấn công này tiêu hao toàn bộ <te href=850175>Wolfaith</te> và hồi phục {0} điểm <te href=850174>Wolflame</te>. Sử dụng Basic Attack hoặc Resonance Skill kịp thời để thi triển Resonance Skill <color=Highlight>Foebreaker</color>.
Có thể thực hiện khi đang ở gần mặt đất trên không.
Thi triển kỹ năng này sẽ tăng cường cho tất cả Resonators trong đội. Trong vòng {1} giây:
- Tất cả Resonators trong đội nhận hiệu ứng <color=Highlight>Pack Hunt</color>.
- Nếu Resonators đang điều khiển bị đánh trúng hoặc tung lên không, họ sẽ lập tức hồi phục và được coi là Dodge thành công khi chạm đất. Có thể kích hoạt tối đa 3 lần.

<size=40><color=Title>Pack Hunt</color></size>
Resonators mang hiệu ứng <color=Highlight>Pack Hunt</color> được tăng {2","Attack the target and deal <color=Fire>Fusion DMG</color>. Performing this attack consumes all <te href=850175>Wolfaith</te> and restores {0} points of <te href=850174>Wolflame</te>. Use Basic Attack or Resonance Skill in time to cast Resonance Skill <color=Highlight>Foebreaker</color>.
Can be performed in mid-air close to the ground.
Performing this skill strengthens all Resonators in the team. Within {1}s:
- All Resonators in the team gain <color=Highlight>Pack Hunt</color> effect.
- If the ac"
call of dawn,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0020.json,Skill_1004602_SkillDescribe,"<size=40><color=Title>Form Switch</color></size>
Aemeath có thể chuyển đổi hình dạng giữa bản thân và Mech. Mech kế thừa chỉ số của Aemeath và mở khóa các đòn tấn công mới.
Aemeath tự động thực hiện <color=Highlight>Basic Attack - Stage 1</color> khi sử dụng <color=Highlight>Form Switch</color>.
Khi ở dạng Mech, Aemeath tự động thực hiện <color=Highlight>Mid-air Attack</color> khi sử dụng <color=Highlight>Form Switch</color> trên không.
<size=10></size>
<size=40><color=Title>Sync Strike: Armament Merge</color></size>
{Cus:Ipt,Touch=tap PC=press Gamepad=press} <color=Highlight>Resonance Skill</color> ngay sau khi sử dụng <color=Highlight>Basic Attack - Aemeath Stage 2, 3 & 4</color>, <color=Highlight>Heavy Attack - Aemeath</color> hoặc <color=Highlight>Dodge Counter - Aemeath</color> để thự","<size=40><color=Title>Form Switch</color></size>
Aemeath can switch forms between herself and her Mech. The Mech inherits Aemeath's Stats and unlocks new moves.
Aemeath automatically casts <color=Highlight>Basic Attack - Stage 1</color> upon casting <color=Highlight>Form Switch</color>.
While in the Mech form, Aemeath casts <color=Highlight>Mid-air Attack</color> automatically upon casting <color=Highlight>Form Switch</color> in mid-air.
<size=10></size>
<size=40><color=Title>Sync Strike: Armame"
call of the,4,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0067.json,WeaponConf_21050017_WeaponName,Call of the Abyss,Call of the Abyss
challenges with the,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0022.json,BuildTree_1_Des,"Hoàn thành <color=#ffe65a>challenges with the ""Dimmr Plains Survey"" tag</color> tại <color=#ffe65a>Silent Crag</color> để nhận vật liệu phục hồi Voidbane Eldertree.
Khi cây được phục hồi hoàn toàn, bạn sẽ nhận được Quả Prism <texture=/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_jijian_01_UI.T_IconC80_jijian_01_UI,0.5/>x1.","Complete the <color=#ffe65a>challenges with the ""Dimmr Plains Survey"" tag</color> in the <color=#ffe65a>Silent Crag</color> to receive materials needed to restore the Voidbane Eldertree.
Full restoration of the tree grants Prism Fruit <texture=/Game/Aki/UI/UIResources/Common/Image/IconC80/T_IconC80_jijian_01_UI.T_IconC80_jijian_01_UI,0.5/>x1"
charts,4,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0026.json,LevelPlay_151000018_QuestScheduleMainTitle_151_6,Observe the star charts,Observe the star charts
common echoes,4,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0047.json,Main_Linaxita_2_1_8_23,"Khi theo chân Phoebe đi qua thành phố, cậu nhận ra cô đang kìm nén tình cảm với những đứa trẻ Echo nhỏ. Cô giải thích rằng Order không khuyến khích các thành viên gắn bó quá mức với chúng.

Cuối cùng, các cậu đến được Resonance Nexus của thành phố - Genesis Nexus. Khi đăng ký thông tin tại đây, cậu sẽ có quyền truy cập vào ""Common Echoes"".","As you follow Phoebe through the city, you notice that she's holding back a fondness for little Echoes. She explains that the Order discourages its members from becoming too attached to them.

Eventually, you reach the city's Resonance Nexus—the Genesis Nexus. Once you log your information here, you'll have access to the ""Common Echoes."""
crinkled,4,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0014.json,Speaker_700172_Name,Phrolova (Smiling with eyes crinkled),Phrolova (Smiling with eyes crinkled)
dance with the,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0018.json,Skill_1003607_SkillDescribe,"<size=40><color=Title>Wildfire Banner</color></size>
Attack của Lupa tăng {0} trong {1} giây khi thực hiện các hành động sau:
- Sử dụng Resonance Skill <color=Highlight>Feral Fang</color>.
- Sử dụng <color=Highlight>Heavy Attack - Wolf's Gnawing</color>, <color=Highlight>Heavy Attack - Wolf's Claw</color>, hoặc <color=Highlight>Mid-air Attack - Firestrike</color>.
- Sử dụng Resonance Liberation <color=Highlight>Fire-Kissed Glory</color>.
- Sử dụng <color=Highlight>Dance With the Wolf</color> và <color=Highlight>Dance With the Wolf: Climax</color>.

<size=40><color=Title>Resonance Skill - Dance With the Wolf</color></size>
Khi <te href=850175>Wolfaith</te> đạt {2} điểm, Resonance Skill sẽ được thay thế bằng <color=Highlight>Dance With the Wolf</color>. Sử dụng <color=Highlight>Dance With th","<size=40><color=Title>Wildfire Banner</color></size>
Lupa's ATK is increased by {0} for {1}s when performing the following actions:
- Casting Resonance Skill <color=Highlight>Feral Fang</color>.
- Casting <color=Highlight>Heavy Attack - Wolf's Gnawing</color>, <color=Highlight>Heavy Attack - Wolf's Claw</color>, or <color=Highlight>Mid-air Attack - Firestrike</color>.
- Casting Resonance Liberation <color=Highlight>Fire-Kissed Glory</color>.
- Casting <color=Highlight>Dance With the Wolf</color>"
dawn from the,4,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,116,Dawn from the east,Dawn from the east
deep sea,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0004.json,Morale_flagdesc_map_6,"Kẻ địch có <color=HighlightB>higher RES</color> đối với <color=Ice>Glacio DMG</color> và <color=Wind>Aero DMG</color>.
Tấn công phản đòn Kelpie sẽ làm giảm thêm 50% Concerto Vibrancy của nó.
Khi Kelpie không bị Hóa Đá, toàn bộ Kháng thuộc tính của nó tăng 200%.
Khi Kelpie tấn công mục tiêu, Cooldown chiêu của Resonance Skill và Resonance Liberation của mục tiêu sẽ bị kéo dài thêm 5 giây, kích hoạt mỗi 5 giây một lần.

<color=#767676>A humanoid TD born from the deep sea. Commonly found in all types of waters, it's known for its aggression and ferocity.
It attacks with sharp claws laced with paralytic toxins, then rips its prey apart and swallows them whole.</color>","The enemy has a <color=HighlightB>higher RES</color> against <color=Ice>Glacio DMG</color> and <color=Wind>Aero DMG</color>.
Hitting Kelpie with Counterattack further reduces its Vibration Strength by 50%.
When Kelpie is not Immobilized, its all Attribute RES is increased by 200%.
When Kelpie hits a target, the target's Resonance Skill and Resonance Liberation's cooldown is extended by 5s, triggered once every 5s.

<color=#767676>A humanoid TD born from the deep sea. Commonly found in all types "
def is reduced,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0021.json,BabelDebuff_10000140_BuffDesc,"Khi trúng Bong Bóng Kiềm Chế, <color=#b72924ff>DEF is reduced by 100%</color>.","When hit by a Restraining Bubble, Resonators' <color=#b72924ff>DEF is reduced by 100%</color>."
deliverance in the,4,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0235.json,ItemInfo_80110428_ObtainedShowDescription,"Nhạc nền trong trận chiến với Fenrico: Deliverance in the Deep. Mở khóa sau khi hoàn thành Nhiệm Vụ Chính ""Những Thợ Bắt Giấc Mơ Trong Vườn Bí Mật"".","Background music played during your battle with Fenrico: Deliverance in the Deep. Unlocked after completing Main Quest ""Dreamcatchers in the Secret Gardens."""
dreamless feather,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0031.json,ItemInfo_50000115_AttributesDescription,"Mở để nhận một loại nguyên liệu kỹ năng cao cấp tự chọn:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>","Open to claim a type of advanced skill material of your choice:
<color=Rare4>Monument Bell x1</color>
<color=Rare4>Unending Destruction x1</color>
<color=Rare4>Dreamless Feather x1</color>
<color=Rare4>Sentinel's Dagger x1</color>
<color=Rare4>The Netherworld's Stare x1</color>
<color=Rare4>When Irises Bloom x1</color>
<color=Rare4>Curse of the Abyss x1</color>"
east,4,mistral_translate_work\split_by_prompt\json\name_title\lang_weapon\lang_weapon__name_title__part_0001.json,116,Dawn from the east,Dawn from the east
empty,4,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0039.json,ErrorCode_SurvivorsNoRoleAndWeapon_Text,Resonator and weapon empty,Resonator and weapon empty
endnotes on the,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0013.json,Skill_1004702_SkillDescribe,"<size=40><color=Title>Golden Reflux</color></size>
Lao về phía mục tiêu và gây <color=Light>Spectro DMG</color>. Gây <color=Highlight><te href=100003>Tune Strain - Shifting</te></color> lên mục tiêu trúng chiêu trong 25 giây.
<color=Highlight>Golden Reflux</color> có 2 lần tích lũy.
Có thể sử dụng khi đang ở trên không.
<size=10></size>
<size=40><color=Title>Aureole of Execution</color></size>
Sử dụng <color=Highlight>Basic Attack Stage 4</color> hoặc <color=Highlight>Mid-air Attack Stage 3</color> sẽ thay thế <color=Highlight>Resonance Skill</color> bằng <color=Highlight>Aureole of Execution</color>, gây DMG theo Basic Attack và gây <color=Highlight><te href=100003>Tune Strain - Shifting</te></color> lên mục tiêu trúng chiêu trong 25 giây.
<color=Highlight>Aureole of Execution</color> có ","<size=40><color=Title>Golden Reflux</color></size>
Flash toward the target and deal <color=Light>Spectro DMG</color>. Inflict <color=Highlight><te href=100003>Tune Strain - Shifting</te></color> on the target hit for 25s.
<color=Highlight>Golden Reflux</color> has 2 charges.
Can be cast in mid-air.
<size=10></size>
<size=40><color=Title>Aureole of Execution</color></size>
Casting <color=Highlight>Basic Attack Stage 4</color> or <color=Highlight>Mid-air Attack Stage 3</color> replaces <color=High"
furius the firebrand,4,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0065.json,BVBHD_41_9,"Furius the Firebrand, Lãnh Chúa Danh Vọng thứ sáu, chấp nhận thách đấu!","The sixth Lord of Prestige, Furius the Firebrand, accepts the challenge!"
game of the,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0012.json,HelpText_528_Content,"Về sự kiện
Bên ngoài Mind Dive Arcade, một học sinh tên Tetoris mời gọi ngươi thử trò chơi mới nhất được mệnh danh là ""Game of the Year"" - Lahai-Roi Blocks. Cô ấy nói trò chơi này có rất nhiều đặc tính kỳ diệu...

Điều kiện tham gia
Đạt Cấp Liên minh 14, và kích hoạt Resonance Nexus của Startorch Academy trong Nhiệm vụ Main ""What Burns Beneath Frostlands"" để mở khóa.

Quy tắc
Mỗi ngày trong sự kiện sẽ mở khóa một màn chơi mới.
Mỗi màn chơi có hai độ khó: Thường và Khó. Finish độ khó Thường để mở khóa thử thách Khó.
Finish các mục tiêu của từng màn để nhận phần thưởng.","[About]
Outside the Mind Dive Arcade, a student named Tetoris beckons you to try the latest ""Game of the Year,"" Lahai-Roi Blocks. The game has many wondrous properties, or so she claims...

[Eligibility]
Reach Union Level 14, and activate the Startorch Academy Resonance Nexus during Main Quest ""What Burns Beneath Frostlands"" to unlock.

[Rules]
A new stage will be unlocked each day during the event.
Each stage has two difficulties: Normal and Hard. Finish the Normal difficulty to unlock the Hard"
gaze from the,4,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0017.json,Speaker_800195_Name,Gaze from the End [The White Tower],Gaze from the End [The White Tower]
golden reflux,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0013.json,Skill_1004702_SkillDescribe,"<size=40><color=Title>Golden Reflux</color></size>
Lao về phía mục tiêu và gây <color=Light>Spectro DMG</color>. Gây <color=Highlight><te href=100003>Tune Strain - Shifting</te></color> lên mục tiêu trúng chiêu trong 25 giây.
<color=Highlight>Golden Reflux</color> có 2 lần tích lũy.
Có thể sử dụng khi đang ở trên không.
<size=10></size>
<size=40><color=Title>Aureole of Execution</color></size>
Sử dụng <color=Highlight>Basic Attack Stage 4</color> hoặc <color=Highlight>Mid-air Attack Stage 3</color> sẽ thay thế <color=Highlight>Resonance Skill</color> bằng <color=Highlight>Aureole of Execution</color>, gây DMG theo Basic Attack và gây <color=Highlight><te href=100003>Tune Strain - Shifting</te></color> lên mục tiêu trúng chiêu trong 25 giây.
<color=Highlight>Aureole of Execution</color> có ","<size=40><color=Title>Golden Reflux</color></size>
Flash toward the target and deal <color=Light>Spectro DMG</color>. Inflict <color=Highlight><te href=100003>Tune Strain - Shifting</te></color> on the target hit for 25s.
<color=Highlight>Golden Reflux</color> has 2 charges.
Can be cast in mid-air.
<size=10></size>
<size=40><color=Title>Aureole of Execution</color></size>
Casting <color=Highlight>Basic Attack Stage 4</color> or <color=Highlight>Mid-air Attack Stage 3</color> replaces <color=High"
haunting dream,4,mistral_translate_work\split_by_prompt\json\skill_description\lang_multi_text\lang_multi_text__skill_description__part_0005.json,Term160805_Desc,"<size=40><color=Title>Basic Attack - Movement of Fate and Finality</color></size>
Khi ở trạng thái <color=Highlight>Reincarnate</color>, {Cus:Ipt,Touch=tap PC=press Gamepad=press} <color=Highlight>Normal Attack</color> trên mặt đất để thi triển <color=Highlight>Movement of Fate and Finality</color>, gây <color=Dark>Havoc DMG</color> (được tính là <color=Highlight>Resonance Skill DMG</color>), khiến mục tiêu bị Trì Tĩnh và kết thúc <color=Highlight>Reincarnate</color> ngay sau đó.
<size=10></size>
<size=40><color=Title>Resonance Skill - Murmurs in a Haunting Dream</color></size>
Khi ở trạng thái <color=Highlight>Reincarnate</color>, {Cus:Ipt,Touch=tap PC=press Gamepad=press} <color=Highlight>Resonance Skill</color> trên mặt đất để thi triển <color=Highlight>Murmurs in a Haunting Dream</colo","<size=40><color=Title>Basic Attack - Movement of Fate and Finality</color></size>
When in <color=Highlight>Reincarnate</color>, {Cus:Ipt,Touch=tap PC=press Gamepad=press} <color=Highlight>Normal Attack</color> on the ground to cast <color=Highlight>Movement of Fate and Finality</color>, which deals <color=Dark>Havoc DMG</color> (considered <color=Highlight>Resonance Skill DMG</color>), Stagnates the target, and ends <color=Highlight>Reincarnate</color> afterward.
<size=10></size>
<size=40><color"
iced tea,4,mistral_translate_work\split_by_prompt\json\story_dialogue\lang_multi_text\lang_multi_text__story_dialogue__part_0096.json,Event_WWPDTYP_3_2,"Tập luyện đến mức khô cả cổ. Hay là... một ly <color=Highlight>iced tea</color>, pha thêm <color=Highlight>sweet-and-sour juice</color> cho thêm phần hứng khởi nhỉ?","All that training's left me parched. How about... an <color=Highlight>iced tea</color>, with a <color=Highlight>sweet-and-sour juice</color> mixed in for extra kick."
