en_source,vn_translate,loi_du_doan
Ask the audience assaulted by Gulpuff,Ask những khán giả bị Gulpuff tấn công,C?n ti?ng Anh nghi v?n: Ask; Gulpuff | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter the Sonoro Sphere,Vào Sonoro Sphere,C?n ti?ng Anh nghi v?n: Sonoro; Sphere | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Go to the Knell Square,Đến Knell Square nào,C?n ti?ng Anh nghi v?n: Knell; Square | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Bei'ji and Bei'shi,Nói chuyện với Bei'ji và Bei'shi,C?n ti?ng Anh nghi v?n: Bei'ji; Bei'shi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Go to Violet Banyan,Đến Violet Banyan,C?n ti?ng Anh nghi v?n: Banyan; Violet | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Bei Shi,Nói chuyện với Bei Shi,C?n ti?ng Anh nghi v?n: Bei; Shi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Qianshan,Report với Qianshan,C?n ti?ng Anh nghi v?n: Qianshan; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inspect the wounded PA member,Inspect thành viên PA bị thương,C?n ti?ng Anh nghi v?n: Inspect; PA | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Leave the ""Coastal Room""","Rời khỏi ""Coastal Room""",C?n ti?ng Anh nghi v?n: Coastal; Room | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Help Mizhi calibrate the Mechanics,Giúp Mizhi hiệu chỉnh Mechanics,C?n ti?ng Anh nghi v?n: Mechanics; Mizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Help Mizhi calibrate the Mechanics,Giúp Mizhi hiệu chỉnh Mechanics,C?n ti?ng Anh nghi v?n: Mechanics; Mizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Help Mizhi calibrate the Mechanics,Giúp Mizhi hiệu chỉnh Mechanics,C?n ti?ng Anh nghi v?n: Mechanics; Mizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Help Mizhi calibrate the Mechanics,Giúp Mizhi hiệu chỉnh Mechanics,C?n ti?ng Anh nghi v?n: Mechanics; Mizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Help Mizhi calibrate the Mechanics,Giúp Mizhi hiệu chỉnh Mechanics,C?n ti?ng Anh nghi v?n: Mechanics; Mizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Help Mizhi calibrate the Mechanics,Giúp Mizhi hiệu chỉnh Mechanics,C?n ti?ng Anh nghi v?n: Mechanics; Mizhi | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Mizhi,Report với Mizhi,C?n ti?ng Anh nghi v?n: Mizhi; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
The Fabled Magnetic Cube Mechanics - Prelude,Cơ Chế Magnetic Cube Huyền Thoại - Khúc Dạo Đầu,C?n ti?ng Anh nghi v?n: Cube; Magnetic | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report to Dashbon,Report với Dashbon,C?n ti?ng Anh nghi v?n: Dashbon; Report | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Ebony Gatekeeper,Nói chuyện với Ebony Gatekeeper,C?n ti?ng Anh nghi v?n: Ebony; Gatekeeper | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Read the mail from Pioneer Association,Đọc thư từ Pioneer Association,C?n ti?ng Anh nghi v?n: Association; Pioneer | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to the Midnight Ranger,Nói chuyện với Midnight Ranger,C?n ti?ng Anh nghi v?n: Midnight; Ranger | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mourning Aix,Đánh bại Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stygian Lacrimosa,Stygian Lacrimosa,C?n ti?ng Anh nghi v?n: Lacrimosa; Stygian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
I want to learn about Lollo Campaign,Tôi muốn tìm hiểu về Lollo Campaign.,C?n ti?ng Anh nghi v?n: Campaign; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lollo Campaign I,Chiến dịch Lollo I,C?n ti?ng Anh nghi v?n: I; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lollo Campaign II,Chiến dịch Lollo II,C?n ti?ng Anh nghi v?n: II; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lollo Campaign III,Chiến dịch Lollo III,C?n ti?ng Anh nghi v?n: III; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Go find the missing Lollo Logistics staff in Dim Forest,Đến Rừng Mờ tìm nhân viên Lollo Logistics mất tích đi,C?n ti?ng Anh nghi v?n: Logistics; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lollo Campaign IV,Chiến dịch Lollo IV,C?n ti?ng Anh nghi v?n: IV; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lollo Campaign V,Chiến dịch Lollo V,C?n ti?ng Anh nghi v?n: Lollo; V | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Jewel Boba,Đến Jewel Boba,C?n ti?ng Anh nghi v?n: Boba; Jewel | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"You have a new ""Lollo Eater"" order. Please fulfill it in time.","Ngươi có đơn đặt hàng ""Lollo Eater"" mới. Hãy hoàn thành đúng hạn nhé.",C?n ti?ng Anh nghi v?n: Eater; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Lollo Campaign Finale,Đại kết Lollo Campaign,C?n ti?ng Anh nghi v?n: Campaign; Lollo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Report back to Valentina,Report lại với Valentina,C?n ti?ng Anh nghi v?n: Report; Valentina | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Freeze Frame: Action Highlights,Freeze Frame: Những Khoảnh Khắc Nổi Bật,C?n ti?ng Anh nghi v?n: Frame; Freeze | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Explore Honami City,Khám phá Honami City,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Explore Honami City,Khám phá Honami City,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Explore Honami City,Khám phá Honami City,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Explore Honami City,Khám phá Honami City,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Explore Honami City,Khám phá Honami City,C?n ti?ng Anh nghi v?n: City; Honami | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Rev It Up! Startorch Race!,Tăng Tốc Nào! Cuộc Race Startorch!,C?n ti?ng Anh nghi v?n: Race; Startorch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Cobb Copo,Nói chuyện với Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Cobb Copo,Nói chuyện với Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Forever Fest,Đến Forever Fest,C?n ti?ng Anh nghi v?n: Fest; Forever | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Find Cobb Copo,Tìm Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Forever Fest,Đến Forever Fest,C?n ti?ng Anh nghi v?n: Fest; Forever | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Find Cobb Copo,Tìm Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Cobb Copo,Nói chuyện với Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Cobb Copo,Nói chuyện với Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Play the card game with Jinhsi,Play bài với Jinhsi,C?n ti?ng Anh nghi v?n: Jinhsi; Play | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Cobb Copo,Nói chuyện với Cobb Copo,C?n ti?ng Anh nghi v?n: Cobb; Copo | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Forever Fest,Đến Forever Fest,C?n ti?ng Anh nghi v?n: Fest; Forever | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Forever Fest,Đến Forever Fest,C?n ti?ng Anh nghi v?n: Fest; Forever | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Endstate Matrix,Endstate Matrix,C?n ti?ng Anh nghi v?n: Endstate; Matrix | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Platya calls and asks to meet you at Rabelle College. It seems she has something she wants to discuss…,Platya gọi và đề nghị gặp cậu tại Học viện Rabelle. Có vẻ như cô ấy có chuyện muốn bàn với cậu…,C?n ti?ng Anh nghi v?n: Platya; Rabelle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Luuk Herssen,Nói chuyện với Luuk Herssen,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Luuk Herssen,Nói chuyện với Luuk Herssen,C?n ti?ng Anh nghi v?n: Herssen; Luuk | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Lynae and Mornye,Nói chuyện với Lynae và Mornye,C?n ti?ng Anh nghi v?n: Lynae; Mornye | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Startorch Academy,Đến Startorch Academy,C?n ti?ng Anh nghi v?n: Academy; Startorch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter the Illusory Dream,Bước vào Illusory Dream Ảnh,C?n ti?ng Anh nghi v?n: Dream; Illusory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Enter the Illusory Dream,Bước vào Illusory Dream Ảnh,C?n ti?ng Anh nghi v?n: Dream; Illusory | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Open the Supply Chest,Mở Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destroy the Offshoot Core,Phá hủy Offshoot Core,C?n ti?ng Anh nghi v?n: Core; Offshoot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destroy the Offshoot Core,Phá hủy Offshoot Core,C?n ti?ng Anh nghi v?n: Core; Offshoot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Destroy the Offshoot Core,Phá hủy Offshoot Core,C?n ti?ng Anh nghi v?n: Core; Offshoot | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Exile Yongli,Nói chuyện với Exile Yongli,C?n ti?ng Anh nghi v?n: Exile; Yongli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Exile Feng,Nói chuyện với Exile Feng,C?n ti?ng Anh nghi v?n: Exile; Feng | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Exile Yongli (optional),Nói chuyện với Exile Yongli (tùy chọn),C?n ti?ng Anh nghi v?n: Exile; Yongli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Exile Yongli,Nói chuyện với Exile Yongli,C?n ti?ng Anh nghi v?n: Exile; Yongli | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Thundering Mephis,Đánh bại Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Thundering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Thundering Mephis,Đánh bại Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Thundering | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Lampylumen Myriad,Đánh bại Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Lampylumen; Myriad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Lampylumen Myriad,Đánh bại Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Lampylumen; Myriad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Feilian Beringal,Đánh bại Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Feilian Beringal,Đánh bại Feilian Beringal,C?n ti?ng Anh nghi v?n: Beringal; Feilian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mech Abomination,Đánh bại Mech Abomination,C?n ti?ng Anh nghi v?n: Abomination; Mech | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mech Abomination,Đánh bại Mech Abomination,C?n ti?ng Anh nghi v?n: Abomination; Mech | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mourning Aix,Đánh bại Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Mourning Aix,Đánh bại Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Impermanence Heron,Đánh bại Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Impermanence Heron,Đánh bại Impermanence Heron,C?n ti?ng Anh nghi v?n: Heron; Impermanence | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Tempest Mephis,Đánh bại Tempest Mephis,C?n ti?ng Anh nghi v?n: Mephis; Tempest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Tempest Mephis,Đánh bại Tempest Mephis,C?n ti?ng Anh nghi v?n: Mephis; Tempest | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Touch the Tacetite Bloom to obtain buff,Touch vào Bông Tacetite để nhận hiệu ứng,C?n ti?ng Anh nghi v?n: Tacetite; Touch | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat the Lampylumen Myriad,Đánh bại Lampylumen Myriad,C?n ti?ng Anh nghi v?n: Lampylumen; Myriad | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Inquire Modee and Lei'li about the situation,Hỏi Modee và Lei'li về tình hình,C?n ti?ng Anh nghi v?n: Lei'li; Modee | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Search for the Induction Cell,Tìm kiếm Induction Cell,C?n ti?ng Anh nghi v?n: Cell; Induction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Search for the Induction Cell,Tìm kiếm Induction Cell,C?n ti?ng Anh nghi v?n: Cell; Induction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Search for the Induction Cell,Tìm kiếm Induction Cell,C?n ti?ng Anh nghi v?n: Cell; Induction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Search for the Induction Cell,Tìm kiếm Induction Cell,C?n ti?ng Anh nghi v?n: Cell; Induction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Search for the Induction Cell,Tìm kiếm Induction Cell,C?n ti?ng Anh nghi v?n: Cell; Induction | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Break the Fissured Ledge,Phá Fissured Ledge,C?n ti?ng Anh nghi v?n: Fissured; Ledge | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Restart the radar,Restart radar,C?n ti?ng Anh nghi v?n: radar; Restart | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Upset Soldier,Soldier Upset,C?n ti?ng Anh nghi v?n: Soldier; Upset | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Restart the radar,Restart radar,C?n ti?ng Anh nghi v?n: radar; Restart | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Geohide Saurian with the help of translation module,Nói chuyện với Geohide Saurian bằng mô-đun dịch thuật,C?n ti?ng Anh nghi v?n: Geohide; Saurian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat the Geohide Saurian,Đánh bại Geohide Saurian,C?n ti?ng Anh nghi v?n: Geohide; Saurian | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shape-shift into Inferno Rider,Biến thân thành Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Open the Supply Chest,Mở Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Activate the Training Dummy,Kích hoạt Training Dummy,C?n ti?ng Anh nghi v?n: Dummy; Training | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Defeat Inferno Rider,Đánh bại Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Shape-shift into Inferno Rider,Biến thân thành Inferno Rider,C?n ti?ng Anh nghi v?n: Inferno; Rider | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
A mysterious Tacet Discord has appeared. Forces are needed at Port City of Guixu to defeat it.,Một Discord bí ẩn vừa xuất hiện. Cần tăng cường lực lượng tại Thành phố Cảng Guixu để tiêu diệt nó.,C?n ti?ng Anh nghi v?n: Discord; Guixu | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Head to Bjartr Woods,Đến Bjartr Woods,C?n ti?ng Anh nghi v?n: Bjartr; Woods | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Oh snap. All the shops are all out... Do you have some Wintry Bells on you by chance?,Ôi không. Cửa hàng nào cũng hết sạch... Không biết cậu có Wintry Bells nào không nhỉ?,C?n ti?ng Anh nghi v?n: Bells; Wintry | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Lingyang and Mingzhui,Nói chuyện với Lingyang và Mingzhui,C?n ti?ng Anh nghi v?n: Lingyang; Mingzhui | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Talk to Mingzhui and Lingyang,Nói chuyện với Mingzhui và Lingyang,C?n ti?ng Anh nghi v?n: Lingyang; Mingzhui | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Head to ""Yumyum Haven""","Đến ""Yumyum Haven""",C?n ti?ng Anh nghi v?n: Haven; Yumyum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stop at Yumyum Haven,Dừng chân tại Yumyum Haven,C?n ti?ng Anh nghi v?n: Haven; Yumyum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
A Brief Respite,Brief Respite,C?n ti?ng Anh nghi v?n: Brief; Respite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Complete ""Grand Warstorm"" to unlock","Hoàn thành ""Grand Warstorm"" để mở khóa",C?n ti?ng Anh nghi v?n: Grand; Warstorm | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Learn more about Lei and Uncle Li,Tìm hiểu thêm về Lei và Bác Li,C?n ti?ng Anh nghi v?n: Lei; Li | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Head to ""Yumyum Haven""","Đến ""Yumyum Haven""",C?n ti?ng Anh nghi v?n: Haven; Yumyum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Head to ""Riddle Twiddle""","Đến ""Riddle Twiddle""",C?n ti?ng Anh nghi v?n: Riddle; Twiddle | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
Stop at Yumyum Haven,Dừng chân tại Yumyum Haven,C?n ti?ng Anh nghi v?n: Haven; Yumyum | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Complete prerequisite mission ""A Brief Respite"" to unlock","Hoàn thành nhiệm vụ tiên quyết ""Brief Respite"" để mở khóa",C?n ti?ng Anh nghi v?n: Brief; Respite | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
"Head to ""Moon Shooter""","Đến ""Moon Shooter""",C?n ti?ng Anh nghi v?n: Moon; Shooter | S? t?/c?m nghi v?n: 2 | T? l? nghi v?n: 1.0 | M?c ??: 16.0
