severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000036_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000037_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000038_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000039_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000040_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000041_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000042_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000043_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000044_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000048_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000049_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000050_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000051_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000052_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0021.json,LevelPlay_451000053_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000054_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000055_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000056_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000011_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000012_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000013_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000014_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000015_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000016_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000017_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000018_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000019_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000020_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000021_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000022_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000023_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000024_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000025_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000026_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000027_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000028_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000029_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000030_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000031_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000032_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000033_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000034_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000035_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000045_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000046_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Complete,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0022.json,LevelPlay_451000047_ChallengeConditionSubText_0_2,Complete Challenge trong Giới Hạn Thời Gian,Complete Challenge within the Time Limit
17.0,2,0.5,Challenge; Night,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0034.json,Fishing_EntrustTitle12023,Challenge Night: Vung Kiếm Nhanh,Night Challenge: Quick Slash
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10014_Name,Resonance Skill DMG Bonus,Resonance Skill DMG Bonus
17.0,2,0.5,Bonus; Liberation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10019_Name,Resonance Liberation DMG Bonus,Resonance Liberation DMG Bonus
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_10114_Name,Echo Skill DMG Bonus,Echo Skill DMG Bonus
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_114_Name,Echo Skill DMG Bonus,Echo Skill DMG Bonus
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_14_Name,Resonance Skill DMG Bonus,Resonance Skill DMG Bonus
17.0,2,0.5,Bonus; Liberation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0065.json,PropertyIndex_19_Name,Resonance Liberation DMG Bonus,Resonance Liberation DMG Bonus
17.0,2,0.5,Bonus; Liberation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30130_Attributes,Hiệu ứng Đặc biệt: Tăng <color=Highlight>{0}</color> Resonance Liberation DMG Bonus.,Unique Effect: Grants <color=Highlight>{0}</color> Resonance Liberation DMG Bonus.
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30150_Attributes,Hiệu ứng Đặc biệt: Tăng <color=Highlight>{0}</color> Resonance Skill DMG Bonus.,Unique Effect: Grants <color=Highlight>{0}</color> Resonance Skill DMG Bonus.
17.0,2,0.5,Bonus; Liberation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30131_Attributes,Hiệu ứng Đặc biệt: Tăng <color=Highlight>{0}</color> Resonance Liberation DMG Bonus.,Unique Effect: Grants <color=Highlight>{0}</color> Resonance Liberation DMG Bonus.
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30151_Attributes,Hiệu ứng Đặc biệt: Tăng <color=Highlight>{0}</color> Resonance Skill DMG Bonus.,Unique Effect: Grants <color=Highlight>{0}</color> Resonance Skill DMG Bonus.
17.0,2,0.5,Cooldown; Liberation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_31036_Attributes,"Hiệu ứng Đặc biệt: Kích hoạt Resonance Liberation sẽ đặt lại Cooldown chiêu và hồi toàn bộ Năng lượng Resonance, kích hoạt <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=lần P=lần SapTag=1} mỗi <color=Highlight>{0}</color> giây.","Unique Effect: Casting Resonance Liberation resets its Cooldown and recovers all Resonance Energy, triggered <color=Highlight><SapTag=1>{1}</SapTag></color> {Cus:Sap,S=time P=times SapTag=1} every <color=Highlight>{0}s</color>."
17.0,2,0.5,Bonus; Liberation,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30130_Attributes_0,Hiệu ứng Đặc biệt: Tăng Resonance Liberation DMG Bonus.,Unique Effect: Grants Resonance Liberation DMG Bonus.
17.0,2,0.5,Bonus; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_30150_Attributes_0,Hiệu ứng Đặc biệt: Tăng Resonance Skill DMG Bonus.,Unique Effect: Grants Resonance Skill DMG Bonus.
17.0,2,0.5,Liberation; Skill,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0068.json,ResonantChain_301200_Attributes_0,Hiệu ứng Đặc biệt: Gây sát thương <color=Highlight>{0}</color> lần sẽ tăng Sát Thương Resonance Skill và Sát Thương Resonance Liberation.,Unique Effect: Dealing damage <color=Highlight>{0}</color> times grants Resonance Skill DMG Bonus and Resonance Liberation DMG Bonus.
16.5,3,0.75,Hukou; Maw; Tiger's,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_area\lang_area__name_title__part_0001.json,12,"Hukou, the Tiger's Maw","Hukou, the Tiger's Maw"
16.5,3,0.75,an; engineer; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_infodisplay\lang_infodisplay__name_title__part_0001.json,103,Ghi chú of an engineer,Note of an engineer
16.5,3,0.75,Cemetery; Lost; of,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_infodisplay\lang_infodisplay__name_title__part_0001.json,127,Cemetery of the Lost,Cemetery of the Lost
16.5,3,0.75,Gorges; of; Spirit,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_infodisplay\lang_infodisplay__name_title__part_0001.json,161,Báo Cáo Chiến Đấu Chống Lại Sóng TD Tại Gorges of Spirit,Battle Report against TD waves at the Gorges of Spirit
16.5,3,0.75,Crystal; Sand; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,136,Glacio Topological Sand Crystal,Glacio Topological Sand Crystal
16.5,3,0.75,Crystal; Fragment; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,140,Glacio Topological Crystal Fragment,Glacio Topological Crystal Fragment
16.5,3,0.75,Crystal; Sand; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,152,Fusion Topological Sand Crystal,Fusion Topological Sand Crystal
16.5,3,0.75,Crystal; Sand; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,168,Electro Topological Sand Crystal,Electro Topological Sand Crystal
16.5,3,0.75,Crystal; Sand; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,184,Aero Topological Sand Crystal,Aero Topological Sand Crystal
16.5,3,0.75,Crystal; Fragment; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,188,Aero Topological Crystal Fragment,Aero Topological Crystal Fragment
16.5,3,0.75,Crystal; Sand; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,216,Havoc Topological Sand Crystal,Havoc Topological Sand Crystal
16.5,3,0.75,Crystal; Fragment; Topological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,220,Havoc Topological Crystal Fragment,Havoc Topological Crystal Fragment
16.5,3,0.75,Bell; of; Past,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,328,Bell of the Past,Bell of the Past
16.5,3,0.75,L; Materials; Tacetite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,805,Dùng để nhận Gói Tacetite Coin/Materials Phát Triển (L),Use to receive Tacetite Coins/Development Materials Pack (L)
16.5,3,0.75,M; Materials; Tacetite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,809,Dùng để nhận Gói Tacetite Coin/Materials Phát Triển (M),Use to receive Tacetite Coins/Development Materials Pack (M)
16.5,3,0.75,Materials; S; Tacetite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,813,Dùng để nhận Gói Tacetite Coin/Materials Phát Triển (S),Use to receive Tacetite Coins/Development Materials Pack (S)
16.5,3,0.75,Data; Field; Geological,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,1191,Tacet Field Geological Data,Tacet Field Geological Data
16.5,3,0.75,Awu; Recipe; Special,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_item\lang_item__name_title__part_0001.json,1411,Recipe: The Awu Special,Recipe: The Awu Special
16.5,3,0.75,Pass; Stargate; through,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_150800000_InteractContent_886_7,Pass through the Stargate,Pass through the Stargate
16.5,3,0.75,Pass; Stargate; through,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_150800000_InteractContent_886_8,Pass through the Stargate,Pass through the Stargate
16.5,3,0.75,Flameblade; of; Rift,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_938750004_MonsterGroupName_938_1,Flameblade of the Rift,Flameblade of the Rift
16.5,3,0.75,Flameblade; of; Rift,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_938750004_MonsterGroupName_938_2,Flameblade of the Rift,Flameblade of the Rift
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_157900015_MissionCompleteMainText_157_7,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0002.json,LevelPlay_157900078_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_157900017_MissionCompleteMainText_157_8,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_157900084_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_157900024_MissionCompleteMainText_157_8,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_157900083_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Gunshot; in; Motel,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0003.json,LevelPlay_316900000_QuestScheduleMainTitle_316_1,Gunshot in the Motel,Gunshot in the Motel
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_157900018_MissionCompleteMainText_157_8,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_157900080_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_157900009_MissionCompleteMainText_157_15,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_157900079_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Observe; Plushie; Squad,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_222900022_InteractContent_222_1,Observe the Plushie Squad,Observe the Plushie Squad
16.5,3,0.75,Photograph; Plushie; Squad,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_222900022_TakePhotoPosDescription_222_1,Photograph the Plushie Squad,Photograph the Plushie Squad
16.5,3,0.75,Photograph; Plushie; Squad,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0004.json,LevelPlay_222900022_TakePhotoTargetsDescription_222_1,Photograph the Plushie Squad,Photograph the Plushie Squad
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900032_MissionCompleteMainText_157_8,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900082_MissionCompleteMainText_157_4,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Cuddle; Diggy; Wuddle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900027_QuestScheduleSubTitle_157_10,Phá vỡ đội hình của Cuddle Wuddle và Diggy Duggy: {挑战2统计}/1,Break Cuddle Wuddle and Diggy Duggy's formation: {挑战2统计}/1
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900028_MissionCompleteMainText_157_8,The Dreamscape mends itself,The Dreamscape mends itself
16.5,3,0.75,Cuddle; Diggy; Wuddle,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900057_QuestScheduleSubTitle_157_2,Phá vỡ đội hình của Cuddle Wuddle và Diggy Duggy: {挑战2统计}/1,Break Cuddle Wuddle and Diggy Duggy's formation: {挑战2统计}/1
16.5,3,0.75,Dreamscape; itself; mends,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0005.json,LevelPlay_157900081_MissionCompleteMainText_157_2,The Dreamscape mends itself,The Dreamscape mends itself
